"sample","Sepal.Length","Sepal.Width","Petal.Length","Petal.Width","Species"
20,5.104,3.491,1.42,0.209,"setosa"
20,4.903,3.005,1.396,0.218,"setosa"
20,4.694,3.217,1.29,0.205,"setosa"
20,4.611,3.112,1.493,0.2,"setosa"
20,5.006,3.603,1.402,0.202,"setosa"
20,5.397,3.893,1.682,0.391,"setosa"
20,4.61,3.405,1.415,0.306,"setosa"
20,5.009,3.405,1.493,0.189,"setosa"
20,4.404,2.894,1.398,0.218,"setosa"
20,4.892,3.095,1.509,0.08,"setosa"
20,5.405,3.709,1.496,0.205,"setosa"
20,4.814,3.4,1.598,0.211,"setosa"
20,4.783,2.986,1.394,0.082,"setosa"
20,4.297,3.004,1.118,0.088,"setosa"
20,5.807,3.995,1.188,0.21,"setosa"
20,5.706,4.387,1.503,0.4,"setosa"
20,5.406,3.881,1.288,0.393,"setosa"
20,5.114,3.502,1.402,0.291,"setosa"
20,5.685,3.783,1.703,0.313,"setosa"
20,5.094,3.792,1.514,0.296,"setosa"
20,5.392,3.395,1.698,0.208,"setosa"
20,5.103,3.711,1.499,0.404,"setosa"
20,4.614,3.588,1.004,0.215,"setosa"
20,5.084,3.308,1.696,0.509,"setosa"
20,4.804,3.414,1.894,0.21,"setosa"
20,4.994,2.998,1.604,0.192,"setosa"
20,5.01,3.408,1.622,0.408,"setosa"
20,5.195,3.497,1.483,0.188,"setosa"
20,5.184,3.407,1.386,0.19,"setosa"
20,4.696,3.184,1.589,0.196,"setosa"
20,4.811,3.069,1.603,0.194,"setosa"
20,5.409,3.404,1.498,0.407,"setosa"
20,5.182,4.079,1.5,0.093,"setosa"
20,5.516,4.202,1.411,0.19,"setosa"
20,4.905,3.093,1.488,0.203,"setosa"
20,5.003,3.189,1.183,0.199,"setosa"
20,5.512,3.511,1.308,0.216,"setosa"
20,4.921,3.582,1.396,0.09,"setosa"
20,4.396,2.982,1.308,0.215,"setosa"
20,5.101,3.411,1.49,0.206,"setosa"
20,4.988,3.499,1.302,0.293,"setosa"
20,4.489,2.287,1.296,0.308,"setosa"
20,4.397,3.206,1.302,0.188,"setosa"
20,4.999,3.498,1.593,0.618,"setosa"
20,5.08,3.812,1.901,0.413,"setosa"
20,4.791,3.008,1.392,0.305,"setosa"
20,5.094,3.798,1.586,0.195,"setosa"
20,4.617,3.19,1.398,0.21,"setosa"
20,5.3,3.698,1.497,0.199,"setosa"
20,5.01,3.306,1.402,0.199,"setosa"
20,7.002,3.203,4.701,1.403,"versicolor"
20,6.383,3.198,4.508,1.515,"versicolor"
20,6.906,3.099,4.899,1.507,"versicolor"
20,5.494,2.286,4.005,1.293,"versicolor"
20,6.505,2.816,4.591,1.496,"versicolor"
20,5.712,2.8,4.492,1.289,"versicolor"
20,6.294,3.291,4.72,1.6,"versicolor"
20,4.897,2.405,3.289,1.012,"versicolor"
20,6.602,2.901,4.598,1.317,"versicolor"
20,5.221,2.716,3.9,1.403,"versicolor"
20,5.002,1.995,3.514,0.997,"versicolor"
20,5.896,3.014,4.211,1.513,"versicolor"
20,6.012,2.195,3.999,1,"versicolor"
20,6.111,2.896,4.7,1.391,"versicolor"
20,5.594,2.875,3.617,1.302,"versicolor"
20,6.711,3.088,4.393,1.403,"versicolor"
20,5.612,3,4.5,1.503,"versicolor"
20,5.796,2.692,4.087,1.011,"versicolor"
20,6.216,2.214,4.492,1.501,"versicolor"
20,5.596,2.498,3.902,1.11,"versicolor"
20,5.905,3.215,4.805,1.793,"versicolor"
20,6.106,2.805,4.013,1.306,"versicolor"
20,6.294,2.5,4.905,1.499,"versicolor"
20,6.083,2.799,4.699,1.192,"versicolor"
20,6.43,2.901,4.278,1.306,"versicolor"
20,6.58,2.995,4.39,1.414,"versicolor"
20,6.797,2.788,4.798,1.398,"versicolor"
20,6.697,3.002,4.992,1.699,"versicolor"
20,6.001,2.92,4.501,1.526,"versicolor"
20,5.704,2.6,3.493,1.007,"versicolor"
20,5.506,2.397,3.791,1.109,"versicolor"
20,5.494,2.396,3.706,1.001,"versicolor"
20,5.81,2.7,3.903,1.199,"versicolor"
20,5.995,2.709,5.099,1.597,"versicolor"
20,5.403,3.01,4.493,1.505,"versicolor"
20,5.99,3.42,4.501,1.597,"versicolor"
20,6.705,3.09,4.7,1.495,"versicolor"
20,6.306,2.308,4.398,1.308,"versicolor"
20,5.609,3.013,4.107,1.281,"versicolor"
20,5.497,2.498,3.997,1.289,"versicolor"
20,5.491,2.601,4.393,1.215,"versicolor"
20,6.088,3.008,4.604,1.4,"versicolor"
20,5.805,2.616,3.98,1.207,"versicolor"
20,5.011,2.304,3.289,0.989,"versicolor"
20,5.595,2.703,4.194,1.305,"versicolor"
20,5.708,3.002,4.205,1.203,"versicolor"
20,5.706,2.891,4.213,1.282,"versicolor"
20,6.191,2.901,4.297,1.302,"versicolor"
20,5.096,2.491,2.999,1.109,"versicolor"
20,5.709,2.799,4.111,1.288,"versicolor"
20,6.298,3.311,6.005,2.491,"virginica"
20,5.804,2.694,5.113,1.895,"virginica"
20,7.108,2.995,5.909,2.098,"virginica"
20,6.311,2.904,5.591,1.8,"virginica"
20,6.481,3.018,5.797,2.205,"virginica"
20,7.597,2.999,6.601,2.088,"virginica"
20,4.883,2.506,4.501,1.702,"virginica"
20,7.298,2.902,6.308,1.798,"virginica"
20,6.698,2.505,5.792,1.804,"virginica"
20,7.2,3.608,6.107,2.496,"virginica"
20,6.486,3.197,5.108,1.997,"virginica"
20,6.401,2.707,5.282,1.894,"virginica"
20,6.797,3.01,5.503,2.103,"virginica"
20,5.715,2.488,5.005,1.978,"virginica"
20,5.794,2.815,5.094,2.407,"virginica"
20,6.399,3.21,5.302,2.311,"virginica"
20,6.491,2.998,5.509,1.79,"virginica"
20,7.698,3.819,6.701,2.189,"virginica"
20,7.711,2.587,6.9,2.306,"virginica"
20,6.005,2.185,5.001,1.489,"virginica"
20,6.893,3.194,5.717,2.308,"virginica"
20,5.595,2.806,4.904,2,"virginica"
20,7.704,2.805,6.715,2.009,"virginica"
20,6.289,2.712,4.902,1.783,"virginica"
20,6.705,3.298,5.683,2.115,"virginica"
20,7.222,3.187,5.995,1.811,"virginica"
20,6.204,2.808,4.79,1.803,"virginica"
20,6.109,2.994,4.907,1.778,"virginica"
20,6.406,2.804,5.608,2.083,"virginica"
20,7.196,3.004,5.81,1.615,"virginica"
20,7.401,2.801,6.096,1.889,"virginica"
20,7.898,3.81,6.39,1.996,"virginica"
20,6.391,2.789,5.596,2.216,"virginica"
20,6.339,2.81,5.1,1.497,"virginica"
20,6.094,2.592,5.608,1.406,"virginica"
20,7.69,2.988,6.103,2.279,"virginica"
20,6.279,3.391,5.58,2.39,"virginica"
20,6.419,3.1,5.503,1.811,"virginica"
20,6.014,2.993,4.813,1.81,"virginica"
20,6.9,3.093,5.408,2.097,"virginica"
20,6.698,3.104,5.597,2.391,"virginica"
20,6.897,3.096,5.101,2.29,"virginica"
20,5.798,2.7,5.08,1.901,"virginica"
20,6.834,3.199,5.895,2.302,"virginica"
20,6.688,3.284,5.692,2.515,"virginica"
20,6.669,3.001,5.188,2.3,"virginica"
20,6.304,2.498,4.994,1.895,"virginica"
20,6.5,2.999,5.184,2.017,"virginica"
20,6.204,3.388,5.415,2.303,"virginica"
20,5.891,3.008,5.104,1.793,"virginica"
