"sample","Sepal.Length","Sepal.Width","Petal.Length","Petal.Width","Species"
90,5.091,3.511,1.397,0.198,"setosa"
90,4.899,3.003,1.394,0.207,"setosa"
90,4.716,3.196,1.288,0.198,"setosa"
90,4.62,3.107,1.499,0.198,"setosa"
90,4.979,3.596,1.412,0.204,"setosa"
90,5.418,3.913,1.706,0.397,"setosa"
90,4.586,3.404,1.399,0.308,"setosa"
90,5.007,3.401,1.503,0.208,"setosa"
90,4.402,2.888,1.405,0.188,"setosa"
90,4.91,3.09,1.504,0.091,"setosa"
90,5.387,3.703,1.512,0.214,"setosa"
90,4.81,3.391,1.583,0.203,"setosa"
90,4.794,3.022,1.395,0.094,"setosa"
90,4.291,3.01,1.089,0.089,"setosa"
90,5.798,3.998,1.196,0.194,"setosa"
90,5.732,4.4,1.509,0.388,"setosa"
90,5.409,3.909,1.305,0.408,"setosa"
90,5.095,3.485,1.391,0.316,"setosa"
90,5.715,3.813,1.713,0.298,"setosa"
90,5.116,3.802,1.507,0.305,"setosa"
90,5.407,3.386,1.706,0.203,"setosa"
90,5.117,3.705,1.494,0.406,"setosa"
90,4.61,3.598,1.002,0.194,"setosa"
90,5.088,3.3,1.698,0.512,"setosa"
90,4.794,3.399,1.9,0.188,"setosa"
90,4.995,2.997,1.602,0.2,"setosa"
90,4.99,3.401,1.601,0.408,"setosa"
90,5.215,3.498,1.501,0.191,"setosa"
90,5.209,3.401,1.396,0.208,"setosa"
90,4.691,3.2,1.6,0.194,"setosa"
90,4.804,3.106,1.593,0.193,"setosa"
90,5.397,3.394,1.485,0.405,"setosa"
90,5.191,4.081,1.506,0.097,"setosa"
90,5.507,4.187,1.41,0.195,"setosa"
90,4.899,3.089,1.511,0.196,"setosa"
90,4.995,3.2,1.195,0.195,"setosa"
90,5.498,3.509,1.303,0.211,"setosa"
90,4.893,3.595,1.387,0.102,"setosa"
90,4.4,3.003,1.291,0.201,"setosa"
90,5.104,3.392,1.492,0.215,"setosa"
90,4.997,3.492,1.292,0.291,"setosa"
90,4.485,2.3,1.315,0.309,"setosa"
90,4.387,3.201,1.315,0.205,"setosa"
90,5,3.516,1.605,0.607,"setosa"
90,5.107,3.783,1.898,0.392,"setosa"
90,4.793,2.994,1.389,0.316,"setosa"
90,5.114,3.8,1.606,0.192,"setosa"
90,4.599,3.213,1.407,0.183,"setosa"
90,5.292,3.685,1.506,0.207,"setosa"
90,5.019,3.293,1.39,0.192,"setosa"
90,6.989,3.196,4.718,1.399,"versicolor"
90,6.393,3.198,4.498,1.51,"versicolor"
90,6.898,3.098,4.916,1.501,"versicolor"
90,5.49,2.298,4,1.326,"versicolor"
90,6.49,2.797,4.585,1.489,"versicolor"
90,5.706,2.81,4.499,1.3,"versicolor"
90,6.292,3.307,4.683,1.599,"versicolor"
90,4.906,2.394,3.289,0.993,"versicolor"
90,6.601,2.888,4.614,1.31,"versicolor"
90,5.215,2.707,3.898,1.406,"versicolor"
90,5.004,1.999,3.492,0.988,"versicolor"
90,5.905,3.019,4.187,1.506,"versicolor"
90,5.992,2.192,3.993,1.002,"versicolor"
90,6.11,2.902,4.695,1.406,"versicolor"
90,5.585,2.888,3.603,1.311,"versicolor"
90,6.696,3.11,4.406,1.404,"versicolor"
90,5.602,3.002,4.508,1.514,"versicolor"
90,5.813,2.688,4.096,0.998,"versicolor"
90,6.206,2.197,4.488,1.502,"versicolor"
90,5.605,2.487,3.896,1.104,"versicolor"
90,5.911,3.19,4.798,1.796,"versicolor"
90,6.121,2.788,4.009,1.311,"versicolor"
90,6.3,2.502,4.892,1.501,"versicolor"
90,6.088,2.788,4.691,1.194,"versicolor"
90,6.408,2.919,4.297,1.306,"versicolor"
90,6.599,3.003,4.387,1.398,"versicolor"
90,6.79,2.789,4.807,1.402,"versicolor"
90,6.685,2.985,4.981,1.68,"versicolor"
90,6.003,2.895,4.499,1.475,"versicolor"
90,5.704,2.611,3.501,0.988,"versicolor"
90,5.507,2.415,3.803,1.113,"versicolor"
90,5.49,2.413,3.692,0.985,"versicolor"
90,5.818,2.681,3.911,1.198,"versicolor"
90,6.006,2.709,5.084,1.609,"versicolor"
90,5.408,2.988,4.502,1.514,"versicolor"
90,5.985,3.393,4.506,1.601,"versicolor"
90,6.695,3.095,4.694,1.508,"versicolor"
90,6.295,2.314,4.409,1.296,"versicolor"
90,5.604,3.012,4.097,1.297,"versicolor"
90,5.492,2.479,3.99,1.299,"versicolor"
90,5.499,2.598,4.412,1.196,"versicolor"
90,6.102,3.005,4.595,1.396,"versicolor"
90,5.813,2.604,4.013,1.209,"versicolor"
90,4.998,2.298,3.299,0.988,"versicolor"
90,5.599,2.696,4.211,1.294,"versicolor"
90,5.707,3.004,4.198,1.203,"versicolor"
90,5.696,2.884,4.221,1.302,"versicolor"
90,6.193,2.898,4.296,1.31,"versicolor"
90,5.101,2.509,3.003,1.094,"versicolor"
90,5.691,2.8,4.093,1.299,"versicolor"
90,6.295,3.302,6.008,2.503,"virginica"
90,5.79,2.698,5.107,1.881,"virginica"
90,7.11,3.018,5.896,2.104,"virginica"
90,6.327,2.908,5.602,1.805,"virginica"
90,6.494,2.986,5.799,2.204,"virginica"
90,7.594,2.973,6.609,2.109,"virginica"
90,4.885,2.522,4.49,1.698,"virginica"
90,7.304,2.885,6.3,1.778,"virginica"
90,6.697,2.491,5.822,1.81,"virginica"
90,7.193,3.613,6.097,2.497,"virginica"
90,6.506,3.187,5.102,2.002,"virginica"
90,6.393,2.701,5.307,1.888,"virginica"
90,6.801,3.014,5.495,2.102,"virginica"
90,5.711,2.506,5.002,1.995,"virginica"
90,5.811,2.811,5.089,2.409,"virginica"
90,6.408,3.207,5.299,2.283,"virginica"
90,6.49,2.994,5.495,1.794,"virginica"
90,7.684,3.788,6.691,2.197,"virginica"
90,7.703,2.614,6.894,2.29,"virginica"
90,6.012,2.204,4.998,1.495,"virginica"
90,6.898,3.202,5.696,2.312,"virginica"
90,5.604,2.795,4.884,1.994,"virginica"
90,7.711,2.808,6.697,2.002,"virginica"
90,6.314,2.699,4.891,1.789,"virginica"
90,6.692,3.307,5.703,2.111,"virginica"
90,7.208,3.218,6.002,1.791,"virginica"
90,6.208,2.806,4.813,1.779,"virginica"
90,6.102,3.019,4.903,1.8,"virginica"
90,6.401,2.807,5.597,2.089,"virginica"
90,7.194,2.987,5.801,1.612,"virginica"
90,7.378,2.79,6.105,1.906,"virginica"
90,7.91,3.794,6.406,1.991,"virginica"
90,6.384,2.816,5.572,2.194,"virginica"
90,6.299,2.787,5.095,1.488,"virginica"
90,6.099,2.608,5.611,1.399,"virginica"
90,7.697,2.99,6.097,2.322,"virginica"
90,6.292,3.409,5.609,2.421,"virginica"
90,6.395,3.096,5.498,1.803,"virginica"
90,5.998,2.997,4.801,1.781,"virginica"
90,6.914,3.101,5.394,2.105,"virginica"
90,6.705,3.095,5.618,2.389,"virginica"
90,6.918,3.1,5.098,2.286,"virginica"
90,5.801,2.716,5.112,1.909,"virginica"
90,6.791,3.2,5.899,2.313,"virginica"
90,6.713,3.302,5.678,2.497,"virginica"
90,6.687,3.004,5.21,2.287,"virginica"
90,6.305,2.5,4.992,1.898,"virginica"
90,6.496,2.997,5.193,1.997,"virginica"
90,6.202,3.402,5.374,2.293,"virginica"
90,5.909,2.981,5.102,1.813,"virginica"
