"sample","Sepal.Length","Sepal.Width","Petal.Length","Petal.Width","Species"
35,5.093,3.518,1.404,0.186,"setosa"
35,4.891,3.001,1.39,0.2,"setosa"
35,4.706,3.205,1.302,0.186,"setosa"
35,4.602,3.112,1.501,0.195,"setosa"
35,5.012,3.597,1.392,0.208,"setosa"
35,5.403,3.913,1.7,0.412,"setosa"
35,4.596,3.395,1.39,0.304,"setosa"
35,4.998,3.399,1.513,0.205,"setosa"
35,4.397,2.896,1.416,0.209,"setosa"
35,4.901,3.098,1.501,0.091,"setosa"
35,5.397,3.704,1.504,0.196,"setosa"
35,4.783,3.426,1.61,0.207,"setosa"
35,4.807,2.993,1.406,0.098,"setosa"
35,4.302,2.996,1.101,0.107,"setosa"
35,5.808,3.997,1.199,0.21,"setosa"
35,5.71,4.395,1.505,0.396,"setosa"
35,5.409,3.901,1.293,0.406,"setosa"
35,5.085,3.508,1.403,0.315,"setosa"
35,5.711,3.811,1.696,0.308,"setosa"
35,5.087,3.807,1.497,0.3,"setosa"
35,5.403,3.419,1.687,0.211,"setosa"
35,5.103,3.692,1.513,0.406,"setosa"
35,4.608,3.587,1.004,0.2,"setosa"
35,5.107,3.316,1.701,0.49,"setosa"
35,4.799,3.416,1.898,0.204,"setosa"
35,4.993,3.01,1.588,0.189,"setosa"
35,4.996,3.415,1.6,0.421,"setosa"
35,5.201,3.48,1.493,0.182,"setosa"
35,5.198,3.382,1.4,0.189,"setosa"
35,4.7,3.192,1.611,0.22,"setosa"
35,4.8,3.132,1.605,0.184,"setosa"
35,5.394,3.412,1.504,0.416,"setosa"
35,5.177,4.108,1.505,0.085,"setosa"
35,5.494,4.186,1.407,0.185,"setosa"
35,4.901,3.096,1.498,0.208,"setosa"
35,5,3.22,1.199,0.202,"setosa"
35,5.492,3.513,1.298,0.202,"setosa"
35,4.91,3.599,1.407,0.108,"setosa"
35,4.412,3.021,1.272,0.191,"setosa"
35,5.116,3.405,1.493,0.204,"setosa"
35,4.997,3.508,1.297,0.309,"setosa"
35,4.503,2.299,1.297,0.3,"setosa"
35,4.396,3.209,1.296,0.211,"setosa"
35,5.005,3.515,1.614,0.61,"setosa"
35,5.112,3.801,1.895,0.4,"setosa"
35,4.797,2.984,1.412,0.316,"setosa"
35,5.108,3.808,1.603,0.203,"setosa"
35,4.622,3.197,1.388,0.203,"setosa"
35,5.301,3.697,1.51,0.197,"setosa"
35,5,3.305,1.395,0.195,"setosa"
35,7.023,3.2,4.707,1.411,"versicolor"
35,6.399,3.201,4.479,1.478,"versicolor"
35,6.909,3.099,4.904,1.507,"versicolor"
35,5.511,2.293,3.995,1.293,"versicolor"
35,6.494,2.794,4.608,1.501,"versicolor"
35,5.698,2.808,4.512,1.303,"versicolor"
35,6.29,3.284,4.696,1.587,"versicolor"
35,4.903,2.407,3.306,0.988,"versicolor"
35,6.593,2.901,4.601,1.311,"versicolor"
35,5.179,2.705,3.895,1.391,"versicolor"
35,4.99,1.98,3.499,0.993,"versicolor"
35,5.895,2.999,4.209,1.51,"versicolor"
35,5.995,2.196,4.013,0.988,"versicolor"
35,6.102,2.907,4.705,1.406,"versicolor"
35,5.582,2.907,3.611,1.298,"versicolor"
35,6.693,3.088,4.423,1.392,"versicolor"
35,5.609,2.999,4.488,1.512,"versicolor"
35,5.818,2.715,4.089,1.002,"versicolor"
35,6.191,2.199,4.511,1.499,"versicolor"
35,5.597,2.516,3.907,1.115,"versicolor"
35,5.914,3.208,4.798,1.801,"versicolor"
35,6.089,2.823,4.02,1.307,"versicolor"
35,6.287,2.506,4.901,1.5,"versicolor"
35,6.091,2.8,4.71,1.21,"versicolor"
35,6.399,2.892,4.299,1.303,"versicolor"
35,6.616,3.017,4.397,1.406,"versicolor"
35,6.793,2.788,4.81,1.407,"versicolor"
35,6.683,3.003,5.004,1.709,"versicolor"
35,5.993,2.89,4.492,1.518,"versicolor"
35,5.693,2.602,3.511,0.988,"versicolor"
35,5.496,2.411,3.802,1.098,"versicolor"
35,5.507,2.405,3.692,1.013,"versicolor"
35,5.812,2.701,3.916,1.193,"versicolor"
