"sample","Sepal.Length","Sepal.Width","Petal.Length","Petal.Width","Species"
98,5.107,3.506,1.404,0.198,"setosa"
98,4.903,2.996,1.396,0.203,"setosa"
98,4.683,3.194,1.305,0.186,"setosa"
98,4.601,3.094,1.498,0.208,"setosa"
98,4.997,3.616,1.4,0.207,"setosa"
98,5.395,3.921,1.701,0.396,"setosa"
98,4.6,3.405,1.423,0.301,"setosa"
98,4.991,3.405,1.5,0.214,"setosa"
98,4.39,2.873,1.395,0.195,"setosa"
98,4.889,3.107,1.498,0.11,"setosa"
98,5.399,3.69,1.508,0.213,"setosa"
98,4.807,3.401,1.597,0.191,"setosa"
98,4.802,3.005,1.403,0.104,"setosa"
98,4.298,2.99,1.097,0.092,"setosa"
98,5.818,4.001,1.184,0.223,"setosa"
98,5.695,4.409,1.5,0.397,"setosa"
98,5.404,3.906,1.29,0.396,"setosa"
98,5.106,3.498,1.401,0.279,"setosa"
98,5.697,3.8,1.721,0.301,"setosa"
98,5.099,3.784,1.505,0.317,"setosa"
98,5.401,3.405,1.706,0.216,"setosa"
98,5.092,3.703,1.502,0.405,"setosa"
98,4.594,3.596,1.005,0.201,"setosa"
98,5.095,3.294,1.693,0.515,"setosa"
98,4.801,3.389,1.902,0.203,"setosa"
98,5.004,3.01,1.604,0.22,"setosa"
98,4.971,3.389,1.601,0.4,"setosa"
98,5.201,3.508,1.495,0.21,"setosa"
98,5.199,3.382,1.401,0.191,"setosa"
98,4.694,3.208,1.596,0.205,"setosa"
98,4.781,3.108,1.582,0.211,"setosa"
98,5.4,3.391,1.488,0.407,"setosa"
98,5.207,4.104,1.48,0.109,"setosa"
98,5.491,4.192,1.401,0.186,"setosa"
98,4.888,3.093,1.496,0.197,"setosa"
98,4.987,3.173,1.191,0.198,"setosa"
98,5.498,3.502,1.292,0.197,"setosa"
98,4.879,3.602,1.401,0.1,"setosa"
98,4.392,3.009,1.293,0.215,"setosa"
98,5.112,3.398,1.499,0.197,"setosa"
98,5,3.515,1.304,0.298,"setosa"
98,4.498,2.298,1.311,0.32,"setosa"
98,4.395,3.196,1.308,0.194,"setosa"
98,5.015,3.507,1.603,0.596,"setosa"
98,5.11,3.79,1.903,0.393,"setosa"
98,4.808,2.993,1.398,0.303,"setosa"
98,5.105,3.814,1.614,0.207,"setosa"
98,4.594,3.203,1.421,0.186,"setosa"
98,5.29,3.699,1.49,0.197,"setosa"
98,4.999,3.292,1.391,0.201,"setosa"
98,7.006,3.191,4.7,1.384,"versicolor"
98,6.402,3.201,4.512,1.494,"versicolor"
98,6.881,3.085,4.901,1.511,"versicolor"
98,5.503,2.309,4.003,1.314,"versicolor"
98,6.507,2.797,4.594,1.499,"versicolor"
98,5.693,2.805,4.494,1.312,"versicolor"
98,6.295,3.319,4.705,1.616,"versicolor"
98,4.902,2.413,3.3,1.002,"versicolor"
98,6.592,2.912,4.591,1.295,"versicolor"
98,5.183,2.687,3.885,1.396,"versicolor"
98,5.001,1.999,3.498,0.994,"versicolor"
98,5.884,2.997,4.189,1.507,"versicolor"
98,6.006,2.2,3.991,0.995,"versicolor"
98,6.113,2.901,4.703,1.388,"versicolor"
98,5.587,2.891,3.608,1.316,"versicolor"
98,6.717,3.094,4.399,1.404,"versicolor"
98,5.604,2.996,4.488,1.488,"versicolor"
98,5.82,2.703,4.104,0.988,"versicolor"
98,6.19,2.199,4.485,1.499,"versicolor"
98,5.608,2.498,3.893,1.086,"versicolor"
98,5.879,3.189,4.802,1.807,"versicolor"
98,6.11,2.789,3.989,1.298,"versicolor"
98,6.298,2.516,4.894,1.507,"versicolor"
98,6.098,2.803,4.688,1.218,"versicolor"
98,6.387,2.893,4.289,1.302,"versicolor"
98,6.588,3.001,4.412,1.414,"versicolor"
98,6.796,2.807,4.79,1.388,"versicolor"
98,6.689,3.013,4.981,1.685,"versicolor"
98,6.004,2.897,4.501,1.491,"versicolor"
98,5.711,2.59,3.503,0.997,"versicolor"
98,5.498,2.395,3.8,1.112,"versicolor"
98,5.51,2.417,3.703,0.999,"versicolor"
98,5.795,2.702,3.908,1.209,"versicolor"
98,6.007,2.673,5.11,1.601,"versicolor"
98,5.406,3.004,4.491,1.49,"versicolor"
98,6.007,3.399,4.488,1.612,"versicolor"
98,6.71,3.125,4.694,1.499,"versicolor"
98,6.305,2.3,4.399,1.306,"versicolor"
98,5.618,2.999,4.096,1.319,"versicolor"
98,5.505,2.509,3.993,1.288,"versicolor"
98,5.493,2.613,4.398,1.212,"versicolor"
98,6.076,2.984,4.609,1.395,"versicolor"
98,5.802,2.604,3.99,1.201,"versicolor"
98,4.992,2.294,3.298,1,"versicolor"
98,5.604,2.669,4.195,1.298,"versicolor"
98,5.691,2.996,4.205,1.192,"versicolor"
98,5.696,2.89,4.183,1.278,"versicolor"
98,6.194,2.878,4.292,1.3,"versicolor"
98,5.101,2.487,2.993,1.106,"versicolor"
98,5.696,2.798,4.103,1.293,"versicolor"
98,6.296,3.314,5.998,2.486,"virginica"
98,5.795,2.682,5.11,1.915,"virginica"
98,7.109,3.025,5.908,2.097,"virginica"
98,6.305,2.896,5.6,1.783,"virginica"
98,6.505,3.021,5.798,2.185,"virginica"
