"sample","Sepal.Length","Sepal.Width","Petal.Length","Petal.Width","Species"
57,5.081,3.5,1.415,0.212,"setosa"
57,4.891,3.001,1.403,0.201,"setosa"
57,4.692,3.194,1.287,0.194,"setosa"
57,4.604,3.101,1.505,0.195,"setosa"
57,4.983,3.601,1.419,0.206,"setosa"
57,5.386,3.888,1.695,0.398,"setosa"
57,4.591,3.394,1.387,0.275,"setosa"
57,5.009,3.383,1.493,0.207,"setosa"
57,4.39,2.886,1.411,0.211,"setosa"
57,4.894,3.098,1.499,0.091,"setosa"
57,5.403,3.716,1.488,0.198,"setosa"
57,4.795,3.405,1.626,0.197,"setosa"
57,4.794,3.002,1.411,0.101,"setosa"
57,4.278,2.989,1.092,0.092,"setosa"
57,5.794,3.99,1.195,0.194,"setosa"
57,5.693,4.405,1.509,0.391,"setosa"
57,5.396,3.902,1.29,0.403,"setosa"
57,5.097,3.504,1.39,0.304,"setosa"
57,5.687,3.795,1.699,0.288,"setosa"
57,5.105,3.819,1.494,0.301,"setosa"
57,5.394,3.4,1.681,0.184,"setosa"
57,5.093,3.693,1.522,0.395,"setosa"
57,4.594,3.592,1.002,0.197,"setosa"
57,5.081,3.302,1.709,0.492,"setosa"
57,4.794,3.389,1.912,0.193,"setosa"
57,5.008,2.997,1.629,0.208,"setosa"
57,5.016,3.403,1.596,0.403,"setosa"
57,5.205,3.506,1.498,0.207,"setosa"
57,5.19,3.391,1.388,0.183,"setosa"
57,4.705,3.216,1.607,0.201,"setosa"
57,4.791,3.082,1.606,0.21,"setosa"
57,5.369,3.395,1.501,0.397,"setosa"
57,5.206,4.097,1.501,0.101,"setosa"
57,5.506,4.192,1.4,0.189,"setosa"
57,4.901,3.105,1.503,0.187,"setosa"
57,5.005,3.199,1.211,0.186,"setosa"
57,5.513,3.493,1.299,0.204,"setosa"
57,4.892,3.585,1.405,0.088,"setosa"
57,4.401,3.01,1.303,0.199,"setosa"
57,5.107,3.403,1.492,0.217,"setosa"
57,5.02,3.5,1.294,0.295,"setosa"
57,4.492,2.306,1.293,0.295,"setosa"
57,4.392,3.21,1.289,0.212,"setosa"
57,5.01,3.514,1.588,0.606,"setosa"
57,5.097,3.794,1.908,0.41,"setosa"
57,4.802,3.009,1.403,0.296,"setosa"
57,5.112,3.804,1.6,0.209,"setosa"
57,4.592,3.18,1.384,0.197,"setosa"
57,5.315,3.7,1.515,0.195,"setosa"
57,5.005,3.28,1.408,0.207,"setosa"
57,7.006,3.201,4.705,1.405,"versicolor"
57,6.385,3.208,4.489,1.501,"versicolor"
57,6.923,3.111,4.895,1.505,"versicolor"
57,5.501,2.302,4.018,1.288,"versicolor"
57,6.499,2.788,4.587,1.493,"versicolor"
57,5.713,2.777,4.516,1.288,"versicolor"
