"sample","Sepal.Length","Sepal.Width","Petal.Length","Petal.Width","Species"
45,5.097,3.512,1.395,0.197,"setosa"
45,4.901,3.007,1.403,0.208,"setosa"
45,4.713,3.202,1.291,0.207,"setosa"
45,4.596,3.077,1.496,0.199,"setosa"
45,5.015,3.601,1.401,0.196,"setosa"
45,5.401,3.895,1.704,0.397,"setosa"
45,4.602,3.407,1.385,0.297,"setosa"
45,5.004,3.406,1.496,0.212,"setosa"
45,4.381,2.901,1.393,0.209,"setosa"
45,4.906,3.105,1.492,0.083,"setosa"
45,5.376,3.693,1.494,0.194,"setosa"
45,4.799,3.395,1.6,0.202,"setosa"
45,4.802,3.013,1.416,0.1,"setosa"
45,4.306,2.993,1.109,0.101,"setosa"
45,5.802,3.99,1.212,0.215,"setosa"
45,5.702,4.387,1.509,0.407,"setosa"
45,5.408,3.914,1.293,0.402,"setosa"
45,5.106,3.5,1.4,0.298,"setosa"
45,5.709,3.797,1.708,0.31,"setosa"
45,5.099,3.809,1.496,0.305,"setosa"
45,5.418,3.403,1.693,0.193,"setosa"
45,5.102,3.718,1.523,0.391,"setosa"
45,4.577,3.595,0.997,0.203,"setosa"
45,5.1,3.292,1.697,0.494,"setosa"
45,4.797,3.397,1.894,0.203,"setosa"
45,4.989,2.979,1.598,0.207,"setosa"
45,4.998,3.408,1.596,0.398,"setosa"
45,5.196,3.502,1.484,0.184,"setosa"
45,5.178,3.394,1.401,0.198,"setosa"
45,4.719,3.235,1.605,0.21,"setosa"
45,4.784,3.102,1.6,0.205,"setosa"
45,5.394,3.41,1.505,0.398,"setosa"
45,5.192,4.102,1.501,0.092,"setosa"
45,5.509,4.206,1.401,0.212,"setosa"
45,4.913,3.098,1.496,0.203,"setosa"
45,4.995,3.187,1.196,0.204,"setosa"
45,5.496,3.492,1.3,0.195,"setosa"
45,4.887,3.592,1.401,0.101,"setosa"
45,4.396,2.998,1.271,0.185,"setosa"
45,5.105,3.402,1.511,0.187,"setosa"
45,4.994,3.499,1.306,0.314,"setosa"
45,4.51,2.286,1.302,0.304,"setosa"
45,4.389,3.189,1.296,0.216,"setosa"
45,4.991,3.51,1.597,0.592,"setosa"
45,5.107,3.819,1.898,0.406,"setosa"
45,4.809,3.012,1.412,0.308,"setosa"
45,5.093,3.804,1.586,0.186,"setosa"
45,4.597,3.206,1.412,0.182,"setosa"
45,5.303,3.705,1.51,0.199,"setosa"
45,4.994,3.294,1.389,0.201,"setosa"
45,7.017,3.201,4.695,1.412,"versicolor"
45,6.408,3.193,4.506,1.515,"versicolor"
45,6.893,3.094,4.886,1.51,"versicolor"
45,5.487,2.316,3.994,1.297,"versicolor"
45,6.505,2.81,4.603,1.505,"versicolor"
45,5.688,2.8,4.498,1.302,"versicolor"
45,6.294,3.302,4.703,1.597,"versicolor"
45,4.899,2.4,3.295,1.008,"versicolor"
45,6.577,2.902,4.59,1.319,"versicolor"
45,5.197,2.706,3.896,1.383,"versicolor"
45,5.018,1.997,3.502,1.006,"versicolor"
45,5.889,3.015,4.203,1.511,"versicolor"
45,6.005,2.198,4.009,1.006,"versicolor"
45,6.111,2.887,4.707,1.396,"versicolor"
45,5.58,2.893,3.606,1.307,"versicolor"
45,6.698,3.109,4.378,1.406,"versicolor"
45,5.613,3.015,4.49,1.492,"versicolor"
45,5.799,2.696,4.094,1.017,"versicolor"
45,6.21,2.192,4.501,1.51,"versicolor"
45,5.589,2.505,3.885,1.107,"versicolor"
45,5.879,3.195,4.811,1.801,"versicolor"
45,6.099,2.803,4.001,1.304,"versicolor"
45,6.297,2.503,4.895,1.513,"versicolor"
45,6.093,2.816,4.693,1.207,"versicolor"
45,6.42,2.901,4.302,1.289,"versicolor"
45,6.597,2.983,4.393,1.376,"versicolor"
45,6.799,2.797,4.809,1.389,"versicolor"
45,6.696,2.988,4.995,1.712,"versicolor"
45,6.007,2.875,4.502,1.488,"versicolor"
45,5.692,2.603,3.507,1.003,"versicolor"
45,5.496,2.403,3.794,1.098,"versicolor"
45,5.514,2.379,3.69,0.987,"versicolor"
45,5.799,2.705,3.903,1.204,"versicolor"
45,6.009,2.698,5.094,1.594,"versicolor"
45,5.397,3.012,4.492,1.51,"versicolor"
45,5.998,3.394,4.488,1.614,"versicolor"
45,6.701,3.109,4.694,1.5,"versicolor"
45,6.306,2.294,4.401,1.29,"versicolor"
45,5.574,2.994,4.107,1.302,"versicolor"
45,5.506,2.502,3.994,1.304,"versicolor"
45,5.506,2.586,4.409,1.193,"versicolor"
45,6.111,2.983,4.584,1.398,"versicolor"
45,5.812,2.606,3.987,1.2,"versicolor"
45,5.007,2.33,3.305,1.002,"versicolor"
45,5.596,2.697,4.218,1.315,"versicolor"
45,5.711,3.004,4.213,1.205,"versicolor"
45,5.695,2.89,4.199,1.31,"versicolor"
45,6.196,2.893,4.297,1.301,"versicolor"
45,5.092,2.497,2.986,1.106,"versicolor"
45,5.717,2.786,4.085,1.304,"versicolor"
45,6.305,3.301,6.01,2.497,"virginica"
45,5.816,2.697,5.083,1.912,"virginica"
45,7.112,3.014,5.881,2.101,"virginica"
45,6.28,2.896,5.6,1.795,"virginica"
45,6.503,2.995,5.808,2.199,"virginica"
45,7.584,2.995,6.587,2.111,"virginica"
45,4.898,2.489,4.498,1.705,"virginica"
45,7.32,2.886,6.292,1.808,"virginica"
45,6.688,2.503,5.798,1.798,"virginica"
45,7.205,3.59,6.084,2.483,"virginica"
45,6.526,3.222,5.105,2.01,"virginica"
45,6.391,2.721,5.28,1.899,"virginica"
45,6.807,3.005,5.52,2.108,"virginica"
45,5.704,2.502,4.992,2.008,"virginica"
45,5.793,2.782,5.107,2.395,"virginica"
45,6.411,3.194,5.307,2.297,"virginica"
45,6.493,3.005,5.501,1.785,"virginica"
45,7.708,3.774,6.702,2.188,"virginica"
45,7.697,2.612,6.915,2.297,"virginica"
