"sample","Sepal.Length","Sepal.Width","Petal.Length","Petal.Width","Species"
5,5.111,3.509,1.395,0.226,"setosa"
5,4.894,3,1.396,0.203,"setosa"
5,4.708,3.19,1.299,0.203,"setosa"
5,4.597,3.089,1.513,0.184,"setosa"
5,5.001,3.591,1.398,0.202,"setosa"
5,5.39,3.913,1.688,0.401,"setosa"
5,4.605,3.399,1.392,0.29,"setosa"
5,4.998,3.388,1.5,0.202,"setosa"
5,4.41,2.899,1.418,0.187,"setosa"
5,4.904,3.113,1.507,0.114,"setosa"
5,5.396,3.706,1.508,0.207,"setosa"
5,4.799,3.408,1.595,0.189,"setosa"
5,4.797,3.004,1.401,0.115,"setosa"
5,4.304,2.994,1.093,0.105,"setosa"
5,5.794,4.01,1.198,0.207,"setosa"
5,5.699,4.381,1.49,0.402,"setosa"
5,5.398,3.911,1.296,0.375,"setosa"
5,5.108,3.496,1.39,0.304,"setosa"
5,5.69,3.814,1.698,0.292,"setosa"
5,5.098,3.801,1.503,0.299,"setosa"
5,5.392,3.385,1.704,0.204,"setosa"
5,5.1,3.689,1.508,0.41,"setosa"
5,4.613,3.591,0.985,0.199,"setosa"
5,5.104,3.291,1.703,0.492,"setosa"
5,4.803,3.377,1.919,0.205,"setosa"
5,4.978,3.003,1.585,0.181,"setosa"
5,5.001,3.383,1.611,0.411,"setosa"
5,5.196,3.503,1.495,0.216,"setosa"
5,5.195,3.404,1.406,0.219,"setosa"
5,4.717,3.209,1.595,0.186,"setosa"
5,4.804,3.105,1.61,0.182,"setosa"
5,5.411,3.392,1.497,0.415,"setosa"
5,5.203,4.104,1.488,0.106,"setosa"
5,5.498,4.201,1.388,0.209,"setosa"
5,4.904,3.1,1.51,0.221,"setosa"
5,5.01,3.196,1.196,0.193,"setosa"
5,5.479,3.508,1.297,0.187,"setosa"
5,4.893,3.604,1.42,0.101,"setosa"
5,4.408,2.989,1.293,0.211,"setosa"
5,5.104,3.389,1.495,0.209,"setosa"
5,5.003,3.512,1.299,0.295,"setosa"
5,4.497,2.293,1.295,0.301,"setosa"
5,4.401,3.199,1.303,0.198,"setosa"
5,5.015,3.5,1.587,0.606,"setosa"
5,5.11,3.781,1.905,0.385,"setosa"
5,4.803,2.997,1.395,0.305,"setosa"
5,5.104,3.797,1.609,0.191,"setosa"
5,4.599,3.202,1.381,0.202,"setosa"
5,5.297,3.706,1.505,0.187,"setosa"
5,4.992,3.32,1.389,0.207,"setosa"
5,6.994,3.203,4.688,1.413,"versicolor"
5,6.403,3.209,4.503,1.485,"versicolor"
5,6.916,3.104,4.906,1.519,"versicolor"
5,5.514,2.282,4.005,1.295,"versicolor"
5,6.488,2.808,4.6,1.508,"versicolor"
5,5.706,2.816,4.496,1.307,"versicolor"
5,6.307,3.31,4.706,1.59,"versicolor"
5,4.897,2.412,3.294,1,"versicolor"
5,6.606,2.897,4.6,1.299,"versicolor"
5,5.202,2.7,3.891,1.401,"versicolor"
5,5.006,1.998,3.495,0.999,"versicolor"
5,5.905,3.006,4.197,1.503,"versicolor"
5,5.986,2.194,3.998,1.009,"versicolor"
5,6.088,2.9,4.682,1.4,"versicolor"
5,5.612,2.906,3.59,1.306,"versicolor"
5,6.681,3.094,4.402,1.432,"versicolor"
5,5.61,2.998,4.498,1.501,"versicolor"
5,5.799,2.683,4.087,0.997,"versicolor"
