"sample","Sepal.Length","Sepal.Width","Petal.Length","Petal.Width","Species"
50,5.111,3.493,1.404,0.192,"setosa"
50,4.894,2.982,1.398,0.197,"setosa"
50,4.704,3.188,1.287,0.196,"setosa"
50,4.603,3.086,1.505,0.213,"setosa"
50,4.999,3.601,1.405,0.2,"setosa"
50,5.408,3.906,1.715,0.39,"setosa"
50,4.604,3.391,1.392,0.299,"setosa"
50,5.002,3.397,1.507,0.196,"setosa"
50,4.392,2.898,1.408,0.205,"setosa"
50,4.907,3.102,1.507,0.096,"setosa"
50,5.383,3.697,1.509,0.178,"setosa"
50,4.815,3.409,1.589,0.196,"setosa"
50,4.817,3.011,1.382,0.12,"setosa"
50,4.292,2.997,1.102,0.094,"setosa"
50,5.806,4.013,1.192,0.192,"setosa"
50,5.714,4.404,1.496,0.399,"setosa"
50,5.396,3.88,1.293,0.418,"setosa"
50,5.101,3.499,1.405,0.302,"setosa"
50,5.711,3.808,1.692,0.293,"setosa"
50,5.11,3.804,1.493,0.286,"setosa"
50,5.406,3.394,1.709,0.192,"setosa"
50,5.107,3.704,1.51,0.396,"setosa"
50,4.61,3.593,1.012,0.226,"setosa"
50,5.104,3.297,1.713,0.504,"setosa"
50,4.802,3.391,1.912,0.198,"setosa"
50,5.002,3.009,1.582,0.203,"setosa"
50,5,3.4,1.596,0.389,"setosa"
50,5.208,3.506,1.498,0.196,"setosa"
50,5.192,3.406,1.399,0.204,"setosa"
50,4.7,3.201,1.578,0.212,"setosa"
50,4.792,3.108,1.587,0.193,"setosa"
50,5.403,3.38,1.497,0.388,"setosa"
50,5.202,4.107,1.485,0.109,"setosa"
50,5.495,4.195,1.391,0.19,"setosa"
50,4.898,3.092,1.503,0.198,"setosa"
50,5.003,3.219,1.185,0.222,"setosa"
50,5.484,3.481,1.29,0.188,"setosa"
50,4.891,3.615,1.402,0.103,"setosa"
50,4.393,3.005,1.292,0.184,"setosa"
50,5.093,3.389,1.488,0.208,"setosa"
50,4.998,3.47,1.308,0.297,"setosa"
50,4.503,2.307,1.297,0.284,"setosa"
50,4.393,3.209,1.288,0.212,"setosa"
50,5.007,3.485,1.603,0.599,"setosa"
50,5.102,3.795,1.906,0.404,"setosa"
50,4.806,2.976,1.391,0.299,"setosa"
50,5.103,3.793,1.614,0.206,"setosa"
50,4.593,3.204,1.401,0.203,"setosa"
50,5.313,3.688,1.507,0.202,"setosa"
50,4.996,3.3,1.413,0.204,"setosa"
50,6.984,3.2,4.712,1.403,"versicolor"
50,6.381,3.203,4.516,1.518,"versicolor"
50,6.913,3.11,4.891,1.5,"versicolor"
50,5.503,2.295,3.998,1.296,"versicolor"
50,6.501,2.791,4.583,1.504,"versicolor"
50,5.688,2.802,4.501,1.297,"versicolor"
50,6.32,3.293,4.686,1.61,"versicolor"
50,4.902,2.385,3.294,1.012,"versicolor"
50,6.608,2.89,4.612,1.301,"versicolor"
50,5.218,2.693,3.891,1.402,"versicolor"
50,5.001,1.981,3.511,0.993,"versicolor"
50,5.916,3.003,4.209,1.489,"versicolor"
50,6.008,2.208,3.991,1.008,"versicolor"
50,6.105,2.894,4.698,1.401,"versicolor"
50,5.596,2.895,3.6,1.314,"versicolor"
50,6.713,3.123,4.391,1.393,"versicolor"
50,5.606,3.013,4.503,1.49,"versicolor"
50,5.792,2.689,4.103,1.005,"versicolor"
50,6.205,2.208,4.5,1.493,"versicolor"
50,5.598,2.502,3.9,1.095,"versicolor"
50,5.881,3.185,4.81,1.803,"versicolor"
50,6.101,2.795,3.999,1.292,"versicolor"
50,6.301,2.498,4.884,1.496,"versicolor"
50,6.11,2.787,4.692,1.207,"versicolor"
50,6.407,2.904,4.305,1.305,"versicolor"
50,6.606,3.007,4.41,1.395,"versicolor"
50,6.796,2.794,4.773,1.395,"versicolor"
50,6.727,2.994,4.987,1.684,"versicolor"
50,5.991,2.901,4.504,1.476,"versicolor"
50,5.71,2.585,3.493,0.977,"versicolor"
50,5.499,2.403,3.795,1.084,"versicolor"
50,5.496,2.397,3.723,1.001,"versicolor"
50,5.809,2.709,3.902,1.194,"versicolor"
50,5.991,2.693,5.104,1.6,"versicolor"
50,5.392,3.005,4.493,1.492,"versicolor"
50,6.026,3.392,4.496,1.616,"versicolor"
50,6.694,3.107,4.692,1.526,"versicolor"
50,6.28,2.299,4.401,1.306,"versicolor"
50,5.595,3.006,4.108,1.3,"versicolor"
50,5.504,2.501,3.994,1.294,"versicolor"
50,5.508,2.61,4.398,1.187,"versicolor"
50,6.102,3.009,4.624,1.382,"versicolor"
50,5.807,2.599,4.006,1.204,"versicolor"
50,4.999,2.298,3.311,1.003,"versicolor"
50,5.6,2.705,4.2,1.3,"versicolor"
50,5.706,2.986,4.211,1.201,"versicolor"
50,5.701,2.887,4.197,1.3,"versicolor"
50,6.195,2.894,4.311,1.306,"versicolor"
50,5.107,2.521,3.014,1.12,"versicolor"
50,5.709,2.82,4.1,1.296,"versicolor"
50,6.304,3.3,5.996,2.504,"virginica"
50,5.795,2.702,5.097,1.905,"virginica"
50,7.115,3.006,5.883,2.112,"virginica"
50,6.297,2.893,5.614,1.808,"virginica"
50,6.499,2.997,5.81,2.201,"virginica"
50,7.597,2.992,6.614,2.095,"virginica"
50,4.898,2.478,4.491,1.708,"virginica"
50,7.292,2.89,6.294,1.793,"virginica"
50,6.695,2.481,5.81,1.802,"virginica"
50,7.205,3.623,6.116,2.494,"virginica"
50,6.485,3.207,5.111,1.996,"virginica"
50,6.408,2.687,5.294,1.897,"virginica"
50,6.782,2.991,5.505,2.096,"virginica"
50,5.705,2.516,4.986,2.008,"virginica"
50,5.814,2.789,5.088,2.408,"virginica"
50,6.392,3.198,5.281,2.312,"virginica"
50,6.492,3.003,5.498,1.798,"virginica"
50,7.694,3.818,6.689,2.204,"virginica"
50,7.682,2.591,6.896,2.314,"virginica"
50,5.99,2.179,5.007,1.51,"virginica"
50,6.898,3.199,5.703,2.295,"virginica"
50,5.596,2.786,4.901,1.999,"virginica"
50,7.688,2.807,6.707,1.993,"virginica"
50,6.291,2.695,4.895,1.815,"virginica"
50,6.695,3.31,5.707,2.112,"virginica"
50,7.218,3.191,6.001,1.79,"virginica"
50,6.205,2.808,4.797,1.793,"virginica"
50,6.1,2.992,4.904,1.792,"virginica"
50,6.413,2.81,5.619,2.092,"virginica"
50,7.193,3.003,5.812,1.586,"virginica"
50,7.38,2.802,6.086,1.904,"virginica"
50,7.888,3.812,6.397,1.986,"virginica"
50,6.401,2.782,5.604,2.224,"virginica"
50,6.314,2.814,5.103,1.503,"virginica"
50,6.086,2.62,5.611,1.404,"virginica"
50,7.694,2.99,6.115,2.301,"virginica"
50,6.304,3.392,5.606,2.412,"virginica"
50,6.399,3.102,5.488,1.81,"virginica"
50,6.013,2.995,4.804,1.804,"virginica"
50,6.899,3.092,5.397,2.094,"virginica"
50,6.711,3.113,5.607,2.394,"virginica"
50,6.893,3.104,5.101,2.306,"virginica"
50,5.797,2.697,5.087,1.909,"virginica"
50,6.802,3.209,5.902,2.301,"virginica"
50,6.686,3.286,5.709,2.497,"virginica"
50,6.715,3.004,5.204,2.317,"virginica"
50,6.304,2.533,5.003,1.903,"virginica"
50,6.495,3.008,5.212,2.003,"virginica"
50,6.198,3.409,5.384,2.298,"virginica"
50,5.892,3.002,5.103,1.793,"virginica"
