"sample","Sepal.Length","Sepal.Width","Petal.Length","Petal.Width","Species"
63,5.094,3.5,1.397,0.187,"setosa"
63,4.885,2.999,1.413,0.195,"setosa"
63,4.684,3.201,1.307,0.207,"setosa"
63,4.596,3.101,1.498,0.195,"setosa"
63,4.997,3.592,1.411,0.194,"setosa"
63,5.414,3.886,1.696,0.412,"setosa"
63,4.607,3.391,1.398,0.304,"setosa"
63,5.001,3.42,1.502,0.207,"setosa"
63,4.401,2.901,1.409,0.196,"setosa"
63,4.914,3.092,1.506,0.085,"setosa"
63,5.398,3.681,1.483,0.206,"setosa"
63,4.816,3.388,1.611,0.205,"setosa"
63,4.815,2.991,1.382,0.113,"setosa"
63,4.294,2.994,1.101,0.098,"setosa"
63,5.802,4.006,1.195,0.199,"setosa"
63,5.695,4.386,1.5,0.404,"setosa"
63,5.388,3.913,1.29,0.392,"setosa"
63,5.102,3.497,1.389,0.293,"setosa"
63,5.698,3.787,1.717,0.308,"setosa"
63,5.092,3.818,1.512,0.311,"setosa"
63,5.392,3.4,1.68,0.216,"setosa"
63,5.094,3.704,1.489,0.378,"setosa"
63,4.605,3.603,1.024,0.204,"setosa"
63,5.095,3.294,1.703,0.505,"setosa"
63,4.804,3.417,1.895,0.21,"setosa"
63,5.011,3.013,1.595,0.206,"setosa"
63,5.003,3.401,1.594,0.401,"setosa"
63,5.183,3.517,1.499,0.204,"setosa"
63,5.214,3.383,1.412,0.201,"setosa"
63,4.677,3.211,1.607,0.195,"setosa"
63,4.785,3.09,1.612,0.19,"setosa"
63,5.384,3.409,1.517,0.387,"setosa"
63,5.203,4.104,1.51,0.11,"setosa"
63,5.52,4.207,1.398,0.206,"setosa"
63,4.92,3.098,1.483,0.211,"setosa"
63,4.996,3.188,1.215,0.199,"setosa"
63,5.49,3.483,1.304,0.206,"setosa"
63,4.901,3.598,1.403,0.117,"setosa"
63,4.402,2.997,1.307,0.209,"setosa"
63,5.09,3.377,1.478,0.212,"setosa"
63,5.011,3.503,1.287,0.3,"setosa"
63,4.496,2.28,1.317,0.311,"setosa"
63,4.401,3.181,1.293,0.217,"setosa"
