"sample","Sepal.Length","Sepal.Width","Petal.Length","Petal.Width","Species"
82,5.096,3.499,1.405,0.194,"setosa"
82,4.891,2.996,1.399,0.209,"setosa"
82,4.699,3.204,1.296,0.212,"setosa"
82,4.615,3.095,1.501,0.185,"setosa"
82,4.987,3.587,1.397,0.209,"setosa"
82,5.405,3.9,1.693,0.391,"setosa"
82,4.608,3.411,1.405,0.321,"setosa"
82,5.009,3.389,1.487,0.207,"setosa"
82,4.394,2.909,1.395,0.193,"setosa"
82,4.904,3.072,1.493,0.099,"setosa"
82,5.391,3.702,1.502,0.193,"setosa"
82,4.814,3.395,1.593,0.186,"setosa"
82,4.802,3.002,1.395,0.105,"setosa"
82,4.307,2.983,1.099,0.098,"setosa"
82,5.812,4.006,1.193,0.205,"setosa"
82,5.687,4.384,1.503,0.399,"setosa"
82,5.396,3.897,1.298,0.402,"setosa"
82,5.102,3.495,1.394,0.307,"setosa"
82,5.712,3.795,1.694,0.308,"setosa"
82,5.085,3.788,1.505,0.284,"setosa"
82,5.406,3.398,1.703,0.185,"setosa"
82,5.091,3.694,1.499,0.392,"setosa"
82,4.608,3.601,1.002,0.194,"setosa"
82,5.104,3.294,1.687,0.515,"setosa"
82,4.786,3.401,1.903,0.226,"setosa"
82,5.013,3.013,1.579,0.199,"setosa"
82,5.002,3.389,1.588,0.412,"setosa"
82,5.207,3.494,1.492,0.184,"setosa"
82,5.182,3.424,1.395,0.187,"setosa"
82,4.713,3.199,1.602,0.201,"setosa"
82,4.795,3.1,1.602,0.205,"setosa"
82,5.4,3.402,1.512,0.397,"setosa"
82,5.209,4.077,1.495,0.112,"setosa"
82,5.501,4.193,1.403,0.202,"setosa"
82,4.9,3.097,1.491,0.221,"setosa"
82,4.999,3.195,1.217,0.21,"setosa"
82,5.499,3.489,1.299,0.203,"setosa"
82,4.889,3.589,1.405,0.097,"setosa"
82,4.398,3.019,1.312,0.204,"setosa"
82,5.096,3.409,1.509,0.201,"setosa"
82,4.973,3.496,1.295,0.312,"setosa"
82,4.495,2.306,1.296,0.294,"setosa"
82,4.403,3.196,1.301,0.198,"setosa"
82,4.997,3.513,1.61,0.594,"setosa"
82,5.111,3.803,1.909,0.403,"setosa"
82,4.807,2.996,1.398,0.31,"setosa"
82,5.106,3.802,1.603,0.209,"setosa"
82,4.612,3.215,1.401,0.206,"setosa"
82,5.304,3.702,1.487,0.202,"setosa"
82,5.004,3.294,1.413,0.212,"setosa"
82,6.999,3.188,4.698,1.397,"versicolor"
82,6.405,3.204,4.501,1.513,"versicolor"
82,6.902,3.099,4.913,1.496,"versicolor"
82,5.519,2.293,3.976,1.303,"versicolor"
82,6.492,2.802,4.593,1.505,"versicolor"
82,5.703,2.819,4.511,1.288,"versicolor"
82,6.313,3.291,4.705,1.603,"versicolor"
82,4.902,2.413,3.302,0.998,"versicolor"
82,6.59,2.89,4.604,1.317,"versicolor"
82,5.203,2.7,3.892,1.411,"versicolor"
82,4.993,1.989,3.515,1.004,"versicolor"
82,5.908,2.998,4.213,1.501,"versicolor"
82,6.01,2.21,3.981,0.992,"versicolor"
82,6.098,2.906,4.71,1.387,"versicolor"
82,5.604,2.894,3.61,1.309,"versicolor"
82,6.728,3.093,4.4,1.403,"versicolor"
82,5.602,2.992,4.497,1.506,"versicolor"
82,5.801,2.696,4.095,1.015,"versicolor"
82,6.204,2.208,4.513,1.491,"versicolor"
82,5.599,2.489,3.897,1.096,"versicolor"
82,5.909,3.203,4.784,1.793,"versicolor"
82,6.103,2.793,3.995,1.289,"versicolor"
82,6.295,2.503,4.908,1.509,"versicolor"
82,6.105,2.79,4.705,1.192,"versicolor"
82,6.396,2.896,4.308,1.298,"versicolor"
82,6.595,3,4.408,1.384,"versicolor"
82,6.796,2.796,4.806,1.394,"versicolor"
82,6.716,2.997,5.006,1.69,"versicolor"
82,5.986,2.891,4.5,1.477,"versicolor"
82,5.713,2.604,3.486,1.014,"versicolor"
82,5.487,2.403,3.793,1.094,"versicolor"
82,5.506,2.402,3.683,1.002,"versicolor"
82,5.799,2.698,3.904,1.203,"versicolor"
82,5.995,2.681,5.086,1.611,"versicolor"
82,5.399,2.997,4.489,1.514,"versicolor"
82,5.995,3.4,4.485,1.614,"versicolor"
82,6.694,3.116,4.699,1.499,"versicolor"
82,6.296,2.293,4.396,1.29,"versicolor"
82,5.581,2.994,4.118,1.312,"versicolor"
82,5.506,2.504,4.01,1.299,"versicolor"
82,5.519,2.613,4.404,1.175,"versicolor"
82,6.109,3.009,4.602,1.407,"versicolor"
82,5.785,2.602,3.987,1.189,"versicolor"
82,4.999,2.302,3.296,0.998,"versicolor"
82,5.608,2.718,4.232,1.307,"versicolor"
82,5.71,3.001,4.194,1.202,"versicolor"
82,5.73,2.912,4.2,1.301,"versicolor"
82,6.186,2.91,4.301,1.315,"versicolor"
82,5.103,2.509,2.99,1.106,"versicolor"
82,5.689,2.795,4.091,1.298,"versicolor"
82,6.306,3.299,5.99,2.499,"virginica"
82,5.807,2.703,5.106,1.892,"virginica"
82,7.102,2.996,5.896,2.095,"virginica"
82,6.288,2.908,5.611,1.806,"virginica"
82,6.496,2.994,5.805,2.207,"virginica"
82,7.585,2.995,6.607,2.084,"virginica"
82,4.884,2.495,4.489,1.718,"virginica"
82,7.289,2.901,6.304,1.812,"virginica"
82,6.697,2.512,5.791,1.796,"virginica"
82,7.199,3.595,6.079,2.485,"virginica"
82,6.509,3.202,5.098,2.003,"virginica"
82,6.396,2.711,5.3,1.898,"virginica"
82,6.802,3.01,5.493,2.099,"virginica"
82,5.698,2.481,5.008,1.995,"virginica"
82,5.81,2.812,5.102,2.395,"virginica"
82,6.41,3.204,5.296,2.317,"virginica"
82,6.504,2.987,5.49,1.792,"virginica"
82,7.699,3.796,6.692,2.184,"virginica"
82,7.718,2.596,6.919,2.292,"virginica"
82,5.992,2.202,5.008,1.501,"virginica"
82,6.907,3.19,5.704,2.307,"virginica"
82,5.589,2.805,4.913,1.992,"virginica"
82,7.693,2.809,6.697,2.011,"virginica"
82,6.293,2.68,4.891,1.796,"virginica"
82,6.694,3.313,5.684,2.099,"virginica"
82,7.214,3.19,5.998,1.8,"virginica"
82,6.205,2.801,4.816,1.802,"virginica"
82,6.09,2.997,4.885,1.798,"virginica"
