"sample","Sepal.Length","Sepal.Width","Petal.Length","Petal.Width","Species"
96,5.107,3.507,1.392,0.215,"setosa"
96,4.912,3.001,1.399,0.178,"setosa"
96,4.718,3.196,1.285,0.2,"setosa"
96,4.61,3.102,1.482,0.195,"setosa"
96,4.997,3.595,1.399,0.205,"setosa"
96,5.394,3.894,1.694,0.398,"setosa"
96,4.607,3.386,1.412,0.3,"setosa"
96,5,3.398,1.508,0.196,"setosa"
96,4.393,2.906,1.4,0.205,"setosa"
96,4.885,3.102,1.49,0.109,"setosa"
96,5.411,3.683,1.485,0.192,"setosa"
96,4.794,3.402,1.593,0.199,"setosa"
96,4.803,3.009,1.4,0.092,"setosa"
96,4.307,3.019,1.106,0.105,"setosa"
96,5.788,3.999,1.206,0.219,"setosa"
96,5.708,4.407,1.502,0.403,"setosa"
96,5.405,3.909,1.275,0.394,"setosa"
96,5.095,3.501,1.405,0.299,"setosa"
96,5.71,3.816,1.695,0.296,"setosa"
96,5.096,3.8,1.499,0.305,"setosa"
96,5.386,3.405,1.696,0.208,"setosa"
96,5.081,3.709,1.504,0.409,"setosa"
96,4.597,3.594,1,0.19,"setosa"
96,5.101,3.301,1.685,0.496,"setosa"
96,4.796,3.394,1.91,0.196,"setosa"
96,4.993,2.99,1.602,0.197,"setosa"
96,5.002,3.393,1.597,0.398,"setosa"
96,5.198,3.494,1.505,0.201,"setosa"
96,5.192,3.395,1.404,0.193,"setosa"
96,4.715,3.191,1.599,0.184,"setosa"
96,4.795,3.103,1.611,0.201,"setosa"
96,5.416,3.403,1.486,0.408,"setosa"
96,5.211,4.096,1.492,0.074,"setosa"
96,5.504,4.198,1.409,0.209,"setosa"
96,4.896,3.084,1.482,0.192,"setosa"
96,4.997,3.199,1.195,0.209,"setosa"
96,5.492,3.497,1.306,0.195,"setosa"
96,4.902,3.598,1.431,0.093,"setosa"
96,4.393,3,1.303,0.212,"setosa"
96,5.106,3.405,1.502,0.197,"setosa"
96,4.991,3.519,1.299,0.3,"setosa"
96,4.513,2.298,1.314,0.307,"setosa"
96,4.411,3.211,1.295,0.2,"setosa"
96,5.001,3.492,1.611,0.581,"setosa"
96,5.09,3.788,1.89,0.394,"setosa"
96,4.779,3.001,1.395,0.295,"setosa"
96,5.089,3.807,1.611,0.217,"setosa"
96,4.591,3.19,1.409,0.195,"setosa"
96,5.287,3.702,1.489,0.206,"setosa"
96,4.994,3.313,1.395,0.198,"setosa"
96,6.991,3.193,4.698,1.395,"versicolor"
96,6.397,3.181,4.499,1.493,"versicolor"
96,6.898,3.119,4.893,1.502,"versicolor"
96,5.515,2.32,4.004,1.297,"versicolor"
96,6.49,2.811,4.611,1.481,"versicolor"
96,5.693,2.812,4.513,1.293,"versicolor"
96,6.295,3.297,4.692,1.577,"versicolor"
96,4.902,2.416,3.314,0.999,"versicolor"
96,6.599,2.897,4.597,1.301,"versicolor"
96,5.18,2.705,3.888,1.391,"versicolor"
96,4.997,2.01,3.499,0.999,"versicolor"
96,5.891,2.992,4.211,1.487,"versicolor"
96,6.008,2.211,4.017,1.012,"versicolor"
96,6.111,2.893,4.702,1.402,"versicolor"
96,5.605,2.89,3.593,1.288,"versicolor"
96,6.708,3.09,4.4,1.389,"versicolor"
96,5.609,3.003,4.498,1.508,"versicolor"
96,5.795,2.7,4.113,0.993,"versicolor"
96,6.208,2.217,4.501,1.477,"versicolor"
96,5.597,2.477,3.907,1.116,"versicolor"
96,5.915,3.204,4.804,1.795,"versicolor"
96,6.096,2.798,4.013,1.301,"versicolor"
96,6.301,2.507,4.89,1.495,"versicolor"
96,6.132,2.805,4.68,1.206,"versicolor"
96,6.396,2.911,4.301,1.314,"versicolor"
96,6.596,3.015,4.399,1.413,"versicolor"
96,6.801,2.795,4.793,1.42,"versicolor"
96,6.706,3.004,5.005,1.692,"versicolor"
96,6.008,2.894,4.505,1.496,"versicolor"
96,5.701,2.586,3.514,0.998,"versicolor"
96,5.501,2.404,3.808,1.106,"versicolor"
96,5.505,2.408,3.723,1.014,"versicolor"
96,5.805,2.697,3.894,1.205,"versicolor"
96,5.998,2.711,5.093,1.594,"versicolor"
96,5.405,2.994,4.504,1.509,"versicolor"
96,6.004,3.38,4.508,1.591,"versicolor"
96,6.703,3.1,4.7,1.509,"versicolor"
96,6.29,2.298,4.383,1.304,"versicolor"
96,5.583,3.004,4.114,1.306,"versicolor"
96,5.513,2.504,4.005,1.278,"versicolor"
96,5.507,2.602,4.399,1.197,"versicolor"
96,6.092,3.014,4.575,1.405,"versicolor"
96,5.802,2.602,4.005,1.186,"versicolor"
96,4.991,2.304,3.291,1.008,"versicolor"
96,5.599,2.692,4.207,1.302,"versicolor"
96,5.693,3.004,4.198,1.193,"versicolor"
96,5.716,2.888,4.201,1.288,"versicolor"
96,6.205,2.918,4.314,1.288,"versicolor"
96,5.103,2.495,3.01,1.108,"versicolor"
96,5.711,2.809,4.108,1.305,"versicolor"
96,6.304,3.292,6.003,2.498,"virginica"
96,5.809,2.699,5.114,1.892,"virginica"
96,7.108,3.004,5.919,2.105,"virginica"
96,6.312,2.902,5.619,1.816,"virginica"
96,6.505,2.997,5.793,2.213,"virginica"
96,7.613,3.01,6.591,2.099,"virginica"
96,4.888,2.499,4.497,1.711,"virginica"
96,7.31,2.889,6.281,1.799,"virginica"
96,6.715,2.496,5.799,1.797,"virginica"
96,7.194,3.616,6.112,2.506,"virginica"
96,6.506,3.204,5.107,1.991,"virginica"
96,6.401,2.703,5.31,1.911,"virginica"
96,6.808,3.014,5.503,2.078,"virginica"
96,5.706,2.511,4.992,1.99,"virginica"
96,5.815,2.779,5.114,2.398,"virginica"
96,6.388,3.214,5.309,2.276,"virginica"
96,6.492,3.021,5.504,1.813,"virginica"
96,7.703,3.792,6.713,2.201,"virginica"
96,7.704,2.616,6.888,2.286,"virginica"
96,6.008,2.214,4.992,1.502,"virginica"
96,6.902,3.215,5.703,2.292,"virginica"
96,5.602,2.812,4.886,1.999,"virginica"
96,7.72,2.802,6.691,1.997,"virginica"
96,6.305,2.686,4.9,1.804,"virginica"
96,6.702,3.304,5.7,2.107,"virginica"
96,7.192,3.218,6.005,1.81,"virginica"
96,6.198,2.805,4.809,1.81,"virginica"
96,6.095,3.004,4.896,1.795,"virginica"
96,6.407,2.784,5.601,2.1,"virginica"
96,7.206,3.015,5.802,1.606,"virginica"
96,7.394,2.804,6.108,1.909,"virginica"
96,7.899,3.794,6.382,1.982,"virginica"
96,6.401,2.809,5.621,2.201,"virginica"
96,6.302,2.795,5.104,1.49,"virginica"
96,6.105,2.607,5.599,1.384,"virginica"
96,7.704,3.012,6.101,2.287,"virginica"
96,6.297,3.391,5.613,2.399,"virginica"
96,6.39,3.086,5.516,1.798,"virginica"
96,5.991,3.005,4.804,1.809,"virginica"
96,6.902,3.098,5.405,2.102,"virginica"
96,6.707,3.113,5.578,2.387,"virginica"
96,6.892,3.094,5.105,2.292,"virginica"
96,5.79,2.705,5.094,1.915,"virginica"
96,6.827,3.193,5.903,2.292,"virginica"
96,6.686,3.291,5.688,2.501,"virginica"
96,6.674,3.001,5.207,2.303,"virginica"
96,6.301,2.482,5.008,1.9,"virginica"
96,6.49,2.986,5.196,1.99,"virginica"
96,6.202,3.393,5.406,2.295,"virginica"
96,5.883,2.993,5.103,1.8,"virginica"
