"sample","Sepal.Length","Sepal.Width","Petal.Length","Petal.Width","Species"
69,5.084,3.5,1.388,0.208,"setosa"
69,4.897,2.989,1.412,0.2,"setosa"
69,4.702,3.196,1.303,0.205,"setosa"
69,4.604,3.102,1.528,0.197,"setosa"
69,4.983,3.602,1.372,0.205,"setosa"
69,5.415,3.916,1.705,0.402,"setosa"
69,4.604,3.388,1.409,0.294,"setosa"
69,4.997,3.415,1.514,0.21,"setosa"
69,4.42,2.908,1.375,0.202,"setosa"
69,4.875,3.095,1.516,0.091,"setosa"
69,5.4,3.702,1.509,0.191,"setosa"
69,4.808,3.405,1.608,0.2,"setosa"
69,4.788,3.002,1.419,0.106,"setosa"
69,4.318,2.99,1.113,0.11,"setosa"
69,5.785,4.002,1.211,0.235,"setosa"
69,5.69,4.404,1.487,0.394,"setosa"
69,5.376,3.897,1.294,0.383,"setosa"
69,5.102,3.504,1.399,0.295,"setosa"
69,5.688,3.819,1.7,0.293,"setosa"
69,5.096,3.791,1.498,0.295,"setosa"
69,5.405,3.391,1.712,0.214,"setosa"
69,5.095,3.708,1.499,0.409,"setosa"
69,4.597,3.605,1.018,0.193,"setosa"
69,5.084,3.31,1.719,0.498,"setosa"
69,4.801,3.397,1.912,0.203,"setosa"
69,4.992,2.991,1.618,0.184,"setosa"
69,5.016,3.405,1.614,0.43,"setosa"
69,5.211,3.517,1.482,0.204,"setosa"
69,5.225,3.374,1.385,0.204,"setosa"
69,4.695,3.222,1.615,0.21,"setosa"
69,4.799,3.08,1.604,0.198,"setosa"
69,5.409,3.391,1.507,0.41,"setosa"
69,5.22,4.087,1.491,0.088,"setosa"
69,5.475,4.199,1.401,0.206,"setosa"
69,4.884,3.106,1.498,0.202,"setosa"
69,5.019,3.197,1.22,0.205,"setosa"
69,5.492,3.498,1.31,0.19,"setosa"
69,4.897,3.579,1.391,0.114,"setosa"
69,4.389,3.001,1.315,0.201,"setosa"
69,5.095,3.399,1.514,0.212,"setosa"
69,5.006,3.492,1.311,0.295,"setosa"
69,4.495,2.3,1.297,0.297,"setosa"
69,4.407,3.192,1.302,0.189,"setosa"
69,4.986,3.517,1.604,0.612,"setosa"
69,5.105,3.78,1.908,0.394,"setosa"
69,4.792,2.99,1.418,0.287,"setosa"
69,5.094,3.818,1.605,0.199,"setosa"
69,4.588,3.2,1.393,0.194,"setosa"
69,5.308,3.688,1.492,0.197,"setosa"
69,4.985,3.306,1.392,0.197,"setosa"
69,6.983,3.224,4.691,1.396,"versicolor"
69,6.396,3.19,4.508,1.486,"versicolor"
69,6.898,3.104,4.881,1.503,"versicolor"
69,5.492,2.301,3.994,1.304,"versicolor"
69,6.496,2.811,4.595,1.509,"versicolor"
69,5.696,2.806,4.502,1.318,"versicolor"
69,6.286,3.299,4.712,1.591,"versicolor"
69,4.911,2.409,3.301,1.006,"versicolor"
69,6.594,2.915,4.596,1.3,"versicolor"
69,5.207,2.688,3.926,1.391,"versicolor"
69,5.009,2.01,3.524,0.996,"versicolor"
69,5.896,2.993,4.214,1.488,"versicolor"
69,6.005,2.196,3.979,0.989,"versicolor"
69,6.111,2.897,4.694,1.386,"versicolor"
69,5.609,2.888,3.58,1.309,"versicolor"
69,6.713,3.089,4.384,1.398,"versicolor"
69,5.583,3.003,4.497,1.485,"versicolor"
69,5.811,2.693,4.111,0.993,"versicolor"
69,6.209,2.199,4.523,1.48,"versicolor"
69,5.593,2.491,3.891,1.102,"versicolor"
69,5.907,3.202,4.791,1.786,"versicolor"
69,6.106,2.798,3.999,1.305,"versicolor"
69,6.277,2.477,4.901,1.5,"versicolor"
69,6.106,2.797,4.707,1.206,"versicolor"
69,6.406,2.911,4.298,1.314,"versicolor"
69,6.598,3.003,4.395,1.377,"versicolor"
69,6.819,2.802,4.805,1.396,"versicolor"
69,6.677,2.996,4.988,1.72,"versicolor"
69,5.997,2.92,4.496,1.492,"versicolor"
69,5.694,2.593,3.487,1.012,"versicolor"
69,5.504,2.393,3.797,1.097,"versicolor"
69,5.492,2.404,3.699,0.986,"versicolor"
69,5.79,2.693,3.913,1.21,"versicolor"
69,5.992,2.692,5.092,1.598,"versicolor"
69,5.406,3.009,4.506,1.5,"versicolor"
69,6.034,3.395,4.469,1.593,"versicolor"
69,6.709,3.099,4.705,1.495,"versicolor"
69,6.295,2.31,4.403,1.299,"versicolor"
69,5.603,3.002,4.096,1.281,"versicolor"
69,5.497,2.495,4.005,1.29,"versicolor"
69,5.517,2.602,4.416,1.198,"versicolor"
69,6.111,3.009,4.611,1.384,"versicolor"
69,5.802,2.601,3.988,1.205,"versicolor"
69,5.011,2.31,3.302,1.026,"versicolor"
69,5.602,2.706,4.196,1.279,"versicolor"
69,5.686,2.997,4.206,1.205,"versicolor"
69,5.721,2.903,4.208,1.305,"versicolor"
69,6.218,2.905,4.305,1.322,"versicolor"
69,5.105,2.503,2.998,1.1,"versicolor"
69,5.708,2.797,4.106,1.297,"versicolor"
69,6.301,3.295,6,2.516,"virginica"
69,5.778,2.683,5.106,1.911,"virginica"
69,7.105,3.005,5.892,2.107,"virginica"
69,6.299,2.905,5.609,1.803,"virginica"
69,6.51,3.005,5.782,2.156,"virginica"
69,7.596,3.001,6.582,2.093,"virginica"
69,4.897,2.504,4.503,1.69,"virginica"
69,7.309,2.902,6.299,1.778,"virginica"
69,6.687,2.502,5.818,1.809,"virginica"
69,7.209,3.601,6.106,2.506,"virginica"
69,6.508,3.19,5.098,2.012,"virginica"
69,6.392,2.692,5.286,1.927,"virginica"
69,6.796,3.014,5.498,2.089,"virginica"
69,5.699,2.496,5.004,2.003,"virginica"
69,5.795,2.802,5.092,2.403,"virginica"
69,6.404,3.201,5.305,2.296,"virginica"
69,6.493,3.002,5.488,1.8,"virginica"
69,7.724,3.813,6.716,2.209,"virginica"
69,7.703,2.594,6.902,2.285,"virginica"
69,6.001,2.197,5.007,1.509,"virginica"
69,6.901,3.205,5.697,2.318,"virginica"
69,5.592,2.803,4.886,2.011,"virginica"
69,7.702,2.799,6.71,1.999,"virginica"
69,6.305,2.695,4.904,1.804,"virginica"
69,6.691,3.298,5.685,2.098,"virginica"
69,7.202,3.216,6.007,1.803,"virginica"
69,6.199,2.795,4.8,1.799,"virginica"
69,6.103,2.98,4.909,1.798,"virginica"
69,6.399,2.782,5.594,2.083,"virginica"
69,7.203,2.993,5.796,1.609,"virginica"
69,7.419,2.805,6.098,1.917,"virginica"
69,7.892,3.791,6.397,1.997,"virginica"
69,6.398,2.809,5.598,2.207,"virginica"
69,6.302,2.794,5.097,1.493,"virginica"
69,6.094,2.604,5.604,1.371,"virginica"
69,7.698,2.996,6.111,2.286,"virginica"
69,6.293,3.4,5.6,2.404,"virginica"
69,6.395,3.112,5.519,1.788,"virginica"
69,6.011,3.005,4.803,1.813,"virginica"
69,6.887,3.091,5.398,2.099,"virginica"
69,6.7,3.098,5.599,2.41,"virginica"
69,6.898,3.106,5.092,2.3,"virginica"
69,5.793,2.706,5.095,1.89,"virginica"
69,6.797,3.211,5.904,2.291,"virginica"
69,6.698,3.279,5.678,2.491,"virginica"
69,6.69,3.005,5.206,2.305,"virginica"
69,6.299,2.499,4.992,1.895,"virginica"
69,6.51,3.021,5.201,2.022,"virginica"
69,6.197,3.409,5.414,2.277,"virginica"
69,5.883,3.011,5.1,1.792,"virginica"
