"sample","Sepal.Length","Sepal.Width","Petal.Length","Petal.Width","Species"
99,5.094,3.512,1.399,0.205,"setosa"
99,4.902,3.011,1.393,0.204,"setosa"
99,4.703,3.191,1.307,0.208,"setosa"
99,4.608,3.103,1.505,0.217,"setosa"
99,5.011,3.592,1.39,0.204,"setosa"
99,5.404,3.887,1.717,0.402,"setosa"
99,4.613,3.399,1.392,0.304,"setosa"
99,4.995,3.399,1.504,0.198,"setosa"
99,4.4,2.894,1.404,0.186,"setosa"
99,4.903,3.077,1.492,0.102,"setosa"
99,5.38,3.701,1.5,0.207,"setosa"
99,4.783,3.405,1.61,0.207,"setosa"
99,4.798,2.982,1.408,0.111,"setosa"
99,4.292,2.988,1.099,0.101,"setosa"
99,5.784,3.989,1.19,0.187,"setosa"
99,5.7,4.405,1.504,0.403,"setosa"
99,5.388,3.907,1.309,0.403,"setosa"
99,5.073,3.5,1.417,0.326,"setosa"
99,5.665,3.809,1.699,0.288,"setosa"
99,5.1,3.811,1.492,0.309,"setosa"
99,5.396,3.398,1.711,0.202,"setosa"
99,5.112,3.717,1.505,0.419,"setosa"
99,4.598,3.609,1.007,0.196,"setosa"
99,5.102,3.287,1.701,0.489,"setosa"
99,4.812,3.402,1.893,0.218,"setosa"
99,5,2.997,1.601,0.202,"setosa"
99,5.007,3.395,1.613,0.402,"setosa"
99,5.201,3.496,1.496,0.214,"setosa"
99,5.185,3.414,1.385,0.226,"setosa"
99,4.696,3.204,1.603,0.217,"setosa"
99,4.805,3.092,1.602,0.196,"setosa"
99,5.401,3.421,1.513,0.409,"setosa"
99,5.194,4.103,1.482,0.104,"setosa"
99,5.505,4.198,1.403,0.192,"setosa"
99,4.888,3.111,1.492,0.191,"setosa"
99,4.998,3.18,1.194,0.175,"setosa"
99,5.495,3.498,1.297,0.199,"setosa"
99,4.917,3.602,1.39,0.122,"setosa"
99,4.411,3.024,1.303,0.184,"setosa"
99,5.092,3.387,1.491,0.212,"setosa"
99,4.999,3.494,1.306,0.288,"setosa"
99,4.492,2.267,1.31,0.299,"setosa"
99,4.41,3.213,1.277,0.197,"setosa"
99,4.977,3.509,1.61,0.59,"setosa"
99,5.115,3.817,1.904,0.394,"setosa"
99,4.796,3.006,1.401,0.304,"setosa"
99,5.122,3.796,1.605,0.195,"setosa"
99,4.608,3.199,1.399,0.201,"setosa"
99,5.299,3.702,1.49,0.186,"setosa"
99,4.996,3.309,1.395,0.22,"setosa"
99,6.989,3.196,4.694,1.396,"versicolor"
99,6.39,3.203,4.501,1.509,"versicolor"
99,6.913,3.103,4.895,1.5,"versicolor"
99,5.516,2.302,3.989,1.3,"versicolor"
99,6.49,2.811,4.608,1.495,"versicolor"
99,5.682,2.786,4.515,1.31,"versicolor"
99,6.3,3.283,4.693,1.61,"versicolor"
99,4.912,2.388,3.296,1.015,"versicolor"
99,6.605,2.915,4.613,1.303,"versicolor"
99,5.193,2.705,3.894,1.402,"versicolor"
99,5.001,1.995,3.497,1.002,"versicolor"
99,5.902,3.003,4.183,1.503,"versicolor"
99,6,2.203,3.984,0.994,"versicolor"
99,6.096,2.884,4.688,1.387,"versicolor"
99,5.62,2.914,3.6,1.302,"versicolor"
99,6.71,3.084,4.39,1.395,"versicolor"
99,5.619,3.002,4.517,1.5,"versicolor"
99,5.786,2.698,4.101,0.994,"versicolor"
99,6.211,2.205,4.485,1.498,"versicolor"
99,5.623,2.499,3.906,1.081,"versicolor"
99,5.9,3.19,4.814,1.81,"versicolor"
99,6.101,2.79,4.007,1.296,"versicolor"
99,6.291,2.481,4.921,1.491,"versicolor"
99,6.097,2.807,4.699,1.193,"versicolor"
99,6.391,2.89,4.302,1.288,"versicolor"
99,6.606,3.003,4.414,1.377,"versicolor"
99,6.817,2.798,4.805,1.4,"versicolor"
99,6.712,3.024,4.991,1.727,"versicolor"
99,5.992,2.901,4.515,1.505,"versicolor"
99,5.707,2.615,3.492,1.004,"versicolor"
99,5.491,2.386,3.792,1.079,"versicolor"
99,5.49,2.388,3.694,1.007,"versicolor"
99,5.806,2.699,3.913,1.176,"versicolor"
99,5.997,2.713,5.105,1.603,"versicolor"
99,5.388,3.006,4.503,1.5,"versicolor"
99,5.98,3.396,4.488,1.589,"versicolor"
99,6.691,3.12,4.72,1.506,"versicolor"
99,6.298,2.298,4.405,1.3,"versicolor"
99,5.606,2.996,4.117,1.285,"versicolor"
99,5.491,2.524,4.001,1.31,"versicolor"
99,5.51,2.595,4.388,1.187,"versicolor"
99,6.117,2.996,4.594,1.391,"versicolor"
99,5.788,2.611,4.004,1.203,"versicolor"
99,5.003,2.304,3.307,0.982,"versicolor"
99,5.599,2.691,4.2,1.309,"versicolor"
99,5.715,3,4.202,1.203,"versicolor"
99,5.72,2.893,4.205,1.301,"versicolor"
99,6.203,2.89,4.307,1.314,"versicolor"
99,5.095,2.492,2.997,1.096,"versicolor"
99,5.694,2.797,4.111,1.315,"versicolor"
99,6.305,3.307,6.005,2.496,"virginica"
99,5.795,2.676,5.081,1.913,"virginica"
99,7.1,3.003,5.895,2.099,"virginica"
99,6.307,2.899,5.594,1.806,"virginica"
99,6.507,2.994,5.783,2.209,"virginica"
99,7.619,3.006,6.611,2.104,"virginica"
99,4.905,2.497,4.496,1.682,"virginica"
99,7.284,2.899,6.272,1.802,"virginica"
99,6.717,2.493,5.801,1.803,"virginica"
99,7.207,3.589,6.101,2.504,"virginica"
99,6.489,3.185,5.104,2.024,"virginica"
99,6.389,2.696,5.305,1.899,"virginica"
99,6.796,2.996,5.495,2.098,"virginica"
99,5.697,2.496,4.999,2.013,"virginica"
99,5.805,2.8,5.094,2.419,"virginica"
99,6.408,3.203,5.3,2.301,"virginica"
99,6.508,2.991,5.502,1.806,"virginica"
99,7.715,3.785,6.679,2.196,"virginica"
99,7.711,2.602,6.898,2.302,"virginica"
99,6.009,2.2,5.007,1.519,"virginica"
99,6.899,3.202,5.712,2.3,"virginica"
99,5.599,2.796,4.904,2.018,"virginica"
99,7.692,2.8,6.705,2.007,"virginica"
99,6.32,2.701,4.902,1.812,"virginica"
99,6.692,3.295,5.7,2.102,"virginica"
99,7.219,3.193,6.011,1.778,"virginica"
99,6.19,2.804,4.813,1.813,"virginica"
99,6.105,2.997,4.891,1.786,"virginica"
99,6.394,2.799,5.614,2.097,"virginica"
99,7.2,2.985,5.781,1.6,"virginica"
99,7.393,2.789,6.084,1.895,"virginica"
99,7.902,3.798,6.41,1.998,"virginica"
99,6.415,2.798,5.605,2.182,"virginica"
99,6.295,2.81,5.099,1.49,"virginica"
99,6.103,2.597,5.591,1.397,"virginica"
99,7.701,3.012,6.102,2.302,"virginica"
99,6.315,3.407,5.598,2.402,"virginica"
99,6.394,3.097,5.499,1.794,"virginica"
99,5.99,3.006,4.791,1.777,"virginica"
99,6.904,3.083,5.397,2.083,"virginica"
99,6.687,3.097,5.586,2.401,"virginica"
99,6.898,3.1,5.095,2.298,"virginica"
99,5.795,2.688,5.089,1.902,"virginica"
99,6.808,3.204,5.909,2.289,"virginica"
99,6.705,3.307,5.698,2.53,"virginica"
99,6.694,3.005,5.21,2.295,"virginica"
99,6.303,2.487,5.001,1.889,"virginica"
99,6.506,2.994,5.2,1.986,"virginica"
99,6.198,3.398,5.399,2.288,"virginica"
99,5.904,2.998,5.09,1.799,"virginica"
