"sample","Sepal.Length","Sepal.Width","Petal.Length","Petal.Width","Species"
30,5.087,3.5,1.395,0.197,"setosa"
30,4.908,3.007,1.406,0.199,"setosa"
30,4.712,3.193,1.302,0.19,"setosa"
30,4.619,3.106,1.504,0.194,"setosa"
30,4.999,3.603,1.403,0.19,"setosa"
30,5.402,3.901,1.68,0.4,"setosa"
30,4.6,3.394,1.377,0.3,"setosa"
30,5.012,3.393,1.502,0.205,"setosa"
30,4.393,2.895,1.4,0.182,"setosa"
30,4.884,3.079,1.503,0.112,"setosa"
30,5.39,3.726,1.511,0.197,"setosa"
30,4.799,3.388,1.621,0.181,"setosa"
30,4.788,2.993,1.402,0.101,"setosa"
30,4.301,3.01,1.079,0.102,"setosa"
30,5.79,4.01,1.196,0.195,"setosa"
30,5.692,4.395,1.498,0.388,"setosa"
30,5.396,3.904,1.284,0.386,"setosa"
30,5.094,3.52,1.395,0.29,"setosa"
30,5.697,3.795,1.692,0.293,"setosa"
30,5.082,3.806,1.515,0.298,"setosa"
30,5.411,3.425,1.706,0.203,"setosa"
30,5.09,3.693,1.492,0.396,"setosa"
30,4.608,3.603,0.996,0.192,"setosa"
30,5.102,3.312,1.693,0.482,"setosa"
30,4.788,3.406,1.905,0.192,"setosa"
30,4.994,2.991,1.603,0.2,"setosa"
30,4.994,3.407,1.599,0.387,"setosa"
30,5.193,3.509,1.504,0.215,"setosa"
30,5.193,3.399,1.404,0.188,"setosa"
30,4.719,3.194,1.603,0.203,"setosa"
30,4.819,3.106,1.599,0.198,"setosa"
30,5.398,3.398,1.509,0.402,"setosa"
30,5.189,4.104,1.495,0.104,"setosa"
30,5.515,4.195,1.4,0.183,"setosa"
30,4.914,3.092,1.508,0.202,"setosa"
30,4.983,3.185,1.218,0.195,"setosa"
30,5.496,3.522,1.299,0.198,"setosa"
30,4.922,3.6,1.401,0.108,"setosa"
30,4.381,3.008,1.304,0.2,"setosa"
30,5.102,3.409,1.487,0.211,"setosa"
30,4.984,3.49,1.309,0.304,"setosa"
30,4.511,2.303,1.303,0.316,"setosa"
30,4.4,3.209,1.295,0.199,"setosa"
30,4.991,3.508,1.599,0.596,"setosa"
30,5.114,3.807,1.899,0.393,"setosa"
30,4.789,3.016,1.402,0.309,"setosa"
30,5.118,3.812,1.607,0.213,"setosa"
30,4.584,3.206,1.403,0.19,"setosa"
30,5.295,3.704,1.493,0.189,"setosa"
30,5.015,3.307,1.411,0.18,"setosa"
30,6.996,3.191,4.711,1.396,"versicolor"
30,6.401,3.215,4.502,1.512,"versicolor"
30,6.901,3.098,4.891,1.504,"versicolor"
30,5.491,2.3,3.994,1.295,"versicolor"
30,6.506,2.784,4.59,1.502,"versicolor"
30,5.699,2.8,4.503,1.291,"versicolor"
30,6.293,3.297,4.705,1.596,"versicolor"
30,4.893,2.404,3.292,0.992,"versicolor"
30,6.601,2.903,4.6,1.282,"versicolor"
30,5.2,2.712,3.882,1.399,"versicolor"
30,4.97,1.997,3.48,1,"versicolor"
30,5.905,3.002,4.196,1.506,"versicolor"
30,5.998,2.195,4.015,1.004,"versicolor"
30,6.109,2.894,4.708,1.409,"versicolor"
30,5.595,2.893,3.598,1.299,"versicolor"
30,6.686,3.097,4.401,1.405,"versicolor"
30,5.576,2.999,4.502,1.513,"versicolor"
30,5.803,2.716,4.106,0.981,"versicolor"
30,6.219,2.203,4.494,1.492,"versicolor"
30,5.583,2.509,3.895,1.068,"versicolor"
30,5.874,3.195,4.811,1.788,"versicolor"
30,6.096,2.783,3.996,1.291,"versicolor"
30,6.301,2.505,4.912,1.496,"versicolor"
30,6.09,2.804,4.684,1.192,"versicolor"
30,6.395,2.894,4.312,1.32,"versicolor"
30,6.587,2.997,4.393,1.392,"versicolor"
30,6.825,2.785,4.807,1.41,"versicolor"
30,6.696,3.009,5.009,1.712,"versicolor"
30,6.006,2.888,4.492,1.497,"versicolor"
30,5.706,2.591,3.517,0.994,"versicolor"
30,5.518,2.411,3.818,1.099,"versicolor"
30,5.522,2.407,3.699,0.997,"versicolor"
30,5.791,2.694,3.916,1.203,"versicolor"
30,5.999,2.706,5.115,1.604,"versicolor"
30,5.389,2.999,4.496,1.496,"versicolor"
30,6.016,3.41,4.496,1.599,"versicolor"
30,6.699,3.102,4.704,1.483,"versicolor"
30,6.29,2.294,4.404,1.315,"versicolor"
30,5.608,2.984,4.091,1.285,"versicolor"
30,5.504,2.502,4.004,1.292,"versicolor"
30,5.501,2.579,4.39,1.228,"versicolor"
30,6.097,2.992,4.592,1.41,"versicolor"
30,5.796,2.594,3.995,1.199,"versicolor"
30,4.994,2.287,3.328,1.001,"versicolor"
30,5.581,2.678,4.208,1.306,"versicolor"
30,5.711,2.996,4.223,1.184,"versicolor"
30,5.707,2.905,4.208,1.293,"versicolor"
30,6.202,2.889,4.318,1.295,"versicolor"
30,5.099,2.49,2.991,1.092,"versicolor"
30,5.701,2.81,4.099,1.299,"versicolor"
30,6.29,3.311,5.999,2.506,"virginica"
30,5.806,2.688,5.105,1.894,"virginica"
30,7.105,2.989,5.891,2.103,"virginica"
30,6.304,2.918,5.6,1.805,"virginica"
30,6.487,2.996,5.804,2.2,"virginica"
30,7.609,3,6.599,2.106,"virginica"
30,4.9,2.49,4.48,1.708,"virginica"
30,7.304,2.885,6.324,1.791,"virginica"
30,6.712,2.506,5.805,1.821,"virginica"
30,7.206,3.613,6.097,2.5,"virginica"
30,6.503,3.183,5.104,1.989,"virginica"
30,6.412,2.718,5.295,1.889,"virginica"
30,6.799,3.017,5.503,2.089,"virginica"
30,5.704,2.506,4.993,1.996,"virginica"
30,5.804,2.787,5.089,2.413,"virginica"
30,6.402,3.204,5.312,2.299,"virginica"
30,6.493,2.999,5.494,1.801,"virginica"
30,7.695,3.799,6.706,2.19,"virginica"
30,7.704,2.597,6.901,2.278,"virginica"
30,6.003,2.2,5.007,1.498,"virginica"
30,6.904,3.201,5.694,2.297,"virginica"
30,5.594,2.816,4.895,2.004,"virginica"
30,7.707,2.801,6.695,2.019,"virginica"
30,6.285,2.7,4.897,1.792,"virginica"
30,6.696,3.292,5.713,2.083,"virginica"
30,7.202,3.207,6.002,1.815,"virginica"
30,6.21,2.811,4.782,1.786,"virginica"
30,6.097,2.997,4.891,1.805,"virginica"
30,6.413,2.808,5.583,2.09,"virginica"
30,7.201,3.014,5.801,1.596,"virginica"
30,7.411,2.812,6.092,1.908,"virginica"
30,7.904,3.82,6.398,2.002,"virginica"
30,6.394,2.792,5.592,2.197,"virginica"
30,6.278,2.787,5.104,1.493,"virginica"
30,6.107,2.607,5.596,1.402,"virginica"
30,7.705,2.996,6.087,2.306,"virginica"
30,6.29,3.404,5.588,2.392,"virginica"
30,6.415,3.102,5.494,1.785,"virginica"
30,6.007,2.993,4.788,1.801,"virginica"
30,6.913,3.119,5.393,2.112,"virginica"
30,6.7,3.082,5.583,2.415,"virginica"
30,6.91,3.097,5.113,2.299,"virginica"
30,5.792,2.682,5.091,1.898,"virginica"
30,6.807,3.202,5.901,2.303,"virginica"
30,6.687,3.289,5.706,2.486,"virginica"
30,6.692,3.017,5.211,2.295,"virginica"
30,6.315,2.498,5.006,1.901,"virginica"
30,6.483,2.986,5.21,1.995,"virginica"
30,6.205,3.395,5.407,2.278,"virginica"
30,5.889,3.021,5.102,1.805,"virginica"
