"sample","Sepal.Length","Sepal.Width","Petal.Length","Petal.Width","Species"
6,5.111,3.512,1.421,0.185,"setosa"
6,4.9,3.009,1.414,0.218,"setosa"
6,4.691,3.2,1.3,0.195,"setosa"
6,4.601,3.095,1.499,0.204,"setosa"
6,5.003,3.602,1.408,0.19,"setosa"
6,5.386,3.894,1.707,0.403,"setosa"
6,4.588,3.395,1.404,0.302,"setosa"
6,5.006,3.41,1.492,0.209,"setosa"
6,4.391,2.901,1.404,0.198,"setosa"
6,4.904,3.107,1.498,0.088,"setosa"
6,5.398,3.697,1.504,0.194,"setosa"
6,4.819,3.4,1.597,0.204,"setosa"
6,4.793,2.99,1.397,0.109,"setosa"
6,4.291,3.01,1.101,0.108,"setosa"
6,5.786,3.997,1.203,0.211,"setosa"
6,5.682,4.417,1.494,0.403,"setosa"
6,5.399,3.907,1.297,0.415,"setosa"
6,5.095,3.495,1.402,0.301,"setosa"
6,5.703,3.809,1.695,0.298,"setosa"
6,5.103,3.795,1.512,0.304,"setosa"
6,5.402,3.396,1.7,0.211,"setosa"
6,5.097,3.709,1.492,0.375,"setosa"
6,4.605,3.628,1.001,0.201,"setosa"
6,5.09,3.306,1.686,0.513,"setosa"
6,4.799,3.418,1.886,0.196,"setosa"
6,4.988,2.998,1.598,0.189,"setosa"
6,5.01,3.414,1.607,0.405,"setosa"
6,5.203,3.505,1.496,0.2,"setosa"
6,5.181,3.417,1.402,0.191,"setosa"
6,4.698,3.196,1.607,0.205,"setosa"
6,4.817,3.12,1.6,0.202,"setosa"
6,5.399,3.385,1.509,0.422,"setosa"
6,5.204,4.11,1.494,0.112,"setosa"
6,5.504,4.209,1.406,0.21,"setosa"
6,4.904,3.1,1.496,0.2,"setosa"
6,4.993,3.197,1.196,0.196,"setosa"
6,5.509,3.496,1.31,0.195,"setosa"
6,4.905,3.608,1.389,0.113,"setosa"
6,4.402,3.017,1.296,0.184,"setosa"
6,5.105,3.398,1.497,0.191,"setosa"
6,5.008,3.511,1.28,0.292,"setosa"
6,4.49,2.299,1.312,0.29,"setosa"
6,4.389,3.184,1.313,0.192,"setosa"
6,5.005,3.496,1.612,0.612,"setosa"
6,5.115,3.809,1.903,0.421,"setosa"
6,4.793,3,1.396,0.292,"setosa"
6,5.097,3.801,1.627,0.215,"setosa"
6,4.612,3.197,1.405,0.205,"setosa"
6,5.309,3.703,1.507,0.193,"setosa"
6,5.016,3.311,1.398,0.184,"setosa"
6,7.005,3.192,4.714,1.404,"versicolor"
6,6.404,3.188,4.488,1.495,"versicolor"
6,6.895,3.102,4.904,1.502,"versicolor"
6,5.495,2.314,3.997,1.294,"versicolor"
6,6.508,2.793,4.591,1.479,"versicolor"
6,5.697,2.789,4.489,1.292,"versicolor"
6,6.305,3.294,4.703,1.602,"versicolor"
6,4.899,2.391,3.3,0.996,"versicolor"
6,6.598,2.894,4.601,1.302,"versicolor"
6,5.194,2.692,3.898,1.381,"versicolor"
6,4.987,2.011,3.505,1.005,"versicolor"
6,5.91,2.992,4.2,1.504,"versicolor"
6,6,2.174,4.002,1.009,"versicolor"
6,6.113,2.904,4.716,1.402,"versicolor"
6,5.614,2.893,3.599,1.314,"versicolor"
6,6.693,3.097,4.389,1.416,"versicolor"
6,5.597,2.998,4.504,1.484,"versicolor"
6,5.794,2.692,4.106,1.015,"versicolor"
6,6.2,2.199,4.493,1.493,"versicolor"
6,5.59,2.516,3.903,1.106,"versicolor"
6,5.904,3.178,4.818,1.79,"versicolor"
6,6.104,2.816,4.019,1.295,"versicolor"
6,6.305,2.511,4.899,1.51,"versicolor"
6,6.111,2.796,4.699,1.201,"versicolor"
6,6.397,2.903,4.291,1.316,"versicolor"
6,6.596,2.99,4.394,1.402,"versicolor"
6,6.802,2.79,4.802,1.375,"versicolor"
6,6.702,3.002,5.012,1.697,"versicolor"
6,5.998,2.902,4.486,1.496,"versicolor"
6,5.691,2.618,3.501,0.992,"versicolor"
6,5.502,2.414,3.806,1.092,"versicolor"
6,5.524,2.388,3.718,1.005,"versicolor"
6,5.815,2.714,3.896,1.187,"versicolor"
6,5.991,2.705,5.085,1.6,"versicolor"
6,5.404,2.984,4.516,1.499,"versicolor"
6,6.009,3.4,4.505,1.595,"versicolor"
6,6.717,3.115,4.707,1.494,"versicolor"
6,6.294,2.292,4.413,1.3,"versicolor"
6,5.593,2.995,4.089,1.294,"versicolor"
6,5.49,2.502,3.997,1.317,"versicolor"
6,5.494,2.61,4.393,1.198,"versicolor"
6,6.12,3.006,4.604,1.388,"versicolor"
6,5.786,2.612,4.007,1.192,"versicolor"
6,4.983,2.301,3.313,0.999,"versicolor"
6,5.605,2.708,4.201,1.294,"versicolor"
6,5.704,2.998,4.174,1.195,"versicolor"
6,5.67,2.901,4.206,1.297,"versicolor"
6,6.211,2.903,4.3,1.297,"versicolor"
6,5.096,2.499,2.998,1.088,"versicolor"
6,5.69,2.816,4.093,1.305,"versicolor"
6,6.292,3.305,5.989,2.502,"virginica"
6,5.812,2.689,5.098,1.903,"virginica"
6,7.103,2.998,5.895,2.101,"virginica"
6,6.296,2.89,5.604,1.793,"virginica"
6,6.481,3.003,5.802,2.199,"virginica"
6,7.621,2.992,6.582,2.106,"virginica"
6,4.887,2.498,4.491,1.697,"virginica"
6,7.307,2.91,6.334,1.798,"virginica"
6,6.702,2.498,5.809,1.799,"virginica"
6,7.205,3.598,6.088,2.5,"virginica"
6,6.508,3.204,5.095,1.993,"virginica"
6,6.408,2.708,5.285,1.88,"virginica"
6,6.786,3.003,5.479,2.073,"virginica"
6,5.697,2.495,5.008,1.997,"virginica"
