"sample","Sepal.Length","Sepal.Width","Petal.Length","Petal.Width","Species"
34,5.107,3.51,1.398,0.193,"setosa"
34,4.905,2.993,1.399,0.213,"setosa"
34,4.695,3.186,1.296,0.225,"setosa"
34,4.585,3.109,1.504,0.182,"setosa"
34,4.991,3.591,1.385,0.2,"setosa"
34,5.391,3.895,1.695,0.418,"setosa"
34,4.575,3.419,1.4,0.31,"setosa"
34,5.009,3.405,1.517,0.195,"setosa"
34,4.418,2.878,1.387,0.204,"setosa"
34,4.896,3.108,1.499,0.1,"setosa"
34,5.373,3.705,1.485,0.197,"setosa"
34,4.791,3.404,1.589,0.188,"setosa"
34,4.795,3.003,1.399,0.085,"setosa"
34,4.286,3.014,1.102,0.099,"setosa"
34,5.802,4.002,1.191,0.199,"setosa"
34,5.691,4.399,1.5,0.403,"setosa"
34,5.384,3.905,1.299,0.387,"setosa"
34,5.099,3.501,1.395,0.299,"setosa"
34,5.705,3.782,1.72,0.318,"setosa"
34,5.092,3.812,1.497,0.308,"setosa"
34,5.421,3.392,1.697,0.184,"setosa"
34,5.095,3.692,1.484,0.404,"setosa"
34,4.598,3.623,1.003,0.208,"setosa"
34,5.076,3.313,1.702,0.495,"setosa"
34,4.8,3.394,1.9,0.19,"setosa"
34,4.995,2.996,1.597,0.196,"setosa"
34,5.01,3.408,1.589,0.413,"setosa"
34,5.218,3.5,1.508,0.205,"setosa"
34,5.213,3.386,1.388,0.215,"setosa"
34,4.713,3.195,1.606,0.186,"setosa"
34,4.807,3.109,1.601,0.216,"setosa"
34,5.388,3.404,1.508,0.403,"setosa"
34,5.21,4.075,1.506,0.089,"setosa"
34,5.5,4.203,1.387,0.21,"setosa"
34,4.902,3.102,1.502,0.213,"setosa"
34,4.995,3.206,1.208,0.201,"setosa"
34,5.522,3.498,1.294,0.19,"setosa"
34,4.9,3.613,1.394,0.1,"setosa"
34,4.403,2.995,1.311,0.207,"setosa"
34,5.083,3.389,1.51,0.209,"setosa"
34,5.007,3.501,1.308,0.308,"setosa"
34,4.515,2.287,1.298,0.29,"setosa"
34,4.389,3.186,1.297,0.218,"setosa"
34,5.002,3.495,1.611,0.604,"setosa"
34,5.105,3.813,1.892,0.391,"setosa"
34,4.801,3.005,1.405,0.293,"setosa"
34,5.099,3.807,1.617,0.198,"setosa"
34,4.6,3.216,1.386,0.212,"setosa"
34,5.305,3.706,1.499,0.209,"setosa"
34,5.012,3.309,1.405,0.196,"setosa"
34,6.996,3.189,4.693,1.412,"versicolor"
34,6.419,3.212,4.504,1.512,"versicolor"
34,6.898,3.098,4.916,1.481,"versicolor"
34,5.508,2.303,3.991,1.313,"versicolor"
34,6.508,2.775,4.589,1.491,"versicolor"
34,5.709,2.795,4.5,1.32,"versicolor"
34,6.302,3.295,4.725,1.606,"versicolor"
34,4.908,2.4,3.293,1.013,"versicolor"
34,6.592,2.902,4.598,1.308,"versicolor"
34,5.186,2.688,3.901,1.402,"versicolor"
34,5.015,1.994,3.495,1.011,"versicolor"
34,5.892,3.001,4.221,1.501,"versicolor"
34,5.977,2.203,3.991,1.007,"versicolor"
34,6.096,2.896,4.696,1.387,"versicolor"
34,5.59,2.91,3.599,1.307,"versicolor"
34,6.713,3.107,4.414,1.398,"versicolor"
34,5.606,2.991,4.494,1.498,"versicolor"
34,5.81,2.706,4.086,1.002,"versicolor"
34,6.191,2.208,4.504,1.505,"versicolor"
34,5.592,2.501,3.917,1.072,"versicolor"
34,5.908,3.209,4.82,1.793,"versicolor"
34,6.099,2.802,4.001,1.303,"versicolor"
34,6.294,2.503,4.908,1.494,"versicolor"
34,6.114,2.785,4.692,1.21,"versicolor"
34,6.405,2.903,4.305,1.29,"versicolor"
34,6.595,2.983,4.421,1.399,"versicolor"
34,6.79,2.811,4.799,1.406,"versicolor"
34,6.694,2.999,5.002,1.705,"versicolor"
34,5.995,2.895,4.519,1.508,"versicolor"
34,5.702,2.596,3.518,0.986,"versicolor"
34,5.504,2.403,3.796,1.111,"versicolor"
34,5.497,2.412,3.698,1.023,"versicolor"
34,5.81,2.716,3.9,1.212,"versicolor"
34,5.988,2.722,5.1,1.597,"versicolor"
34,5.402,3.002,4.507,1.511,"versicolor"
34,5.991,3.394,4.508,1.602,"versicolor"
34,6.695,3.107,4.7,1.491,"versicolor"
34,6.287,2.301,4.369,1.298,"versicolor"
34,5.607,3.009,4.087,1.313,"versicolor"
34,5.494,2.49,3.996,1.306,"versicolor"
34,5.508,2.606,4.395,1.194,"versicolor"
34,6.088,2.998,4.602,1.395,"versicolor"
34,5.794,2.608,4.015,1.19,"versicolor"
34,5.002,2.289,3.296,0.995,"versicolor"
34,5.595,2.711,4.185,1.308,"versicolor"
34,5.703,3.014,4.202,1.186,"versicolor"
34,5.697,2.911,4.207,1.294,"versicolor"
34,6.208,2.894,4.306,1.291,"versicolor"
34,5.104,2.498,3.007,1.091,"versicolor"
34,5.697,2.803,4.094,1.29,"versicolor"
34,6.296,3.283,6.009,2.502,"virginica"
34,5.806,2.704,5.107,1.893,"virginica"
34,7.108,3.005,5.9,2.104,"virginica"
34,6.313,2.908,5.608,1.801,"virginica"
34,6.501,2.999,5.803,2.188,"virginica"
34,7.61,2.987,6.587,2.096,"virginica"
34,4.905,2.501,4.501,1.699,"virginica"
34,7.303,2.886,6.29,1.809,"virginica"
34,6.69,2.485,5.806,1.796,"virginica"
34,7.194,3.604,6.092,2.505,"virginica"
34,6.49,3.2,5.1,2.007,"virginica"
34,6.411,2.678,5.303,1.885,"virginica"
34,6.798,3.013,5.487,2.113,"virginica"
34,5.684,2.511,5.013,2.003,"virginica"
34,5.812,2.81,5.107,2.39,"virginica"
34,6.4,3.203,5.293,2.296,"virginica"
34,6.492,3.003,5.494,1.78,"virginica"
34,7.712,3.804,6.69,2.185,"virginica"
34,7.686,2.588,6.906,2.304,"virginica"
34,6.009,2.218,4.981,1.511,"virginica"
34,6.892,3.213,5.707,2.316,"virginica"
34,5.601,2.796,4.905,2.006,"virginica"
34,7.709,2.79,6.695,2.007,"virginica"
34,6.306,2.707,4.906,1.816,"virginica"
34,6.693,3.299,5.699,2.108,"virginica"
34,7.194,3.199,5.979,1.793,"virginica"
34,6.193,2.801,4.792,1.793,"virginica"
34,6.106,2.999,4.901,1.796,"virginica"
34,6.412,2.819,5.591,2.1,"virginica"
34,7.207,2.996,5.806,1.612,"virginica"
34,7.408,2.799,6.087,1.906,"virginica"
34,7.9,3.791,6.396,1.996,"virginica"
34,6.413,2.797,5.604,2.188,"virginica"
34,6.302,2.805,5.095,1.498,"virginica"
34,6.113,2.603,5.609,1.423,"virginica"
34,7.697,3,6.089,2.324,"virginica"
34,6.28,3.422,5.608,2.396,"virginica"
34,6.393,3.114,5.497,1.808,"virginica"
34,6.009,2.99,4.807,1.796,"virginica"
34,6.896,3.095,5.394,2.09,"virginica"
34,6.705,3.094,5.583,2.413,"virginica"
34,6.895,3.09,5.107,2.281,"virginica"
34,5.815,2.707,5.095,1.897,"virginica"
34,6.816,3.184,5.892,2.307,"virginica"
34,6.709,3.311,5.712,2.499,"virginica"
34,6.687,3.012,5.197,2.306,"virginica"
34,6.304,2.507,5.013,1.907,"virginica"
34,6.507,2.998,5.204,1.992,"virginica"
34,6.204,3.394,5.382,2.319,"virginica"
34,5.872,2.993,5.122,1.777,"virginica"
