"sample","Sepal.Length","Sepal.Width","Petal.Length","Petal.Width","Species"
46,5.087,3.491,1.402,0.185,"setosa"
46,4.899,2.998,1.427,0.192,"setosa"
46,4.708,3.189,1.303,0.22,"setosa"
46,4.599,3.105,1.505,0.21,"setosa"
46,4.985,3.595,1.407,0.191,"setosa"
46,5.402,3.905,1.705,0.404,"setosa"
46,4.593,3.407,1.395,0.301,"setosa"
46,4.997,3.389,1.493,0.213,"setosa"
46,4.4,2.9,1.398,0.192,"setosa"
46,4.896,3.13,1.505,0.117,"setosa"
46,5.418,3.704,1.518,0.199,"setosa"
46,4.798,3.396,1.582,0.211,"setosa"
46,4.796,3.013,1.405,0.096,"setosa"
46,4.304,3.004,1.1,0.089,"setosa"
46,5.789,4.002,1.198,0.195,"setosa"
46,5.713,4.393,1.514,0.388,"setosa"
46,5.422,3.894,1.318,0.383,"setosa"
46,5.092,3.498,1.391,0.286,"setosa"
46,5.701,3.816,1.722,0.305,"setosa"
46,5.101,3.795,1.479,0.307,"setosa"
46,5.413,3.384,1.717,0.191,"setosa"
46,5.101,3.704,1.498,0.404,"setosa"
46,4.596,3.596,1,0.195,"setosa"
46,5.102,3.303,1.702,0.503,"setosa"
46,4.782,3.407,1.904,0.2,"setosa"
46,5.011,2.987,1.615,0.191,"setosa"
46,4.997,3.411,1.582,0.403,"setosa"
46,5.194,3.511,1.501,0.191,"setosa"
46,5.193,3.398,1.38,0.199,"setosa"
46,4.7,3.201,1.6,0.193,"setosa"
46,4.797,3.095,1.597,0.218,"setosa"
46,5.396,3.399,1.493,0.396,"setosa"
46,5.197,4.101,1.497,0.093,"setosa"
46,5.502,4.193,1.379,0.196,"setosa"
46,4.896,3.079,1.489,0.212,"setosa"
46,5.027,3.197,1.208,0.186,"setosa"
46,5.517,3.506,1.296,0.169,"setosa"
46,4.907,3.592,1.388,0.102,"setosa"
46,4.411,3.014,1.267,0.201,"setosa"
46,5.087,3.395,1.492,0.21,"setosa"
46,4.99,3.509,1.3,0.291,"setosa"
46,4.489,2.303,1.305,0.302,"setosa"
46,4.392,3.201,1.28,0.198,"setosa"
46,5.012,3.493,1.6,0.598,"setosa"
46,5.103,3.796,1.895,0.391,"setosa"
46,4.807,2.993,1.395,0.291,"setosa"
46,5.085,3.794,1.607,0.207,"setosa"
46,4.591,3.179,1.403,0.236,"setosa"
46,5.295,3.702,1.481,0.191,"setosa"
46,5.013,3.313,1.396,0.19,"setosa"
46,7.034,3.202,4.684,1.384,"versicolor"
46,6.394,3.191,4.514,1.517,"versicolor"
46,6.905,3.085,4.904,1.483,"versicolor"
46,5.514,2.288,3.998,1.293,"versicolor"
46,6.503,2.789,4.608,1.485,"versicolor"
46,5.703,2.799,4.505,1.308,"versicolor"
46,6.285,3.298,4.709,1.608,"versicolor"
46,4.901,2.393,3.31,1.007,"versicolor"
46,6.606,2.916,4.595,1.304,"versicolor"
46,5.204,2.722,3.896,1.388,"versicolor"
46,5.013,1.977,3.497,0.986,"versicolor"
