"sample","Sepal.Length","Sepal.Width","Petal.Length","Petal.Width","Species"
61,5.099,3.505,1.381,0.199,"setosa"
61,4.903,2.992,1.403,0.191,"setosa"
61,4.697,3.217,1.299,0.209,"setosa"
61,4.578,3.087,1.487,0.203,"setosa"
61,4.986,3.594,1.398,0.206,"setosa"
61,5.408,3.908,1.711,0.399,"setosa"
61,4.61,3.409,1.416,0.313,"setosa"
61,5.012,3.408,1.513,0.206,"setosa"
61,4.412,2.886,1.391,0.207,"setosa"
61,4.909,3.107,1.496,0.092,"setosa"
61,5.398,3.717,1.497,0.197,"setosa"
61,4.796,3.413,1.591,0.183,"setosa"
61,4.789,3.011,1.394,0.111,"setosa"
61,4.278,3.004,1.096,0.088,"setosa"
61,5.794,4.01,1.198,0.218,"setosa"
61,5.719,4.401,1.502,0.404,"setosa"
61,5.386,3.913,1.285,0.404,"setosa"
61,5.093,3.503,1.399,0.295,"setosa"
61,5.71,3.803,1.713,0.313,"setosa"
61,5.108,3.794,1.504,0.29,"setosa"
61,5.383,3.4,1.705,0.222,"setosa"
61,5.103,3.708,1.502,0.408,"setosa"
61,4.601,3.592,1.013,0.185,"setosa"
61,5.105,3.316,1.701,0.507,"setosa"
61,4.824,3.41,1.875,0.191,"setosa"
61,5.01,2.999,1.596,0.179,"setosa"
61,4.972,3.391,1.601,0.39,"setosa"
61,5.214,3.491,1.501,0.191,"setosa"
61,5.189,3.401,1.393,0.173,"setosa"
61,4.705,3.194,1.593,0.193,"setosa"
61,4.796,3.094,1.604,0.196,"setosa"
61,5.387,3.415,1.5,0.395,"setosa"
61,5.19,4.108,1.496,0.105,"setosa"
61,5.499,4.176,1.395,0.185,"setosa"
61,4.896,3.105,1.497,0.197,"setosa"
61,5.003,3.204,1.204,0.21,"setosa"
61,5.491,3.506,1.296,0.186,"setosa"
61,4.904,3.608,1.393,0.098,"setosa"
61,4.399,3.009,1.291,0.223,"setosa"
61,5.123,3.392,1.498,0.19,"setosa"
61,5.002,3.491,1.288,0.306,"setosa"
61,4.505,2.303,1.298,0.282,"setosa"
61,4.407,3.199,1.3,0.194,"setosa"
61,4.998,3.511,1.591,0.597,"setosa"
61,5.087,3.791,1.9,0.406,"setosa"
61,4.819,2.99,1.41,0.33,"setosa"
61,5.101,3.794,1.6,0.216,"setosa"
61,4.592,3.209,1.419,0.211,"setosa"
61,5.288,3.703,1.49,0.201,"setosa"
61,4.993,3.28,1.408,0.198,"setosa"
61,6.988,3.2,4.698,1.383,"versicolor"
61,6.388,3.179,4.483,1.5,"versicolor"
61,6.897,3.09,4.904,1.494,"versicolor"
61,5.496,2.293,3.986,1.284,"versicolor"
61,6.499,2.779,4.611,1.484,"versicolor"
61,5.699,2.784,4.517,1.294,"versicolor"
61,6.301,3.304,4.679,1.597,"versicolor"
61,4.903,2.409,3.319,0.992,"versicolor"
61,6.607,2.898,4.594,1.303,"versicolor"
61,5.198,2.718,3.888,1.396,"versicolor"
61,4.992,1.998,3.501,1,"versicolor"
61,5.903,3.023,4.185,1.498,"versicolor"
61,6.017,2.194,3.985,1.013,"versicolor"
61,6.088,2.916,4.708,1.407,"versicolor"
61,5.601,2.894,3.598,1.297,"versicolor"
61,6.698,3.101,4.407,1.401,"versicolor"
61,5.619,2.999,4.518,1.503,"versicolor"
61,5.809,2.691,4.101,0.997,"versicolor"
61,6.209,2.216,4.497,1.495,"versicolor"
61,5.585,2.488,3.899,1.093,"versicolor"
61,5.902,3.212,4.804,1.791,"versicolor"
61,6.116,2.813,4.016,1.307,"versicolor"
61,6.312,2.497,4.91,1.508,"versicolor"
61,6.102,2.797,4.676,1.198,"versicolor"
61,6.396,2.895,4.305,1.299,"versicolor"
61,6.613,2.988,4.398,1.416,"versicolor"
61,6.792,2.795,4.809,1.4,"versicolor"
61,6.699,2.996,4.999,1.712,"versicolor"
61,5.986,2.886,4.482,1.489,"versicolor"
61,5.698,2.599,3.508,0.998,"versicolor"
61,5.507,2.397,3.814,1.104,"versicolor"
61,5.495,2.38,3.695,1.009,"versicolor"
61,5.792,2.695,3.893,1.185,"versicolor"
61,6.014,2.699,5.089,1.601,"versicolor"
61,5.401,3.012,4.49,1.494,"versicolor"
61,5.987,3.405,4.495,1.602,"versicolor"
61,6.712,3.094,4.715,1.506,"versicolor"
61,6.288,2.289,4.399,1.285,"versicolor"
61,5.608,2.987,4.09,1.297,"versicolor"
61,5.486,2.508,4.001,1.304,"versicolor"
61,5.502,2.603,4.406,1.188,"versicolor"
61,6.122,2.989,4.588,1.397,"versicolor"
61,5.813,2.602,4.008,1.204,"versicolor"
61,4.994,2.295,3.306,0.993,"versicolor"
61,5.589,2.697,4.192,1.299,"versicolor"
61,5.705,3.024,4.193,1.208,"versicolor"
61,5.694,2.907,4.201,1.301,"versicolor"
61,6.2,2.876,4.297,1.309,"versicolor"
61,5.107,2.503,3.004,1.095,"versicolor"
61,5.699,2.809,4.118,1.288,"versicolor"
61,6.299,3.299,6,2.505,"virginica"
61,5.801,2.71,5.109,1.897,"virginica"
61,7.108,2.973,5.916,2.096,"virginica"
61,6.295,2.896,5.586,1.796,"virginica"
61,6.5,3.008,5.785,2.201,"virginica"
61,7.617,2.985,6.613,2.097,"virginica"
61,4.914,2.505,4.501,1.709,"virginica"
61,7.29,2.908,6.302,1.792,"virginica"
