"sample","Sepal.Length","Sepal.Width","Petal.Length","Petal.Width","Species"
51,5.095,3.488,1.377,0.194,"setosa"
51,4.905,2.991,1.401,0.198,"setosa"
51,4.707,3.21,1.292,0.195,"setosa"
51,4.598,3.107,1.514,0.194,"setosa"
51,4.993,3.608,1.414,0.191,"setosa"
51,5.389,3.901,1.693,0.403,"setosa"
51,4.608,3.395,1.409,0.304,"setosa"
51,5.001,3.413,1.509,0.186,"setosa"
51,4.412,2.905,1.398,0.185,"setosa"
51,4.91,3.088,1.475,0.09,"setosa"
51,5.393,3.703,1.496,0.2,"setosa"
51,4.812,3.404,1.618,0.206,"setosa"
51,4.815,3.002,1.386,0.101,"setosa"
51,4.285,2.984,1.112,0.108,"setosa"
51,5.794,4.009,1.199,0.221,"setosa"
51,5.706,4.404,1.507,0.392,"setosa"
51,5.386,3.897,1.284,0.409,"setosa"
51,5.116,3.494,1.386,0.307,"setosa"
51,5.699,3.8,1.701,0.297,"setosa"
51,5.082,3.824,1.492,0.287,"setosa"
51,5.418,3.386,1.713,0.212,"setosa"
51,5.105,3.708,1.481,0.388,"setosa"
51,4.61,3.599,0.988,0.192,"setosa"
51,5.086,3.301,1.697,0.507,"setosa"
51,4.795,3.397,1.899,0.201,"setosa"
51,5.005,3.002,1.595,0.197,"setosa"
51,5.012,3.407,1.601,0.401,"setosa"
51,5.191,3.511,1.495,0.197,"setosa"
51,5.19,3.383,1.396,0.185,"setosa"
51,4.695,3.207,1.583,0.198,"setosa"
51,4.814,3.11,1.6,0.196,"setosa"
51,5.393,3.398,1.501,0.397,"setosa"
51,5.209,4.093,1.486,0.102,"setosa"
51,5.502,4.198,1.402,0.207,"setosa"
51,4.902,3.099,1.491,0.183,"setosa"
51,5.005,3.18,1.211,0.189,"setosa"
51,5.496,3.485,1.319,0.222,"setosa"
51,4.9,3.597,1.422,0.103,"setosa"
51,4.392,2.997,1.294,0.219,"setosa"
51,5.093,3.39,1.506,0.207,"setosa"
51,4.997,3.502,1.283,0.302,"setosa"
51,4.491,2.299,1.307,0.324,"setosa"
51,4.409,3.183,1.291,0.214,"setosa"
51,5.002,3.491,1.59,0.608,"setosa"
51,5.104,3.801,1.905,0.398,"setosa"
51,4.827,3.007,1.408,0.286,"setosa"
51,5.102,3.801,1.594,0.212,"setosa"
51,4.6,3.197,1.38,0.187,"setosa"
51,5.302,3.703,1.506,0.194,"setosa"
51,4.996,3.309,1.384,0.192,"setosa"
51,7.005,3.216,4.711,1.42,"versicolor"
51,6.38,3.191,4.512,1.512,"versicolor"
51,6.901,3.094,4.895,1.486,"versicolor"
51,5.493,2.296,3.995,1.304,"versicolor"
51,6.519,2.814,4.617,1.5,"versicolor"
51,5.7,2.798,4.515,1.294,"versicolor"
51,6.29,3.291,4.699,1.596,"versicolor"
51,4.905,2.413,3.29,0.994,"versicolor"
51,6.619,2.897,4.594,1.322,"versicolor"
51,5.211,2.7,3.914,1.406,"versicolor"
51,5.015,1.991,3.503,0.995,"versicolor"
51,5.902,2.988,4.195,1.497,"versicolor"
51,5.99,2.203,4.005,0.984,"versicolor"
51,6.096,2.897,4.699,1.413,"versicolor"
51,5.592,2.888,3.604,1.297,"versicolor"
51,6.709,3.099,4.396,1.396,"versicolor"
51,5.607,3.004,4.494,1.492,"versicolor"
51,5.777,2.702,4.084,0.988,"versicolor"
51,6.201,2.208,4.499,1.492,"versicolor"
51,5.615,2.5,3.908,1.108,"versicolor"
51,5.911,3.197,4.808,1.803,"versicolor"
51,6.118,2.797,3.982,1.309,"versicolor"
51,6.31,2.48,4.903,1.496,"versicolor"
51,6.1,2.789,4.696,1.202,"versicolor"
51,6.389,2.917,4.31,1.3,"versicolor"
51,6.62,2.995,4.393,1.395,"versicolor"
51,6.82,2.8,4.789,1.395,"versicolor"
51,6.712,2.997,4.994,1.704,"versicolor"
51,6.031,2.89,4.514,1.53,"versicolor"
51,5.703,2.587,3.515,0.993,"versicolor"
51,5.495,2.395,3.802,1.104,"versicolor"
51,5.497,2.402,3.716,1.004,"versicolor"
51,5.791,2.695,3.907,1.208,"versicolor"
51,6.01,2.681,5.101,1.6,"versicolor"
51,5.391,3.007,4.488,1.51,"versicolor"
51,5.997,3.383,4.499,1.596,"versicolor"
51,6.694,3.096,4.708,1.495,"versicolor"
51,6.294,2.3,4.385,1.309,"versicolor"
51,5.597,2.996,4.097,1.312,"versicolor"
51,5.492,2.488,4,1.298,"versicolor"
51,5.517,2.599,4.399,1.216,"versicolor"
51,6.081,2.996,4.596,1.399,"versicolor"
51,5.787,2.615,4.011,1.215,"versicolor"
51,4.998,2.302,3.301,0.997,"versicolor"
51,5.595,2.692,4.197,1.294,"versicolor"
51,5.688,3.007,4.205,1.208,"versicolor"
51,5.685,2.897,4.199,1.298,"versicolor"
51,6.187,2.907,4.283,1.31,"versicolor"
51,5.102,2.502,2.997,1.088,"versicolor"
51,5.714,2.811,4.101,1.303,"versicolor"
51,6.294,3.308,5.987,2.498,"virginica"
51,5.806,2.69,5.107,1.882,"virginica"
51,7.092,3.001,5.93,2.119,"virginica"
51,6.288,2.906,5.599,1.795,"virginica"
51,6.489,2.997,5.794,2.202,"virginica"
51,7.589,2.99,6.59,2.112,"virginica"
51,4.903,2.498,4.51,1.7,"virginica"
51,7.305,2.878,6.322,1.801,"virginica"
51,6.692,2.512,5.792,1.794,"virginica"
51,7.2,3.608,6.09,2.497,"virginica"
51,6.482,3.208,5.105,2.001,"virginica"
51,6.38,2.684,5.302,1.887,"virginica"
51,6.796,2.996,5.501,2.098,"virginica"
51,5.695,2.491,4.984,2.011,"virginica"
51,5.804,2.799,5.089,2.406,"virginica"
51,6.383,3.195,5.298,2.29,"virginica"
51,6.512,3,5.513,1.787,"virginica"
51,7.708,3.787,6.704,2.19,"virginica"
51,7.711,2.59,6.889,2.306,"virginica"
51,5.983,2.19,4.988,1.485,"virginica"
51,6.89,3.201,5.704,2.293,"virginica"
51,5.595,2.81,4.899,2.003,"virginica"
51,7.685,2.771,6.717,1.995,"virginica"
51,6.312,2.701,4.9,1.79,"virginica"
51,6.701,3.294,5.702,2.092,"virginica"
51,7.205,3.216,6.008,1.8,"virginica"
51,6.19,2.811,4.803,1.8,"virginica"
51,6.106,2.999,4.908,1.791,"virginica"
51,6.406,2.816,5.604,2.107,"virginica"
51,7.218,3.012,5.791,1.609,"virginica"
51,7.391,2.799,6.098,1.898,"virginica"
51,7.909,3.806,6.405,2.005,"virginica"
51,6.405,2.781,5.621,2.19,"virginica"
51,6.308,2.81,5.096,1.501,"virginica"
51,6.089,2.596,5.592,1.385,"virginica"
51,7.694,3.011,6.094,2.289,"virginica"
51,6.295,3.395,5.603,2.394,"virginica"
51,6.395,3.085,5.49,1.799,"virginica"
51,6.003,2.994,4.801,1.806,"virginica"
51,6.903,3.1,5.397,2.102,"virginica"
51,6.701,3.077,5.61,2.402,"virginica"
51,6.909,3.094,5.11,2.297,"virginica"
51,5.79,2.704,5.099,1.902,"virginica"
51,6.782,3.211,5.915,2.289,"virginica"
51,6.709,3.292,5.702,2.501,"virginica"
51,6.709,2.994,5.205,2.314,"virginica"
51,6.287,2.505,5.001,1.895,"virginica"
51,6.506,2.998,5.187,2.028,"virginica"
51,6.196,3.404,5.407,2.298,"virginica"
51,5.909,2.981,5.111,1.781,"virginica"
