"sample","Sepal.Length","Sepal.Width","Petal.Length","Petal.Width","Species"
95,5.098,3.493,1.39,0.192,"setosa"
95,4.892,3.005,1.392,0.203,"setosa"
95,4.705,3.198,1.305,0.206,"setosa"
95,4.597,3.088,1.495,0.215,"setosa"
95,5.006,3.593,1.399,0.201,"setosa"
95,5.399,3.907,1.702,0.41,"setosa"
95,4.606,3.407,1.4,0.286,"setosa"
95,5.019,3.388,1.508,0.19,"setosa"
95,4.395,2.889,1.411,0.21,"setosa"
95,4.895,3.114,1.496,0.096,"setosa"
95,5.391,3.714,1.505,0.196,"setosa"
95,4.804,3.401,1.593,0.195,"setosa"
95,4.792,2.997,1.396,0.1,"setosa"
95,4.311,2.994,1.093,0.104,"setosa"
95,5.788,4.002,1.202,0.205,"setosa"
95,5.716,4.412,1.512,0.395,"setosa"
95,5.39,3.9,1.306,0.388,"setosa"
95,5.1,3.477,1.391,0.295,"setosa"
95,5.699,3.799,1.705,0.282,"setosa"
95,5.094,3.788,1.5,0.298,"setosa"
95,5.405,3.4,1.704,0.197,"setosa"
95,5.106,3.703,1.497,0.395,"setosa"
95,4.593,3.592,0.998,0.215,"setosa"
95,5.09,3.313,1.692,0.499,"setosa"
95,4.804,3.401,1.9,0.212,"setosa"
95,5.003,3,1.612,0.194,"setosa"
95,5.002,3.389,1.581,0.42,"setosa"
95,5.208,3.518,1.506,0.217,"setosa"
95,5.197,3.405,1.398,0.199,"setosa"
95,4.7,3.198,1.596,0.219,"setosa"
95,4.8,3.096,1.594,0.206,"setosa"
95,5.403,3.394,1.501,0.407,"setosa"
95,5.206,4.1,1.496,0.099,"setosa"
95,5.505,4.193,1.4,0.216,"setosa"
95,4.887,3.11,1.49,0.204,"setosa"
95,4.99,3.197,1.193,0.207,"setosa"
95,5.506,3.503,1.315,0.206,"setosa"
95,4.899,3.585,1.401,0.103,"setosa"
95,4.401,3.002,1.297,0.217,"setosa"
95,5.108,3.404,1.49,0.2,"setosa"
95,4.988,3.501,1.298,0.301,"setosa"
95,4.507,2.321,1.299,0.322,"setosa"
95,4.408,3.203,1.282,0.208,"setosa"
95,5.011,3.494,1.612,0.601,"setosa"
95,5.121,3.806,1.889,0.394,"setosa"
95,4.794,3.002,1.41,0.282,"setosa"
95,5.101,3.805,1.595,0.194,"setosa"
95,4.604,3.204,1.39,0.209,"setosa"
95,5.289,3.7,1.495,0.215,"setosa"
95,5.009,3.299,1.404,0.198,"setosa"
95,6.995,3.202,4.715,1.407,"versicolor"
95,6.406,3.199,4.515,1.487,"versicolor"
95,6.901,3.106,4.906,1.493,"versicolor"
95,5.488,2.321,4.004,1.289,"versicolor"
95,6.513,2.795,4.622,1.504,"versicolor"
95,5.696,2.798,4.498,1.305,"versicolor"
95,6.273,3.292,4.689,1.582,"versicolor"
95,4.903,2.384,3.312,0.995,"versicolor"
95,6.566,2.898,4.603,1.304,"versicolor"
95,5.206,2.693,3.913,1.402,"versicolor"
95,4.988,2.007,3.502,1.004,"versicolor"
95,5.893,2.996,4.208,1.493,"versicolor"
95,5.988,2.187,4.014,1.012,"versicolor"
95,6.09,2.885,4.709,1.384,"versicolor"
95,5.593,2.882,3.609,1.286,"versicolor"
95,6.693,3.081,4.406,1.392,"versicolor"
95,5.592,3.014,4.503,1.504,"versicolor"
95,5.811,2.712,4.087,1.009,"versicolor"
95,6.208,2.191,4.511,1.516,"versicolor"
95,5.598,2.51,3.895,1.087,"versicolor"
95,5.898,3.203,4.798,1.793,"versicolor"
95,6.111,2.804,4.008,1.284,"versicolor"
95,6.302,2.488,4.911,1.494,"versicolor"
95,6.097,2.814,4.687,1.226,"versicolor"
95,6.41,2.9,4.317,1.298,"versicolor"
95,6.609,3.012,4.402,1.414,"versicolor"
95,6.794,2.793,4.79,1.403,"versicolor"
95,6.695,2.988,5.008,1.695,"versicolor"
95,6.011,2.9,4.485,1.507,"versicolor"
95,5.698,2.592,3.487,1.001,"versicolor"
95,5.507,2.4,3.796,1.095,"versicolor"
95,5.515,2.405,3.713,1.004,"versicolor"
95,5.813,2.703,3.904,1.198,"versicolor"
95,5.994,2.71,5.089,1.597,"versicolor"
95,5.379,2.991,4.512,1.494,"versicolor"
95,6.005,3.399,4.492,1.598,"versicolor"
95,6.707,3.11,4.68,1.485,"versicolor"
95,6.298,2.288,4.405,1.31,"versicolor"
95,5.609,2.998,4.085,1.312,"versicolor"
95,5.503,2.496,4.004,1.308,"versicolor"
95,5.514,2.595,4.399,1.191,"versicolor"
