"sample","Sepal.Length","Sepal.Width","Petal.Length","Petal.Width","Species"
86,5.102,3.494,1.383,0.197,"setosa"
86,4.892,2.991,1.416,0.202,"setosa"
86,4.707,3.205,1.311,0.204,"setosa"
86,4.591,3.107,1.497,0.176,"setosa"
86,5.007,3.584,1.413,0.185,"setosa"
86,5.402,3.909,1.698,0.412,"setosa"
86,4.604,3.4,1.402,0.293,"setosa"
86,4.988,3.399,1.492,0.199,"setosa"
86,4.419,2.897,1.42,0.195,"setosa"
86,4.884,3.098,1.502,0.119,"setosa"
86,5.386,3.676,1.504,0.192,"setosa"
86,4.794,3.393,1.611,0.214,"setosa"
86,4.799,2.99,1.401,0.106,"setosa"
86,4.298,2.985,1.111,0.099,"setosa"
86,5.797,4.014,1.192,0.192,"setosa"
86,5.69,4.392,1.487,0.4,"setosa"
86,5.397,3.894,1.305,0.407,"setosa"
86,5.1,3.49,1.4,0.292,"setosa"
86,5.699,3.791,1.706,0.298,"setosa"
86,5.1,3.794,1.506,0.298,"setosa"
86,5.399,3.4,1.703,0.204,"setosa"
86,5.1,3.697,1.497,0.396,"setosa"
86,4.598,3.582,1.021,0.211,"setosa"
86,5.101,3.323,1.703,0.487,"setosa"
86,4.809,3.388,1.906,0.202,"setosa"
86,5.016,2.997,1.598,0.193,"setosa"
86,5.009,3.388,1.617,0.401,"setosa"
86,5.193,3.511,1.49,0.193,"setosa"
86,5.193,3.406,1.398,0.195,"setosa"
86,4.694,3.179,1.604,0.2,"setosa"
86,4.809,3.089,1.595,0.193,"setosa"
86,5.405,3.394,1.51,0.401,"setosa"
86,5.192,4.1,1.507,0.092,"setosa"
86,5.509,4.189,1.423,0.195,"setosa"
86,4.903,3.113,1.492,0.186,"setosa"
86,5.002,3.204,1.191,0.217,"setosa"
86,5.483,3.492,1.313,0.188,"setosa"
86,4.909,3.599,1.404,0.1,"setosa"
86,4.401,2.992,1.284,0.194,"setosa"
86,5.091,3.411,1.497,0.193,"setosa"
86,5.019,3.513,1.291,0.306,"setosa"
86,4.498,2.299,1.299,0.289,"setosa"
86,4.389,3.202,1.31,0.202,"setosa"
86,5.002,3.517,1.591,0.59,"setosa"
86,5.111,3.783,1.908,0.405,"setosa"
86,4.79,2.991,1.418,0.297,"setosa"
86,5.111,3.804,1.618,0.192,"setosa"
86,4.591,3.194,1.412,0.197,"setosa"
