"sample","Sepal.Length","Sepal.Width","Petal.Length","Petal.Width","Species"
38,5.086,3.507,1.389,0.225,"setosa"
38,4.894,2.994,1.415,0.21,"setosa"
38,4.697,3.182,1.298,0.205,"setosa"
38,4.595,3.103,1.499,0.188,"setosa"
38,5.025,3.588,1.414,0.199,"setosa"
38,5.391,3.903,1.696,0.403,"setosa"
38,4.62,3.391,1.4,0.311,"setosa"
38,5.012,3.395,1.508,0.213,"setosa"
38,4.384,2.897,1.39,0.183,"setosa"
38,4.903,3.115,1.49,0.115,"setosa"
38,5.395,3.677,1.528,0.204,"setosa"
38,4.786,3.401,1.588,0.19,"setosa"
38,4.798,2.998,1.414,0.106,"setosa"
38,4.305,3.007,1.09,0.096,"setosa"
38,5.806,3.996,1.218,0.201,"setosa"
38,5.691,4.403,1.507,0.402,"setosa"
38,5.386,3.893,1.305,0.41,"setosa"
38,5.096,3.511,1.406,0.305,"setosa"
38,5.708,3.808,1.695,0.292,"setosa"
38,5.105,3.812,1.517,0.294,"setosa"
38,5.382,3.4,1.693,0.187,"setosa"
38,5.107,3.695,1.518,0.395,"setosa"
38,4.608,3.594,1.015,0.209,"setosa"
38,5.117,3.288,1.691,0.5,"setosa"
38,4.802,3.377,1.894,0.188,"setosa"
38,4.994,2.993,1.595,0.208,"setosa"
38,5.004,3.39,1.588,0.423,"setosa"
38,5.201,3.516,1.503,0.199,"setosa"
38,5.21,3.402,1.412,0.217,"setosa"
38,4.711,3.213,1.605,0.198,"setosa"
38,4.81,3.083,1.596,0.186,"setosa"
38,5.385,3.408,1.482,0.408,"setosa"
38,5.21,4.092,1.489,0.092,"setosa"
38,5.487,4.229,1.385,0.217,"setosa"
38,4.905,3.103,1.503,0.203,"setosa"
38,5.012,3.18,1.203,0.202,"setosa"
38,5.512,3.499,1.308,0.209,"setosa"
38,4.89,3.605,1.397,0.1,"setosa"
38,4.406,2.991,1.311,0.202,"setosa"
38,5.084,3.398,1.487,0.199,"setosa"
38,4.998,3.489,1.311,0.3,"setosa"
38,4.5,2.29,1.301,0.311,"setosa"
38,4.417,3.207,1.301,0.183,"setosa"
38,4.99,3.497,1.591,0.611,"setosa"
38,5.107,3.798,1.895,0.399,"setosa"
38,4.808,3.001,1.396,0.328,"setosa"
38,5.096,3.787,1.592,0.186,"setosa"
38,4.587,3.194,1.403,0.22,"setosa"
38,5.314,3.709,1.481,0.2,"setosa"
38,5.016,3.289,1.417,0.217,"setosa"
38,6.997,3.195,4.695,1.403,"versicolor"
38,6.405,3.196,4.49,1.491,"versicolor"
38,6.876,3.108,4.889,1.497,"versicolor"
38,5.508,2.306,4.002,1.293,"versicolor"
38,6.498,2.799,4.608,1.511,"versicolor"
38,5.697,2.802,4.481,1.296,"versicolor"
38,6.293,3.296,4.703,1.601,"versicolor"
38,4.912,2.4,3.309,1.008,"versicolor"
38,6.6,2.898,4.613,1.305,"versicolor"
38,5.199,2.712,3.898,1.383,"versicolor"
38,4.998,1.995,3.508,0.994,"versicolor"
38,5.908,2.995,4.202,1.514,"versicolor"
38,5.992,2.197,4.009,0.982,"versicolor"
38,6.09,2.9,4.697,1.404,"versicolor"
38,5.614,2.889,3.588,1.28,"versicolor"
38,6.683,3.112,4.393,1.389,"versicolor"
38,5.608,2.988,4.511,1.493,"versicolor"
38,5.794,2.707,4.107,1.004,"versicolor"
38,6.192,2.195,4.507,1.49,"versicolor"
38,5.596,2.518,3.89,1.093,"versicolor"
38,5.912,3.208,4.795,1.805,"versicolor"
38,6.101,2.797,3.993,1.303,"versicolor"
38,6.298,2.514,4.892,1.494,"versicolor"
38,6.094,2.805,4.692,1.209,"versicolor"
38,6.408,2.904,4.293,1.301,"versicolor"
38,6.605,2.99,4.403,1.403,"versicolor"
38,6.808,2.788,4.808,1.404,"versicolor"
38,6.701,2.989,5.004,1.71,"versicolor"
38,6.008,2.898,4.512,1.493,"versicolor"
38,5.684,2.595,3.51,1,"versicolor"
38,5.49,2.401,3.793,1.074,"versicolor"
38,5.507,2.397,3.697,0.999,"versicolor"
38,5.8,2.696,3.896,1.186,"versicolor"
38,6.009,2.716,5.093,1.606,"versicolor"
38,5.406,3.009,4.492,1.498,"versicolor"
38,6.013,3.392,4.498,1.599,"versicolor"
38,6.712,3.102,4.696,1.511,"versicolor"
