"sample","Sepal.Length","Sepal.Width","Petal.Length","Petal.Width","Species"
31,5.106,3.491,1.403,0.204,"setosa"
31,4.893,3.008,1.396,0.197,"setosa"
31,4.696,3.207,1.283,0.178,"setosa"
31,4.615,3.09,1.509,0.2,"setosa"
31,4.998,3.586,1.396,0.209,"setosa"
31,5.402,3.908,1.704,0.386,"setosa"
31,4.592,3.419,1.414,0.295,"setosa"
31,4.99,3.409,1.498,0.2,"setosa"
31,4.396,2.91,1.403,0.216,"setosa"
31,4.9,3.088,1.499,0.107,"setosa"
31,5.39,3.701,1.498,0.204,"setosa"
31,4.777,3.4,1.61,0.2,"setosa"
31,4.794,2.983,1.419,0.105,"setosa"
31,4.297,2.982,1.122,0.104,"setosa"
31,5.819,3.983,1.21,0.201,"setosa"
31,5.697,4.396,1.515,0.386,"setosa"
31,5.392,3.877,1.293,0.392,"setosa"
31,5.103,3.498,1.398,0.307,"setosa"
31,5.702,3.798,1.697,0.275,"setosa"
31,5.094,3.819,1.505,0.303,"setosa"
31,5.401,3.409,1.703,0.208,"setosa"
31,5.103,3.684,1.497,0.399,"setosa"
31,4.598,3.616,1.005,0.206,"setosa"
31,5.087,3.289,1.7,0.499,"setosa"
31,4.798,3.387,1.894,0.2,"setosa"
31,5.004,2.992,1.602,0.211,"setosa"
31,5.013,3.383,1.607,0.411,"setosa"
31,5.215,3.505,1.505,0.223,"setosa"
31,5.196,3.404,1.404,0.192,"setosa"
31,4.701,3.176,1.6,0.192,"setosa"
31,4.8,3.104,1.607,0.19,"setosa"
31,5.395,3.401,1.52,0.399,"setosa"
31,5.209,4.092,1.494,0.094,"setosa"
31,5.499,4.198,1.406,0.194,"setosa"
31,4.905,3.106,1.5,0.202,"setosa"
31,5.008,3.204,1.189,0.208,"setosa"
31,5.521,3.506,1.282,0.188,"setosa"
31,4.912,3.606,1.406,0.108,"setosa"
31,4.39,2.987,1.288,0.199,"setosa"
31,5.095,3.393,1.505,0.205,"setosa"
31,4.988,3.504,1.288,0.3,"setosa"
31,4.506,2.287,1.3,0.305,"setosa"
31,4.421,3.2,1.311,0.201,"setosa"
31,5.004,3.485,1.607,0.6,"setosa"
31,5.105,3.775,1.911,0.424,"setosa"
31,4.787,2.983,1.393,0.288,"setosa"
31,5.095,3.816,1.609,0.185,"setosa"
31,4.599,3.186,1.393,0.216,"setosa"
31,5.317,3.697,1.498,0.202,"setosa"
31,4.984,3.293,1.395,0.207,"setosa"
31,7.025,3.194,4.704,1.394,"versicolor"
31,6.385,3.217,4.506,1.49,"versicolor"
31,6.893,3.096,4.912,1.495,"versicolor"
31,5.497,2.312,3.993,1.289,"versicolor"
31,6.498,2.805,4.587,1.509,"versicolor"
31,5.688,2.801,4.503,1.312,"versicolor"
31,6.301,3.282,4.714,1.602,"versicolor"
31,4.886,2.409,3.283,0.993,"versicolor"
31,6.614,2.901,4.578,1.3,"versicolor"
31,5.189,2.682,3.921,1.388,"versicolor"
31,4.997,1.989,3.485,0.987,"versicolor"
31,5.901,2.992,4.191,1.492,"versicolor"
31,5.998,2.179,4.001,0.994,"versicolor"
31,6.091,2.9,4.695,1.398,"versicolor"
31,5.6,2.869,3.573,1.307,"versicolor"
31,6.705,3.08,4.401,1.416,"versicolor"
31,5.595,3.022,4.494,1.5,"versicolor"
31,5.784,2.698,4.108,1.007,"versicolor"
31,6.198,2.207,4.512,1.515,"versicolor"
31,5.596,2.493,3.883,1.095,"versicolor"
31,5.896,3.211,4.812,1.809,"versicolor"
31,6.1,2.809,4.012,1.277,"versicolor"
31,6.304,2.489,4.889,1.49,"versicolor"
31,6.103,2.802,4.7,1.206,"versicolor"
31,6.418,2.893,4.295,1.295,"versicolor"
31,6.596,2.994,4.408,1.398,"versicolor"
31,6.791,2.808,4.807,1.403,"versicolor"
31,6.676,3.013,5.006,1.704,"versicolor"
31,5.989,2.891,4.506,1.501,"versicolor"
31,5.697,2.598,3.497,0.99,"versicolor"
31,5.507,2.405,3.8,1.102,"versicolor"
31,5.503,2.388,3.698,0.994,"versicolor"
31,5.794,2.706,3.896,1.21,"versicolor"
31,5.993,2.697,5.081,1.599,"versicolor"
31,5.405,2.999,4.504,1.504,"versicolor"
31,5.995,3.401,4.511,1.583,"versicolor"
31,6.695,3.104,4.72,1.502,"versicolor"
31,6.288,2.318,4.414,1.305,"versicolor"
31,5.593,2.993,4.105,1.287,"versicolor"
31,5.502,2.506,4.002,1.302,"versicolor"
31,5.484,2.601,4.403,1.21,"versicolor"
31,6.091,3.005,4.607,1.412,"versicolor"
31,5.798,2.604,4.003,1.202,"versicolor"
31,4.992,2.296,3.301,0.994,"versicolor"
31,5.582,2.699,4.188,1.294,"versicolor"
31,5.699,3.006,4.203,1.207,"versicolor"
31,5.693,2.904,4.204,1.286,"versicolor"
31,6.204,2.906,4.311,1.302,"versicolor"
31,5.101,2.488,2.986,1.095,"versicolor"
31,5.703,2.784,4.102,1.298,"versicolor"
31,6.29,3.306,5.992,2.513,"virginica"
31,5.791,2.684,5.107,1.904,"virginica"
31,7.114,2.991,5.906,2.084,"virginica"
31,6.312,2.888,5.598,1.794,"virginica"
31,6.513,2.996,5.801,2.192,"virginica"
31,7.61,3.012,6.582,2.1,"virginica"
31,4.9,2.504,4.496,1.68,"virginica"
31,7.306,2.889,6.299,1.819,"virginica"
31,6.694,2.512,5.79,1.806,"virginica"
31,7.188,3.599,6.103,2.508,"virginica"
31,6.505,3.204,5.103,1.991,"virginica"
31,6.403,2.692,5.295,1.905,"virginica"
31,6.811,3.005,5.516,2.101,"virginica"
31,5.698,2.482,5.012,1.99,"virginica"
31,5.809,2.799,5.098,2.378,"virginica"
31,6.401,3.207,5.301,2.308,"virginica"
31,6.496,3.015,5.491,1.807,"virginica"
31,7.69,3.792,6.711,2.204,"virginica"
31,7.679,2.606,6.891,2.298,"virginica"
31,5.996,2.186,5.01,1.505,"virginica"
31,6.896,3.187,5.696,2.297,"virginica"
31,5.61,2.813,4.921,2.011,"virginica"
31,7.697,2.793,6.7,1.999,"virginica"
31,6.302,2.696,4.905,1.808,"virginica"
31,6.704,3.294,5.712,2.096,"virginica"
31,7.202,3.188,6.005,1.81,"virginica"
31,6.199,2.798,4.802,1.802,"virginica"
31,6.099,2.999,4.908,1.805,"virginica"
31,6.403,2.808,5.617,2.108,"virginica"
31,7.211,3.007,5.815,1.592,"virginica"
31,7.398,2.804,6.1,1.891,"virginica"
31,7.908,3.788,6.391,2.004,"virginica"
31,6.405,2.802,5.588,2.186,"virginica"
31,6.311,2.817,5.115,1.51,"virginica"
31,6.096,2.603,5.602,1.412,"virginica"
31,7.695,2.99,6.087,2.311,"virginica"
31,6.296,3.412,5.598,2.406,"virginica"
31,6.391,3.091,5.512,1.794,"virginica"
31,6.005,2.997,4.802,1.797,"virginica"
31,6.902,3.093,5.398,2.103,"virginica"
31,6.695,3.093,5.592,2.407,"virginica"
31,6.898,3.11,5.107,2.297,"virginica"
