"sample","Sepal.Length","Sepal.Width","Petal.Length","Petal.Width","Species"
12,5.121,3.489,1.408,0.194,"setosa"
12,4.885,2.997,1.414,0.197,"setosa"
12,4.709,3.208,1.302,0.199,"setosa"
12,4.602,3.089,1.485,0.185,"setosa"
12,5.004,3.609,1.395,0.215,"setosa"
12,5.405,3.92,1.689,0.4,"setosa"
12,4.591,3.406,1.421,0.301,"setosa"
12,4.995,3.386,1.509,0.183,"setosa"
12,4.392,2.893,1.392,0.22,"setosa"
12,4.898,3.095,1.493,0.101,"setosa"
12,5.384,3.696,1.485,0.199,"setosa"
12,4.792,3.386,1.596,0.181,"setosa"
12,4.791,3.008,1.401,0.097,"setosa"
12,4.299,2.98,1.084,0.092,"setosa"
12,5.814,4.01,1.204,0.198,"setosa"
12,5.706,4.396,1.495,0.397,"setosa"
12,5.419,3.895,1.302,0.395,"setosa"
12,5.095,3.499,1.406,0.293,"setosa"
12,5.708,3.801,1.688,0.29,"setosa"
12,5.089,3.793,1.505,0.302,"setosa"
12,5.395,3.415,1.676,0.175,"setosa"
12,5.096,3.706,1.483,0.394,"setosa"
12,4.589,3.596,0.99,0.187,"setosa"
12,5.095,3.312,1.695,0.509,"setosa"
12,4.803,3.413,1.913,0.205,"setosa"
12,5,3.004,1.595,0.205,"setosa"
12,4.991,3.386,1.598,0.399,"setosa"
12,5.206,3.492,1.498,0.198,"setosa"
12,5.2,3.393,1.402,0.211,"setosa"
12,4.692,3.201,1.582,0.204,"setosa"
12,4.805,3.098,1.613,0.204,"setosa"
12,5.411,3.399,1.505,0.413,"setosa"
12,5.205,4.084,1.504,0.102,"setosa"
12,5.483,4.204,1.414,0.192,"setosa"
12,4.915,3.089,1.504,0.209,"setosa"
12,5.003,3.188,1.19,0.213,"setosa"
12,5.495,3.51,1.302,0.203,"setosa"
12,4.904,3.599,1.392,0.083,"setosa"
12,4.401,2.996,1.31,0.199,"setosa"
12,5.116,3.383,1.498,0.217,"setosa"
12,5.012,3.493,1.286,0.318,"setosa"
12,4.508,2.298,1.291,0.307,"setosa"
12,4.394,3.196,1.311,0.201,"setosa"
12,4.981,3.502,1.611,0.588,"setosa"
12,5.091,3.799,1.914,0.401,"setosa"
12,4.822,3.003,1.402,0.287,"setosa"
12,5.103,3.815,1.612,0.207,"setosa"
12,4.601,3.214,1.386,0.196,"setosa"
12,5.299,3.689,1.495,0.198,"setosa"
12,4.988,3.318,1.4,0.204,"setosa"
12,6.988,3.189,4.702,1.416,"versicolor"
12,6.417,3.189,4.515,1.499,"versicolor"
12,6.919,3.093,4.896,1.482,"versicolor"
12,5.498,2.299,4.003,1.303,"versicolor"
12,6.489,2.8,4.591,1.508,"versicolor"
12,5.688,2.789,4.494,1.306,"versicolor"
12,6.3,3.294,4.696,1.597,"versicolor"
12,4.904,2.4,3.322,1.021,"versicolor"
12,6.61,2.887,4.615,1.307,"versicolor"
12,5.186,2.715,3.895,1.397,"versicolor"
12,5.012,1.993,3.501,0.995,"versicolor"
12,5.9,2.99,4.209,1.509,"versicolor"
12,6.007,2.216,4.009,1.008,"versicolor"
12,6.079,2.881,4.712,1.426,"versicolor"
12,5.61,2.903,3.605,1.295,"versicolor"
12,6.707,3.115,4.398,1.415,"versicolor"
12,5.587,2.987,4.499,1.49,"versicolor"
12,5.813,2.686,4.116,0.982,"versicolor"
12,6.193,2.206,4.5,1.507,"versicolor"
12,5.601,2.518,3.883,1.115,"versicolor"
12,5.906,3.2,4.814,1.798,"versicolor"
12,6.118,2.788,4.003,1.314,"versicolor"
12,6.308,2.507,4.908,1.514,"versicolor"
12,6.092,2.812,4.693,1.195,"versicolor"
12,6.413,2.915,4.304,1.297,"versicolor"
12,6.587,2.993,4.382,1.391,"versicolor"
12,6.8,2.797,4.799,1.412,"versicolor"
12,6.709,2.99,4.994,1.699,"versicolor"
12,6.01,2.903,4.493,1.491,"versicolor"
12,5.71,2.597,3.48,1,"versicolor"
12,5.487,2.406,3.823,1.095,"versicolor"
12,5.49,2.412,3.683,0.995,"versicolor"
12,5.798,2.695,3.896,1.207,"versicolor"
12,5.993,2.692,5.102,1.599,"versicolor"
12,5.402,2.988,4.493,1.5,"versicolor"
12,5.988,3.421,4.501,1.585,"versicolor"
12,6.704,3.107,4.69,1.506,"versicolor"
12,6.308,2.298,4.389,1.294,"versicolor"
12,5.585,3.018,4.097,1.308,"versicolor"
12,5.497,2.503,3.992,1.309,"versicolor"
12,5.49,2.595,4.394,1.18,"versicolor"
12,6.098,2.998,4.601,1.389,"versicolor"
12,5.822,2.609,3.997,1.196,"versicolor"
12,5.004,2.289,3.307,1.013,"versicolor"
12,5.594,2.723,4.192,1.287,"versicolor"
12,5.685,2.998,4.206,1.204,"versicolor"
12,5.712,2.898,4.201,1.309,"versicolor"
12,6.205,2.89,4.313,1.295,"versicolor"
12,5.1,2.501,3.006,1.102,"versicolor"
12,5.704,2.805,4.093,1.282,"versicolor"
12,6.313,3.297,6,2.5,"virginica"
12,5.793,2.711,5.093,1.904,"virginica"
12,7.093,3.002,5.88,2.115,"virginica"
12,6.299,2.918,5.599,1.796,"virginica"
12,6.497,3.009,5.793,2.191,"virginica"
12,7.596,3.016,6.609,2.117,"virginica"
12,4.89,2.485,4.486,1.687,"virginica"
12,7.277,2.911,6.295,1.805,"virginica"
12,6.693,2.498,5.802,1.796,"virginica"
12,7.202,3.588,6.097,2.5,"virginica"
12,6.497,3.192,5.092,2.03,"virginica"
12,6.407,2.667,5.313,1.899,"virginica"
12,6.803,3.011,5.495,2.106,"virginica"
12,5.693,2.485,4.999,1.995,"virginica"
12,5.809,2.792,5.095,2.397,"virginica"
12,6.405,3.195,5.286,2.312,"virginica"
12,6.501,3.001,5.504,1.802,"virginica"
12,7.698,3.8,6.699,2.187,"virginica"
12,7.702,2.599,6.889,2.314,"virginica"
12,5.989,2.213,5.003,1.5,"virginica"
12,6.904,3.224,5.691,2.306,"virginica"
12,5.612,2.806,4.907,1.988,"virginica"
12,7.698,2.797,6.699,1.997,"virginica"
12,6.29,2.709,4.903,1.809,"virginica"
12,6.69,3.28,5.696,2.106,"virginica"
12,7.202,3.21,6.006,1.81,"virginica"
12,6.199,2.807,4.808,1.796,"virginica"
12,6.106,2.991,4.883,1.8,"virginica"
12,6.405,2.793,5.583,2.102,"virginica"
12,7.192,2.996,5.81,1.592,"virginica"
12,7.401,2.806,6.112,1.9,"virginica"
12,7.902,3.806,6.405,2.003,"virginica"
12,6.384,2.791,5.62,2.2,"virginica"
12,6.297,2.81,5.115,1.504,"virginica"
12,6.094,2.588,5.595,1.393,"virginica"
12,7.703,3.012,6.078,2.295,"virginica"
12,6.304,3.399,5.612,2.386,"virginica"
12,6.406,3.105,5.503,1.825,"virginica"
12,5.996,3,4.786,1.806,"virginica"
12,6.89,3.109,5.402,2.091,"virginica"
12,6.696,3.108,5.593,2.385,"virginica"
12,6.921,3.091,5.103,2.294,"virginica"
12,5.8,2.687,5.103,1.894,"virginica"
12,6.797,3.191,5.898,2.295,"virginica"
12,6.711,3.299,5.71,2.493,"virginica"
12,6.687,2.993,5.217,2.285,"virginica"
12,6.298,2.5,5.002,1.886,"virginica"
12,6.49,3.004,5.207,1.982,"virginica"
12,6.209,3.402,5.41,2.318,"virginica"
12,5.901,3.003,5.11,1.783,"virginica"
