"sample","Sepal.Length","Sepal.Width","Petal.Length","Petal.Width","Species"
89,5.106,3.51,1.393,0.193,"setosa"
89,4.908,3.006,1.413,0.211,"setosa"
89,4.696,3.194,1.31,0.201,"setosa"
89,4.58,3.109,1.495,0.187,"setosa"
89,4.992,3.576,1.394,0.189,"setosa"
89,5.4,3.878,1.709,0.419,"setosa"
89,4.6,3.395,1.407,0.298,"setosa"
89,4.996,3.402,1.502,0.191,"setosa"
89,4.405,2.88,1.384,0.195,"setosa"
89,4.905,3.103,1.509,0.114,"setosa"
89,5.401,3.712,1.495,0.213,"setosa"
89,4.794,3.402,1.613,0.202,"setosa"
89,4.793,3.012,1.409,0.1,"setosa"
89,4.302,2.993,1.109,0.092,"setosa"
89,5.781,3.997,1.197,0.185,"setosa"
89,5.684,4.4,1.507,0.404,"setosa"
89,5.397,3.903,1.304,0.401,"setosa"
89,5.1,3.507,1.392,0.317,"setosa"
89,5.699,3.82,1.703,0.298,"setosa"
89,5.104,3.804,1.49,0.301,"setosa"
89,5.413,3.396,1.689,0.218,"setosa"
89,5.105,3.696,1.502,0.405,"setosa"
89,4.604,3.601,1.013,0.215,"setosa"
89,5.102,3.307,1.704,0.512,"setosa"
89,4.782,3.408,1.904,0.219,"setosa"
89,5.005,3.026,1.62,0.203,"setosa"
89,5.002,3.391,1.6,0.385,"setosa"
89,5.205,3.51,1.495,0.205,"setosa"
89,5.18,3.403,1.402,0.187,"setosa"
89,4.707,3.198,1.589,0.205,"setosa"
89,4.82,3.095,1.593,0.195,"setosa"
89,5.389,3.408,1.506,0.392,"setosa"
89,5.192,4.098,1.496,0.095,"setosa"
89,5.503,4.209,1.434,0.195,"setosa"
89,4.895,3.089,1.499,0.204,"setosa"
89,4.992,3.201,1.188,0.194,"setosa"
89,5.519,3.49,1.301,0.208,"setosa"
89,4.884,3.598,1.398,0.096,"setosa"
89,4.404,3.005,1.286,0.215,"setosa"
89,5.11,3.385,1.501,0.183,"setosa"
89,4.981,3.51,1.3,0.31,"setosa"
89,4.498,2.302,1.291,0.299,"setosa"
89,4.408,3.181,1.29,0.193,"setosa"
89,4.993,3.484,1.605,0.581,"setosa"
89,5.106,3.816,1.892,0.415,"setosa"
89,4.808,3.015,1.398,0.31,"setosa"
89,5.085,3.801,1.596,0.186,"setosa"
89,4.592,3.189,1.391,0.207,"setosa"
89,5.306,3.708,1.514,0.195,"setosa"
89,4.982,3.296,1.399,0.198,"setosa"
89,6.987,3.214,4.707,1.397,"versicolor"
89,6.395,3.204,4.491,1.514,"versicolor"
89,6.901,3.091,4.9,1.508,"versicolor"
89,5.502,2.302,3.998,1.298,"versicolor"
89,6.486,2.793,4.593,1.479,"versicolor"
89,5.7,2.81,4.503,1.319,"versicolor"
89,6.304,3.312,4.713,1.602,"versicolor"
89,4.906,2.409,3.296,1.01,"versicolor"
89,6.598,2.904,4.599,1.3,"versicolor"
89,5.207,2.691,3.903,1.407,"versicolor"
89,5.006,2.013,3.513,0.987,"versicolor"
89,5.914,3.001,4.206,1.496,"versicolor"
89,5.995,2.199,3.988,1,"versicolor"
89,6.095,2.901,4.711,1.387,"versicolor"
89,5.589,2.91,3.597,1.293,"versicolor"
89,6.71,3.119,4.384,1.388,"versicolor"
89,5.59,2.995,4.513,1.499,"versicolor"
89,5.781,2.7,4.092,0.986,"versicolor"
89,6.203,2.205,4.502,1.501,"versicolor"
89,5.602,2.489,3.898,1.082,"versicolor"
89,5.896,3.204,4.798,1.808,"versicolor"
89,6.112,2.804,4.022,1.309,"versicolor"
89,6.29,2.503,4.914,1.508,"versicolor"
89,6.121,2.821,4.701,1.195,"versicolor"
89,6.409,2.895,4.308,1.3,"versicolor"
89,6.603,2.998,4.388,1.412,"versicolor"
89,6.812,2.796,4.805,1.404,"versicolor"
89,6.715,2.996,4.992,1.706,"versicolor"
89,6.005,2.901,4.514,1.48,"versicolor"
89,5.711,2.609,3.506,1.012,"versicolor"
89,5.502,2.386,3.818,1.095,"versicolor"
89,5.49,2.402,3.694,0.989,"versicolor"
89,5.809,2.698,3.903,1.203,"versicolor"
89,6.012,2.689,5.088,1.609,"versicolor"
89,5.413,3.001,4.472,1.492,"versicolor"
89,6.013,3.412,4.49,1.613,"versicolor"
89,6.731,3.083,4.691,1.514,"versicolor"
89,6.296,2.308,4.397,1.298,"versicolor"
89,5.588,3.019,4.098,1.297,"versicolor"
89,5.49,2.508,3.988,1.299,"versicolor"
89,5.486,2.59,4.411,1.198,"versicolor"
89,6.113,2.998,4.614,1.398,"versicolor"
89,5.808,2.584,3.988,1.196,"versicolor"
89,4.998,2.288,3.31,0.99,"versicolor"
89,5.612,2.697,4.215,1.308,"versicolor"
89,5.721,2.991,4.212,1.183,"versicolor"
89,5.696,2.902,4.203,1.291,"versicolor"
89,6.198,2.913,4.302,1.314,"versicolor"
89,5.097,2.525,2.985,1.1,"versicolor"
89,5.703,2.799,4.093,1.306,"versicolor"
89,6.287,3.296,5.995,2.497,"virginica"
89,5.8,2.703,5.09,1.9,"virginica"
89,7.1,2.989,5.888,2.088,"virginica"
89,6.297,2.894,5.61,1.804,"virginica"
89,6.5,3.006,5.803,2.194,"virginica"
89,7.612,2.992,6.59,2.087,"virginica"
89,4.897,2.5,4.498,1.715,"virginica"
89,7.297,2.906,6.297,1.811,"virginica"
89,6.695,2.48,5.786,1.791,"virginica"
89,7.211,3.588,6.09,2.509,"virginica"
89,6.502,3.186,5.109,2.003,"virginica"
89,6.403,2.688,5.298,1.905,"virginica"
89,6.822,3,5.498,2.098,"virginica"
89,5.706,2.495,5.003,1.986,"virginica"
89,5.788,2.788,5.097,2.405,"virginica"
89,6.405,3.207,5.292,2.315,"virginica"
89,6.504,3.017,5.498,1.815,"virginica"
89,7.702,3.817,6.694,2.204,"virginica"
89,7.71,2.609,6.889,2.308,"virginica"
89,6.009,2.213,4.99,1.491,"virginica"
89,6.906,3.214,5.712,2.303,"virginica"
89,5.608,2.789,4.897,1.98,"virginica"
89,7.713,2.792,6.688,2.001,"virginica"
89,6.3,2.694,4.91,1.791,"virginica"
89,6.688,3.288,5.696,2.115,"virginica"
89,7.205,3.198,5.986,1.806,"virginica"
89,6.193,2.79,4.804,1.804,"virginica"
89,6.082,3.001,4.904,1.827,"virginica"
89,6.399,2.808,5.579,2.094,"virginica"
89,7.187,3.007,5.809,1.614,"virginica"
89,7.387,2.78,6.089,1.899,"virginica"
89,7.898,3.796,6.413,1.991,"virginica"
89,6.395,2.799,5.608,2.21,"virginica"
89,6.313,2.806,5.11,1.489,"virginica"
89,6.093,2.611,5.608,1.386,"virginica"
89,7.721,3.013,6.09,2.292,"virginica"
89,6.287,3.403,5.617,2.402,"virginica"
89,6.391,3.102,5.489,1.799,"virginica"
89,6.011,2.992,4.781,1.802,"virginica"
89,6.902,3.11,5.416,2.094,"virginica"
89,6.694,3.103,5.589,2.407,"virginica"
89,6.894,3.107,5.102,2.301,"virginica"
89,5.805,2.709,5.107,1.903,"virginica"
89,6.792,3.197,5.914,2.283,"virginica"
89,6.697,3.29,5.684,2.512,"virginica"
89,6.699,2.997,5.204,2.283,"virginica"
89,6.315,2.521,4.997,1.905,"virginica"
89,6.509,3.016,5.196,1.984,"virginica"
89,6.194,3.393,5.391,2.321,"virginica"
89,5.892,2.991,5.099,1.797,"virginica"
