"sample","Sepal.Length","Sepal.Width","Petal.Length","Petal.Width","Species"
83,5.115,3.508,1.389,0.209,"setosa"
83,4.909,2.99,1.408,0.191,"setosa"
83,4.694,3.206,1.303,0.207,"setosa"
83,4.594,3.102,1.514,0.194,"setosa"
83,5,3.608,1.389,0.199,"setosa"
83,5.398,3.895,1.712,0.379,"setosa"
83,4.596,3.407,1.382,0.307,"setosa"
83,5,3.416,1.504,0.191,"setosa"
83,4.4,2.879,1.414,0.195,"setosa"
83,4.894,3.1,1.498,0.103,"setosa"
83,5.412,3.699,1.481,0.196,"setosa"
83,4.797,3.408,1.607,0.207,"setosa"
83,4.811,2.99,1.418,0.106,"setosa"
83,4.319,3.007,1.097,0.104,"setosa"
83,5.785,4.012,1.202,0.218,"setosa"
83,5.689,4.399,1.532,0.397,"setosa"
83,5.401,3.908,1.309,0.402,"setosa"
83,5.106,3.513,1.405,0.318,"setosa"
83,5.7,3.811,1.705,0.322,"setosa"
83,5.117,3.791,1.514,0.311,"setosa"
83,5.394,3.416,1.695,0.211,"setosa"
83,5.095,3.679,1.493,0.396,"setosa"
83,4.593,3.589,0.996,0.188,"setosa"
83,5.106,3.303,1.699,0.487,"setosa"
83,4.814,3.417,1.9,0.198,"setosa"
83,4.994,3.009,1.604,0.194,"setosa"
83,4.991,3.396,1.617,0.39,"setosa"
83,5.198,3.49,1.501,0.211,"setosa"
83,5.216,3.39,1.401,0.189,"setosa"
83,4.694,3.196,1.615,0.208,"setosa"
83,4.793,3.12,1.599,0.209,"setosa"
83,5.422,3.404,1.525,0.41,"setosa"
83,5.184,4.101,1.497,0.086,"setosa"
83,5.482,4.199,1.394,0.192,"setosa"
83,4.903,3.092,1.475,0.212,"setosa"
83,4.99,3.196,1.23,0.195,"setosa"
83,5.493,3.5,1.287,0.188,"setosa"
83,4.898,3.606,1.403,0.108,"setosa"
83,4.405,3.006,1.295,0.205,"setosa"
83,5.092,3.425,1.5,0.192,"setosa"
83,4.989,3.508,1.307,0.303,"setosa"
83,4.505,2.298,1.298,0.294,"setosa"
83,4.391,3.188,1.309,0.198,"setosa"
83,5.011,3.507,1.599,0.596,"setosa"
83,5.093,3.811,1.908,0.377,"setosa"
83,4.786,3.008,1.387,0.302,"setosa"
83,5.095,3.801,1.588,0.186,"setosa"
83,4.603,3.2,1.398,0.2,"setosa"
83,5.293,3.725,1.494,0.196,"setosa"
83,4.988,3.298,1.4,0.192,"setosa"
83,7.011,3.208,4.705,1.383,"versicolor"
83,6.405,3.197,4.502,1.518,"versicolor"
83,6.886,3.104,4.897,1.514,"versicolor"
83,5.49,2.305,3.975,1.305,"versicolor"
83,6.508,2.777,4.592,1.521,"versicolor"
83,5.715,2.8,4.488,1.329,"versicolor"
83,6.31,3.295,4.701,1.604,"versicolor"
83,4.887,2.404,3.309,0.998,"versicolor"
83,6.595,2.912,4.595,1.308,"versicolor"
83,5.196,2.691,3.904,1.395,"versicolor"
83,4.999,1.992,3.503,0.996,"versicolor"
83,5.908,2.982,4.198,1.526,"versicolor"
83,5.989,2.209,4.002,0.996,"versicolor"
83,6.113,2.895,4.718,1.396,"versicolor"
83,5.606,2.9,3.6,1.295,"versicolor"
83,6.688,3.104,4.413,1.417,"versicolor"
83,5.586,2.997,4.518,1.508,"versicolor"
83,5.794,2.716,4.093,0.986,"versicolor"
83,6.192,2.201,4.493,1.497,"versicolor"
83,5.605,2.496,3.891,1.109,"versicolor"
83,5.892,3.202,4.789,1.799,"versicolor"
83,6.101,2.815,3.99,1.299,"versicolor"
83,6.293,2.506,4.908,1.487,"versicolor"
83,6.109,2.797,4.702,1.21,"versicolor"
83,6.389,2.902,4.295,1.295,"versicolor"
83,6.61,3.014,4.385,1.398,"versicolor"
83,6.801,2.801,4.797,1.403,"versicolor"
83,6.702,2.992,4.997,1.706,"versicolor"
83,6.009,2.912,4.477,1.512,"versicolor"
83,5.703,2.617,3.509,0.993,"versicolor"
83,5.493,2.41,3.8,1.101,"versicolor"
83,5.498,2.419,3.705,0.995,"versicolor"
83,5.786,2.696,3.894,1.192,"versicolor"
83,6.005,2.702,5.112,1.598,"versicolor"
83,5.409,2.994,4.486,1.494,"versicolor"
83,6.006,3.398,4.501,1.579,"versicolor"
83,6.7,3.114,4.703,1.515,"versicolor"
83,6.306,2.301,4.405,1.312,"versicolor"
83,5.602,3.014,4.093,1.297,"versicolor"
83,5.492,2.493,4.011,1.296,"versicolor"
83,5.509,2.599,4.397,1.201,"versicolor"
83,6.111,3.002,4.612,1.401,"versicolor"
83,5.783,2.589,4.009,1.191,"versicolor"
83,4.982,2.305,3.293,0.995,"versicolor"
83,5.61,2.705,4.196,1.311,"versicolor"
83,5.689,3,4.199,1.214,"versicolor"
83,5.705,2.887,4.202,1.288,"versicolor"
83,6.2,2.901,4.289,1.306,"versicolor"
83,5.102,2.492,2.984,1.103,"versicolor"
83,5.723,2.783,4.098,1.321,"versicolor"
83,6.291,3.292,6.008,2.525,"virginica"
83,5.808,2.699,5.092,1.917,"virginica"
83,7.098,2.995,5.905,2.104,"virginica"
83,6.283,2.912,5.612,1.799,"virginica"
83,6.506,2.997,5.807,2.194,"virginica"
83,7.601,2.998,6.592,2.101,"virginica"
83,4.864,2.492,4.496,1.685,"virginica"
83,7.303,2.9,6.283,1.787,"virginica"
83,6.722,2.51,5.801,1.813,"virginica"
83,7.205,3.594,6.113,2.508,"virginica"
