"sample","Sepal.Length","Sepal.Width","Petal.Length","Petal.Width","Species"
2,5.101,3.482,1.413,0.202,"setosa"
2,4.906,3.004,1.405,0.209,"setosa"
2,4.699,3.2,1.297,0.206,"setosa"
2,4.603,3.09,1.489,0.195,"setosa"
2,4.999,3.592,1.41,0.2,"setosa"
2,5.387,3.893,1.701,0.403,"setosa"
2,4.585,3.4,1.406,0.287,"setosa"
2,4.993,3.4,1.5,0.201,"setosa"
2,4.408,2.899,1.388,0.22,"setosa"
2,4.897,3.105,1.504,0.105,"setosa"
2,5.407,3.71,1.492,0.185,"setosa"
2,4.808,3.396,1.6,0.206,"setosa"
2,4.798,2.998,1.42,0.116,"setosa"
2,4.296,3.003,1.092,0.085,"setosa"
2,5.809,3.985,1.209,0.207,"setosa"
2,5.725,4.395,1.503,0.393,"setosa"
2,5.386,3.893,1.327,0.395,"setosa"
2,5.089,3.5,1.408,0.314,"setosa"
2,5.691,3.801,1.694,0.294,"setosa"
2,5.101,3.813,1.494,0.3,"setosa"
2,5.402,3.4,1.696,0.201,"setosa"
2,5.109,3.699,1.523,0.425,"setosa"
2,4.601,3.611,0.987,0.209,"setosa"
2,5.105,3.299,1.687,0.505,"setosa"
2,4.811,3.411,1.884,0.199,"setosa"
2,4.989,3.003,1.597,0.184,"setosa"
2,5.006,3.402,1.586,0.4,"setosa"
2,5.205,3.491,1.495,0.196,"setosa"
2,5.189,3.41,1.404,0.207,"setosa"
2,4.713,3.191,1.588,0.212,"setosa"
2,4.821,3.101,1.587,0.19,"setosa"
2,5.406,3.385,1.495,0.399,"setosa"
2,5.214,4.089,1.501,0.106,"setosa"
2,5.5,4.201,1.408,0.218,"setosa"
2,4.898,3.105,1.489,0.215,"setosa"
2,5.002,3.199,1.194,0.176,"setosa"
2,5.487,3.498,1.33,0.202,"setosa"
2,4.906,3.613,1.403,0.093,"setosa"
2,4.41,3.001,1.317,0.202,"setosa"
2,5.1,3.408,1.484,0.183,"setosa"
2,5.009,3.475,1.321,0.315,"setosa"
2,4.49,2.304,1.298,0.288,"setosa"
2,4.411,3.213,1.303,0.208,"setosa"
2,4.998,3.498,1.606,0.597,"setosa"
2,5.108,3.8,1.893,0.393,"setosa"
2,4.794,3.009,1.396,0.3,"setosa"
2,5.081,3.807,1.594,0.21,"setosa"
2,4.591,3.184,1.388,0.203,"setosa"
2,5.293,3.7,1.495,0.19,"setosa"
2,4.999,3.291,1.404,0.187,"setosa"
2,6.98,3.196,4.703,1.396,"versicolor"
2,6.406,3.208,4.508,1.484,"versicolor"
2,6.886,3.088,4.889,1.501,"versicolor"
2,5.494,2.275,4.001,1.288,"versicolor"
2,6.507,2.797,4.593,1.491,"versicolor"
2,5.687,2.808,4.488,1.298,"versicolor"
2,6.314,3.297,4.696,1.592,"versicolor"
2,4.875,2.397,3.303,0.984,"versicolor"
2,6.591,2.889,4.595,1.306,"versicolor"
2,5.209,2.693,3.916,1.418,"versicolor"
2,4.981,1.987,3.503,0.988,"versicolor"
2,5.876,2.979,4.205,1.492,"versicolor"
2,5.993,2.199,3.986,1.006,"versicolor"
2,6.097,2.899,4.692,1.417,"versicolor"
2,5.593,2.884,3.611,1.306,"versicolor"
2,6.693,3.089,4.424,1.392,"versicolor"
2,5.599,2.999,4.501,1.502,"versicolor"
2,5.789,2.705,4.107,0.995,"versicolor"
2,6.207,2.204,4.488,1.485,"versicolor"
2,5.592,2.507,3.89,1.101,"versicolor"
2,5.916,3.194,4.815,1.81,"versicolor"
2,6.114,2.814,3.988,1.293,"versicolor"
2,6.301,2.51,4.919,1.502,"versicolor"
2,6.086,2.792,4.688,1.205,"versicolor"
2,6.401,2.89,4.29,1.311,"versicolor"
2,6.597,2.998,4.404,1.386,"versicolor"
2,6.803,2.814,4.793,1.396,"versicolor"
2,6.7,2.976,5.002,1.703,"versicolor"
2,6.005,2.902,4.512,1.494,"versicolor"
2,5.695,2.607,3.508,1.019,"versicolor"
2,5.491,2.391,3.792,1.107,"versicolor"
2,5.499,2.39,3.698,0.997,"versicolor"
2,5.794,2.71,3.912,1.183,"versicolor"
2,5.996,2.701,5.108,1.6,"versicolor"
2,5.394,3,4.497,1.481,"versicolor"
2,6.001,3.385,4.488,1.618,"versicolor"
2,6.701,3.098,4.68,1.511,"versicolor"
2,6.288,2.308,4.399,1.293,"versicolor"
2,5.604,2.998,4.102,1.273,"versicolor"
2,5.494,2.508,4.001,1.295,"versicolor"
2,5.508,2.596,4.407,1.196,"versicolor"
2,6.115,2.997,4.581,1.404,"versicolor"
2,5.782,2.592,4.015,1.189,"versicolor"
2,4.992,2.287,3.293,1.005,"versicolor"
2,5.602,2.699,4.204,1.302,"versicolor"
2,5.695,3.007,4.197,1.189,"versicolor"
2,5.694,2.882,4.198,1.303,"versicolor"
2,6.192,2.902,4.297,1.29,"versicolor"
2,5.091,2.497,3.004,1.099,"versicolor"
2,5.707,2.782,4.13,1.281,"versicolor"
2,6.319,3.31,6.007,2.507,"virginica"
2,5.791,2.702,5.124,1.889,"virginica"
2,7.104,3.015,5.896,2.095,"virginica"
2,6.282,2.888,5.611,1.803,"virginica"
2,6.479,3.01,5.803,2.189,"virginica"
2,7.598,3.034,6.593,2.099,"virginica"
2,4.901,2.49,4.508,1.692,"virginica"
2,7.307,2.897,6.285,1.8,"virginica"
2,6.708,2.487,5.802,1.804,"virginica"
2,7.211,3.603,6.084,2.496,"virginica"
2,6.505,3.203,5.095,2,"virginica"
2,6.39,2.702,5.304,1.878,"virginica"
2,6.793,3.011,5.506,2.112,"virginica"
2,5.7,2.491,5.014,2.002,"virginica"
2,5.787,2.806,5.099,2.386,"virginica"
2,6.394,3.218,5.303,2.292,"virginica"
2,6.494,3,5.512,1.808,"virginica"
2,7.711,3.798,6.689,2.206,"virginica"
2,7.698,2.586,6.885,2.313,"virginica"
2,6.011,2.223,5.01,1.505,"virginica"
2,6.895,3.19,5.71,2.304,"virginica"
2,5.6,2.802,4.894,1.997,"virginica"
