"sample","Sepal.Length","Sepal.Width","Petal.Length","Petal.Width","Species"
85,5.099,3.495,1.39,0.188,"setosa"
85,4.887,2.999,1.403,0.199,"setosa"
85,4.717,3.203,1.312,0.203,"setosa"
85,4.602,3.107,1.494,0.205,"setosa"
85,5.015,3.603,1.39,0.197,"setosa"
85,5.404,3.887,1.704,0.392,"setosa"
85,4.614,3.401,1.398,0.304,"setosa"
85,5.008,3.385,1.49,0.185,"setosa"
85,4.409,2.913,1.414,0.206,"setosa"
85,4.913,3.104,1.506,0.113,"setosa"
85,5.406,3.696,1.502,0.191,"setosa"
85,4.808,3.39,1.599,0.205,"setosa"
85,4.797,2.996,1.381,0.117,"setosa"
85,4.279,2.999,1.11,0.099,"setosa"
85,5.804,4,1.205,0.194,"setosa"
85,5.698,4.394,1.507,0.39,"setosa"
85,5.409,3.902,1.29,0.401,"setosa"
85,5.088,3.515,1.403,0.296,"setosa"
85,5.705,3.817,1.704,0.289,"setosa"
85,5.097,3.802,1.505,0.3,"setosa"
85,5.41,3.4,1.686,0.201,"setosa"
85,5.095,3.698,1.501,0.383,"setosa"
85,4.591,3.598,1.005,0.196,"setosa"
85,5.089,3.306,1.701,0.5,"setosa"
85,4.815,3.393,1.9,0.204,"setosa"
85,4.997,3.007,1.603,0.199,"setosa"
85,5,3.391,1.591,0.402,"setosa"
85,5.195,3.489,1.509,0.208,"setosa"
85,5.19,3.396,1.415,0.206,"setosa"
85,4.675,3.209,1.593,0.2,"setosa"
85,4.787,3.092,1.605,0.206,"setosa"
85,5.401,3.389,1.516,0.38,"setosa"
85,5.199,4.095,1.511,0.108,"setosa"
85,5.5,4.202,1.412,0.187,"setosa"
85,4.893,3.1,1.498,0.189,"setosa"
85,5.006,3.178,1.198,0.219,"setosa"
85,5.509,3.489,1.303,0.207,"setosa"
85,4.899,3.587,1.406,0.108,"setosa"
85,4.396,3.004,1.291,0.216,"setosa"
85,5.084,3.394,1.509,0.2,"setosa"
85,5.012,3.525,1.311,0.295,"setosa"
85,4.502,2.299,1.309,0.294,"setosa"
85,4.391,3.211,1.298,0.208,"setosa"
85,5.019,3.505,1.62,0.595,"setosa"
85,5.102,3.788,1.893,0.398,"setosa"
85,4.81,2.995,1.409,0.304,"setosa"
85,5.093,3.782,1.579,0.196,"setosa"
85,4.592,3.184,1.397,0.225,"setosa"
