"sample","Sepal.Length","Sepal.Width","Petal.Length","Petal.Width","Species"
84,5.103,3.492,1.404,0.196,"setosa"
84,4.903,2.994,1.381,0.18,"setosa"
84,4.69,3.203,1.298,0.191,"setosa"
84,4.589,3.109,1.496,0.209,"setosa"
84,4.999,3.603,1.383,0.203,"setosa"
84,5.396,3.897,1.699,0.421,"setosa"
84,4.593,3.395,1.378,0.297,"setosa"
84,4.991,3.396,1.466,0.215,"setosa"
84,4.406,2.907,1.398,0.198,"setosa"
84,4.902,3.111,1.484,0.105,"setosa"
84,5.394,3.708,1.495,0.199,"setosa"
84,4.793,3.396,1.602,0.194,"setosa"
84,4.805,2.999,1.419,0.109,"setosa"
84,4.311,2.994,1.096,0.112,"setosa"
84,5.81,4.007,1.194,0.194,"setosa"
84,5.712,4.413,1.48,0.4,"setosa"
84,5.395,3.891,1.309,0.406,"setosa"
84,5.093,3.496,1.396,0.302,"setosa"
84,5.698,3.791,1.698,0.302,"setosa"
84,5.092,3.812,1.501,0.306,"setosa"
84,5.389,3.404,1.71,0.191,"setosa"
84,5.092,3.726,1.498,0.388,"setosa"
84,4.581,3.586,1.017,0.21,"setosa"
84,5.1,3.299,1.69,0.491,"setosa"
84,4.811,3.412,1.891,0.204,"setosa"
84,4.999,3.014,1.605,0.207,"setosa"
84,5.013,3.394,1.601,0.399,"setosa"
84,5.2,3.499,1.498,0.2,"setosa"
84,5.215,3.414,1.399,0.182,"setosa"
84,4.696,3.202,1.608,0.195,"setosa"
84,4.793,3.105,1.596,0.197,"setosa"
84,5.402,3.401,1.476,0.406,"setosa"
84,5.208,4.101,1.504,0.094,"setosa"
84,5.506,4.199,1.382,0.192,"setosa"
84,4.896,3.104,1.493,0.198,"setosa"
84,5.018,3.197,1.203,0.192,"setosa"
84,5.507,3.495,1.303,0.16,"setosa"
84,4.897,3.589,1.399,0.119,"setosa"
84,4.405,2.996,1.312,0.215,"setosa"
84,5.092,3.39,1.49,0.203,"setosa"
84,4.985,3.487,1.308,0.297,"setosa"
84,4.493,2.279,1.307,0.281,"setosa"
84,4.412,3.188,1.292,0.212,"setosa"
84,4.994,3.493,1.599,0.586,"setosa"
84,5.1,3.817,1.893,0.404,"setosa"
84,4.806,2.991,1.383,0.293,"setosa"
84,5.101,3.804,1.598,0.204,"setosa"
84,4.595,3.201,1.396,0.213,"setosa"
84,5.298,3.704,1.498,0.196,"setosa"
84,5.005,3.299,1.413,0.188,"setosa"
84,6.986,3.204,4.704,1.392,"versicolor"
84,6.397,3.203,4.506,1.505,"versicolor"
84,6.927,3.101,4.899,1.51,"versicolor"
84,5.513,2.302,4.007,1.308,"versicolor"
84,6.495,2.807,4.599,1.493,"versicolor"
84,5.68,2.791,4.498,1.316,"versicolor"
84,6.312,3.299,4.716,1.602,"versicolor"
84,4.897,2.413,3.296,1.017,"versicolor"
84,6.61,2.905,4.62,1.289,"versicolor"
84,5.214,2.706,3.907,1.394,"versicolor"
84,5.031,2.012,3.498,1.011,"versicolor"
84,5.904,2.982,4.198,1.489,"versicolor"
84,6.025,2.2,3.993,0.996,"versicolor"
84,6.115,2.899,4.696,1.409,"versicolor"
84,5.593,2.89,3.608,1.283,"versicolor"
84,6.691,3.106,4.389,1.395,"versicolor"
84,5.609,3.003,4.491,1.499,"versicolor"
84,5.806,2.702,4.1,0.983,"versicolor"
84,6.215,2.191,4.5,1.508,"versicolor"
84,5.589,2.499,3.89,1.108,"versicolor"
84,5.908,3.213,4.799,1.805,"versicolor"
84,6.094,2.798,3.998,1.301,"versicolor"
84,6.295,2.506,4.909,1.492,"versicolor"
84,6.092,2.805,4.704,1.192,"versicolor"
84,6.392,2.898,4.318,1.305,"versicolor"
84,6.618,3.001,4.399,1.391,"versicolor"
84,6.81,2.787,4.786,1.407,"versicolor"
84,6.698,3.001,5.013,1.706,"versicolor"
84,5.999,2.905,4.504,1.515,"versicolor"
84,5.677,2.592,3.492,0.998,"versicolor"
84,5.497,2.403,3.794,1.105,"versicolor"
