"sample","Sepal.Length","Sepal.Width","Petal.Length","Petal.Width","Species"
44,5.104,3.511,1.417,0.214,"setosa"
44,4.89,2.995,1.391,0.21,"setosa"
44,4.693,3.181,1.292,0.204,"setosa"
44,4.634,3.112,1.506,0.197,"setosa"
44,5.015,3.593,1.401,0.203,"setosa"
44,5.394,3.919,1.687,0.411,"setosa"
44,4.592,3.399,1.409,0.309,"setosa"
44,5.007,3.397,1.512,0.181,"setosa"
44,4.401,2.902,1.39,0.18,"setosa"
44,4.908,3.1,1.493,0.09,"setosa"
44,5.425,3.692,1.496,0.202,"setosa"
44,4.796,3.407,1.602,0.157,"setosa"
44,4.821,2.992,1.413,0.094,"setosa"
44,4.289,2.998,1.104,0.104,"setosa"
44,5.801,4.005,1.204,0.2,"setosa"
44,5.691,4.393,1.513,0.393,"setosa"
44,5.413,3.921,1.3,0.388,"setosa"
44,5.099,3.514,1.414,0.304,"setosa"
44,5.724,3.804,1.708,0.301,"setosa"
44,5.096,3.799,1.516,0.309,"setosa"
44,5.401,3.386,1.7,0.203,"setosa"
44,5.093,3.716,1.499,0.398,"setosa"
44,4.603,3.607,1.006,0.197,"setosa"
44,5.093,3.301,1.697,0.483,"setosa"
44,4.799,3.412,1.906,0.197,"setosa"
44,4.996,3.019,1.596,0.184,"setosa"
44,4.982,3.406,1.606,0.388,"setosa"
44,5.198,3.478,1.503,0.207,"setosa"
44,5.197,3.42,1.418,0.202,"setosa"
44,4.705,3.192,1.602,0.208,"setosa"
44,4.803,3.102,1.579,0.206,"setosa"
44,5.382,3.386,1.501,0.394,"setosa"
44,5.215,4.104,1.494,0.093,"setosa"
44,5.492,4.203,1.405,0.222,"setosa"
44,4.889,3.109,1.493,0.197,"setosa"
44,4.998,3.184,1.187,0.19,"setosa"
44,5.486,3.493,1.305,0.182,"setosa"
44,4.911,3.582,1.391,0.094,"setosa"
44,4.408,3.007,1.293,0.183,"setosa"
44,5.108,3.4,1.506,0.177,"setosa"
44,5.014,3.493,1.289,0.282,"setosa"
44,4.511,2.308,1.31,0.311,"setosa"
44,4.406,3.213,1.3,0.197,"setosa"
44,5.01,3.5,1.617,0.608,"setosa"
44,5.102,3.791,1.889,0.41,"setosa"
44,4.812,3.019,1.388,0.311,"setosa"
44,5.092,3.812,1.588,0.195,"setosa"
44,4.598,3.199,1.403,0.193,"setosa"
44,5.302,3.694,1.477,0.202,"setosa"
44,4.992,3.283,1.404,0.199,"setosa"
44,6.996,3.209,4.703,1.388,"versicolor"
44,6.401,3.198,4.494,1.502,"versicolor"
44,6.91,3.079,4.878,1.496,"versicolor"
44,5.497,2.282,4.008,1.286,"versicolor"
44,6.501,2.799,4.588,1.495,"versicolor"
44,5.699,2.802,4.486,1.29,"versicolor"
44,6.295,3.297,4.695,1.611,"versicolor"
44,4.909,2.399,3.293,0.987,"versicolor"
44,6.596,2.889,4.604,1.29,"versicolor"
44,5.204,2.707,3.901,1.391,"versicolor"
44,4.993,2.002,3.518,1.019,"versicolor"
44,5.907,3.001,4.205,1.486,"versicolor"
44,6.002,2.204,3.999,0.983,"versicolor"
44,6.092,2.893,4.688,1.402,"versicolor"
44,5.598,2.888,3.596,1.317,"versicolor"
44,6.704,3.09,4.406,1.414,"versicolor"
44,5.605,2.993,4.5,1.5,"versicolor"
44,5.809,2.698,4.095,0.997,"versicolor"
44,6.194,2.187,4.496,1.497,"versicolor"
44,5.609,2.49,3.898,1.106,"versicolor"
44,5.896,3.196,4.792,1.795,"versicolor"
44,6.091,2.793,3.99,1.3,"versicolor"
44,6.309,2.515,4.875,1.497,"versicolor"
44,6.112,2.801,4.687,1.207,"versicolor"
44,6.392,2.892,4.294,1.306,"versicolor"
44,6.596,2.996,4.398,1.403,"versicolor"
44,6.794,2.807,4.792,1.417,"versicolor"
44,6.712,2.995,5.005,1.714,"versicolor"
44,5.994,2.894,4.51,1.5,"versicolor"
44,5.685,2.588,3.495,1.003,"versicolor"
44,5.491,2.41,3.801,1.114,"versicolor"
44,5.514,2.4,3.703,1.018,"versicolor"
44,5.819,2.726,3.894,1.182,"versicolor"
44,6.012,2.689,5.101,1.618,"versicolor"
44,5.39,3.006,4.486,1.496,"versicolor"
44,5.992,3.398,4.51,1.613,"versicolor"
44,6.695,3.099,4.703,1.488,"versicolor"
44,6.308,2.3,4.398,1.295,"versicolor"
44,5.6,3,4.107,1.299,"versicolor"
44,5.501,2.507,3.988,1.304,"versicolor"
44,5.524,2.602,4.416,1.205,"versicolor"
44,6.097,3.005,4.599,1.387,"versicolor"
44,5.792,2.594,4.008,1.181,"versicolor"
44,5.007,2.303,3.303,1.006,"versicolor"
44,5.611,2.702,4.19,1.3,"versicolor"
44,5.71,3.001,4.197,1.211,"versicolor"
44,5.709,2.913,4.2,1.285,"versicolor"
44,6.196,2.887,4.291,1.296,"versicolor"
44,5.087,2.491,3.009,1.105,"versicolor"
44,5.703,2.805,4.11,1.304,"versicolor"
44,6.294,3.301,5.996,2.517,"virginica"
44,5.808,2.695,5.106,1.906,"virginica"
44,7.08,2.998,5.877,2.086,"virginica"
44,6.314,2.893,5.6,1.805,"virginica"
44,6.494,2.99,5.772,2.203,"virginica"
44,7.588,2.986,6.602,2.095,"virginica"
44,4.89,2.473,4.497,1.705,"virginica"
44,7.321,2.922,6.307,1.793,"virginica"
44,6.703,2.503,5.791,1.788,"virginica"
44,7.204,3.608,6.097,2.498,"virginica"
44,6.497,3.195,5.108,1.99,"virginica"
44,6.392,2.698,5.298,1.9,"virginica"
44,6.803,3.006,5.478,2.085,"virginica"
44,5.678,2.499,5.011,2.01,"virginica"
44,5.796,2.796,5.098,2.381,"virginica"
44,6.394,3.206,5.298,2.312,"virginica"
44,6.509,3.022,5.503,1.797,"virginica"
44,7.7,3.824,6.696,2.211,"virginica"
44,7.69,2.593,6.902,2.298,"virginica"
44,5.997,2.203,5.002,1.503,"virginica"
44,6.899,3.213,5.71,2.303,"virginica"
44,5.598,2.795,4.906,1.992,"virginica"
44,7.685,2.815,6.709,1.988,"virginica"
44,6.289,2.695,4.886,1.812,"virginica"
44,6.697,3.29,5.715,2.113,"virginica"
44,7.215,3.204,5.993,1.802,"virginica"
44,6.184,2.797,4.819,1.812,"virginica"
44,6.104,3.005,4.913,1.805,"virginica"
44,6.4,2.804,5.588,2.095,"virginica"
