"sample","Sepal.Length","Sepal.Width","Petal.Length","Petal.Width","Species"
26,5.104,3.506,1.421,0.188,"setosa"
26,4.892,2.998,1.399,0.186,"setosa"
26,4.708,3.213,1.279,0.198,"setosa"
26,4.609,3.079,1.508,0.201,"setosa"
26,4.996,3.593,1.407,0.201,"setosa"
26,5.388,3.889,1.703,0.392,"setosa"
26,4.594,3.404,1.405,0.305,"setosa"
26,5.007,3.387,1.49,0.186,"setosa"
26,4.42,2.915,1.381,0.195,"setosa"
26,4.89,3.091,1.501,0.103,"setosa"
26,5.387,3.698,1.482,0.195,"setosa"
26,4.806,3.397,1.592,0.201,"setosa"
26,4.787,3.014,1.397,0.101,"setosa"
26,4.291,2.988,1.093,0.102,"setosa"
26,5.792,3.988,1.2,0.204,"setosa"
26,5.688,4.387,1.503,0.405,"setosa"
26,5.412,3.897,1.298,0.387,"setosa"
26,5.1,3.501,1.405,0.295,"setosa"
26,5.698,3.809,1.689,0.306,"setosa"
26,5.087,3.801,1.493,0.306,"setosa"
26,5.41,3.404,1.691,0.205,"setosa"
26,5.11,3.724,1.479,0.402,"setosa"
26,4.607,3.597,1.003,0.203,"setosa"
26,5.106,3.29,1.701,0.497,"setosa"
26,4.805,3.399,1.89,0.207,"setosa"
26,4.992,3.01,1.612,0.202,"setosa"
26,4.997,3.393,1.578,0.392,"setosa"
26,5.208,3.51,1.515,0.194,"setosa"
26,5.209,3.4,1.425,0.208,"setosa"
26,4.689,3.218,1.599,0.2,"setosa"
26,4.804,3.107,1.582,0.213,"setosa"
26,5.395,3.376,1.503,0.387,"setosa"
26,5.198,4.099,1.517,0.09,"setosa"
26,5.48,4.212,1.396,0.217,"setosa"
26,4.893,3.108,1.494,0.221,"setosa"
26,5.002,3.186,1.209,0.217,"setosa"
26,5.5,3.501,1.286,0.201,"setosa"
26,4.907,3.599,1.403,0.08,"setosa"
26,4.39,3,1.314,0.192,"setosa"
26,5.126,3.407,1.504,0.194,"setosa"
26,5.014,3.496,1.301,0.294,"setosa"
26,4.508,2.293,1.305,0.305,"setosa"
26,4.406,3.203,1.287,0.204,"setosa"
26,5.007,3.493,1.609,0.582,"setosa"
26,5.094,3.803,1.911,0.37,"setosa"
26,4.809,2.99,1.403,0.29,"setosa"
26,5.094,3.809,1.583,0.199,"setosa"
26,4.612,3.202,1.4,0.203,"setosa"
26,5.318,3.7,1.501,0.197,"setosa"
26,4.995,3.306,1.397,0.194,"setosa"
26,6.997,3.208,4.709,1.393,"versicolor"
26,6.401,3.202,4.491,1.502,"versicolor"
26,6.911,3.093,4.898,1.5,"versicolor"
26,5.494,2.291,3.994,1.319,"versicolor"
26,6.481,2.795,4.624,1.49,"versicolor"
26,5.702,2.788,4.496,1.29,"versicolor"
26,6.307,3.299,4.692,1.606,"versicolor"
26,4.903,2.4,3.311,0.994,"versicolor"
26,6.594,2.92,4.604,1.284,"versicolor"
26,5.188,2.709,3.891,1.402,"versicolor"
26,5.008,1.982,3.507,0.995,"versicolor"
26,5.911,3.006,4.194,1.508,"versicolor"
26,6.004,2.185,4.014,0.999,"versicolor"
26,6.119,2.901,4.699,1.396,"versicolor"
26,5.598,2.907,3.602,1.304,"versicolor"
26,6.704,3.093,4.389,1.42,"versicolor"
26,5.592,3.017,4.485,1.506,"versicolor"
26,5.793,2.706,4.091,1.01,"versicolor"
26,6.191,2.191,4.491,1.511,"versicolor"
26,5.607,2.514,3.9,1.102,"versicolor"
26,5.891,3.185,4.787,1.791,"versicolor"
26,6.109,2.794,4,1.325,"versicolor"
26,6.293,2.499,4.889,1.49,"versicolor"
26,6.104,2.797,4.699,1.202,"versicolor"
26,6.413,2.904,4.301,1.313,"versicolor"
26,6.595,2.996,4.402,1.405,"versicolor"
26,6.79,2.798,4.816,1.386,"versicolor"
26,6.702,2.993,4.996,1.695,"versicolor"
26,6.014,2.922,4.509,1.508,"versicolor"
26,5.708,2.599,3.502,0.993,"versicolor"
26,5.485,2.398,3.791,1.106,"versicolor"
26,5.493,2.402,3.692,1.007,"versicolor"
26,5.808,2.697,3.888,1.196,"versicolor"
26,6.019,2.703,5.102,1.609,"versicolor"
26,5.389,2.999,4.501,1.492,"versicolor"
26,5.987,3.418,4.502,1.601,"versicolor"
26,6.72,3.087,4.7,1.518,"versicolor"
26,6.306,2.297,4.389,1.314,"versicolor"
26,5.608,3.002,4.077,1.28,"versicolor"
26,5.518,2.492,4.01,1.307,"versicolor"
26,5.501,2.603,4.398,1.2,"versicolor"
26,6.077,3.012,4.581,1.395,"versicolor"
26,5.79,2.613,4.011,1.216,"versicolor"
26,5.006,2.3,3.293,0.994,"versicolor"
26,5.579,2.691,4.207,1.293,"versicolor"
26,5.694,3.003,4.194,1.206,"versicolor"
26,5.683,2.908,4.211,1.298,"versicolor"
26,6.196,2.914,4.315,1.304,"versicolor"
26,5.092,2.487,3.003,1.114,"versicolor"
26,5.699,2.829,4.104,1.306,"versicolor"
26,6.295,3.302,6.013,2.502,"virginica"
26,5.789,2.712,5.09,1.909,"virginica"
