"sample","Sepal.Length","Sepal.Width","Petal.Length","Petal.Width","Species"
21,5.127,3.499,1.406,0.201,"setosa"
21,4.914,3.008,1.401,0.212,"setosa"
21,4.702,3.177,1.317,0.185,"setosa"
21,4.586,3.108,1.494,0.196,"setosa"
21,5.005,3.612,1.403,0.198,"setosa"
21,5.397,3.894,1.697,0.401,"setosa"
21,4.604,3.403,1.385,0.306,"setosa"
21,4.985,3.391,1.5,0.204,"setosa"
21,4.415,2.891,1.371,0.198,"setosa"
21,4.882,3.087,1.515,0.099,"setosa"
21,5.391,3.705,1.496,0.213,"setosa"
21,4.808,3.406,1.611,0.203,"setosa"
21,4.797,3.002,1.398,0.093,"setosa"
21,4.306,2.992,1.095,0.097,"setosa"
21,5.792,4.01,1.194,0.2,"setosa"
21,5.699,4.391,1.489,0.398,"setosa"
21,5.404,3.907,1.303,0.4,"setosa"
21,5.097,3.514,1.381,0.293,"setosa"
21,5.696,3.81,1.688,0.302,"setosa"
21,5.114,3.8,1.497,0.297,"setosa"
21,5.404,3.411,1.722,0.196,"setosa"
21,5.099,3.684,1.497,0.429,"setosa"
21,4.602,3.594,0.992,0.208,"setosa"
21,5.099,3.298,1.703,0.49,"setosa"
21,4.802,3.396,1.922,0.199,"setosa"
21,4.998,2.992,1.585,0.204,"setosa"
21,5.017,3.408,1.593,0.409,"setosa"
21,5.197,3.497,1.498,0.215,"setosa"
21,5.195,3.396,1.4,0.214,"setosa"
21,4.703,3.204,1.607,0.19,"setosa"
21,4.807,3.101,1.575,0.213,"setosa"
21,5.402,3.41,1.488,0.4,"setosa"
21,5.188,4.101,1.514,0.089,"setosa"
21,5.513,4.197,1.415,0.203,"setosa"
21,4.897,3.106,1.493,0.198,"setosa"
21,5.002,3.204,1.199,0.191,"setosa"
21,5.485,3.508,1.303,0.203,"setosa"
21,4.914,3.596,1.416,0.105,"setosa"
21,4.375,2.989,1.297,0.207,"setosa"
21,5.098,3.4,1.481,0.194,"setosa"
21,4.989,3.474,1.294,0.304,"setosa"
21,4.504,2.296,1.307,0.31,"setosa"
21,4.381,3.203,1.293,0.197,"setosa"
21,5.002,3.493,1.598,0.598,"setosa"
21,5.117,3.797,1.883,0.4,"setosa"
21,4.808,2.979,1.408,0.309,"setosa"
21,5.112,3.803,1.594,0.203,"setosa"
21,4.598,3.208,1.393,0.202,"setosa"
