"sample","Sepal.Length","Sepal.Width","Petal.Length","Petal.Width","Species"
47,5.105,3.504,1.4,0.209,"setosa"
47,4.883,2.983,1.416,0.209,"setosa"
47,4.714,3.189,1.303,0.201,"setosa"
47,4.592,3.074,1.485,0.22,"setosa"
47,5.006,3.594,1.398,0.192,"setosa"
47,5.405,3.896,1.693,0.378,"setosa"
47,4.6,3.405,1.405,0.302,"setosa"
47,4.995,3.405,1.503,0.203,"setosa"
47,4.401,2.901,1.419,0.206,"setosa"
47,4.903,3.105,1.503,0.095,"setosa"
47,5.388,3.7,1.498,0.198,"setosa"
47,4.826,3.4,1.609,0.217,"setosa"
47,4.805,3.002,1.397,0.086,"setosa"
47,4.296,2.976,1.084,0.09,"setosa"
47,5.779,4.003,1.199,0.194,"setosa"
47,5.695,4.416,1.498,0.41,"setosa"
47,5.375,3.9,1.304,0.39,"setosa"
47,5.097,3.477,1.425,0.297,"setosa"
47,5.709,3.804,1.676,0.311,"setosa"
47,5.089,3.802,1.491,0.298,"setosa"
47,5.39,3.397,1.683,0.206,"setosa"
47,5.101,3.704,1.496,0.395,"setosa"
47,4.599,3.591,1.018,0.199,"setosa"
47,5.103,3.303,1.69,0.499,"setosa"
47,4.788,3.412,1.888,0.181,"setosa"
47,4.997,3,1.605,0.199,"setosa"
47,5.011,3.406,1.596,0.399,"setosa"
47,5.207,3.496,1.498,0.193,"setosa"
47,5.184,3.396,1.407,0.188,"setosa"
47,4.698,3.174,1.591,0.205,"setosa"
47,4.818,3.114,1.591,0.188,"setosa"
47,5.413,3.383,1.501,0.401,"setosa"
47,5.192,4.092,1.506,0.088,"setosa"
47,5.499,4.21,1.397,0.203,"setosa"
47,4.89,3.096,1.493,0.196,"setosa"
47,4.99,3.217,1.212,0.207,"setosa"
47,5.498,3.493,1.308,0.202,"setosa"
47,4.928,3.594,1.401,0.111,"setosa"
47,4.392,2.996,1.304,0.19,"setosa"
47,5.112,3.399,1.489,0.212,"setosa"
47,4.997,3.505,1.309,0.305,"setosa"
47,4.505,2.295,1.285,0.303,"setosa"
47,4.414,3.191,1.301,0.201,"setosa"
47,4.989,3.503,1.617,0.597,"setosa"
47,5.106,3.801,1.877,0.407,"setosa"
47,4.808,2.991,1.406,0.302,"setosa"
47,5.091,3.779,1.608,0.197,"setosa"
47,4.612,3.204,1.401,0.197,"setosa"
47,5.301,3.695,1.499,0.211,"setosa"
47,4.996,3.304,1.414,0.193,"setosa"
47,6.996,3.206,4.707,1.405,"versicolor"
47,6.386,3.209,4.482,1.508,"versicolor"
47,6.902,3.114,4.889,1.495,"versicolor"
47,5.518,2.301,3.975,1.295,"versicolor"
47,6.505,2.789,4.594,1.481,"versicolor"
47,5.697,2.815,4.51,1.317,"versicolor"
47,6.306,3.288,4.709,1.6,"versicolor"
47,4.902,2.399,3.305,0.994,"versicolor"
47,6.591,2.905,4.603,1.297,"versicolor"
47,5.199,2.696,3.898,1.404,"versicolor"
47,5.008,1.994,3.499,0.999,"versicolor"
47,5.906,2.984,4.195,1.482,"versicolor"
47,5.985,2.212,4.003,0.991,"versicolor"
47,6.098,2.891,4.693,1.416,"versicolor"
47,5.593,2.911,3.614,1.309,"versicolor"
47,6.71,3.092,4.38,1.408,"versicolor"
47,5.605,2.995,4.485,1.501,"versicolor"
47,5.815,2.697,4.104,1.004,"versicolor"
47,6.197,2.204,4.498,1.504,"versicolor"
47,5.621,2.506,3.891,1.108,"versicolor"
47,5.916,3.19,4.805,1.823,"versicolor"
47,6.087,2.788,4.012,1.3,"versicolor"
47,6.288,2.502,4.884,1.504,"versicolor"
47,6.101,2.811,4.696,1.187,"versicolor"
47,6.407,2.906,4.308,1.312,"versicolor"
47,6.592,3.002,4.405,1.398,"versicolor"
47,6.796,2.806,4.809,1.391,"versicolor"
47,6.716,2.995,5.006,1.706,"versicolor"
47,5.994,2.893,4.488,1.499,"versicolor"
47,5.685,2.605,3.487,0.983,"versicolor"
47,5.503,2.401,3.8,1.101,"versicolor"
47,5.507,2.407,3.695,0.987,"versicolor"
47,5.79,2.719,3.893,1.183,"versicolor"
47,6.004,2.709,5.099,1.602,"versicolor"
47,5.408,2.992,4.482,1.5,"versicolor"
47,6.002,3.402,4.496,1.601,"versicolor"
47,6.7,3.092,4.697,1.501,"versicolor"
47,6.311,2.29,4.389,1.274,"versicolor"
47,5.606,2.991,4.077,1.314,"versicolor"
47,5.511,2.518,3.994,1.293,"versicolor"
47,5.492,2.61,4.388,1.196,"versicolor"
47,6.094,2.995,4.58,1.392,"versicolor"
47,5.79,2.598,3.982,1.207,"versicolor"
47,5.006,2.302,3.282,1.012,"versicolor"
47,5.587,2.712,4.189,1.312,"versicolor"
47,5.703,2.995,4.198,1.21,"versicolor"
47,5.7,2.89,4.194,1.299,"versicolor"
47,6.185,2.893,4.305,1.293,"versicolor"
47,5.097,2.502,2.996,1.112,"versicolor"
47,5.698,2.793,4.105,1.283,"versicolor"
47,6.296,3.293,6.027,2.504,"virginica"
47,5.791,2.697,5.111,1.903,"virginica"
47,7.081,2.993,5.908,2.099,"virginica"
47,6.285,2.896,5.603,1.803,"virginica"
47,6.504,2.995,5.796,2.204,"virginica"
47,7.608,2.997,6.598,2.095,"virginica"
47,4.905,2.512,4.496,1.724,"virginica"
47,7.279,2.899,6.303,1.801,"virginica"
47,6.701,2.486,5.806,1.799,"virginica"
47,7.207,3.595,6.106,2.51,"virginica"
47,6.519,3.204,5.102,1.99,"virginica"
47,6.404,2.701,5.291,1.909,"virginica"
47,6.774,2.99,5.482,2.112,"virginica"
47,5.72,2.519,5.006,1.998,"virginica"
47,5.794,2.809,5.105,2.395,"virginica"
47,6.386,3.204,5.298,2.306,"virginica"
47,6.487,2.998,5.495,1.788,"virginica"
47,7.682,3.784,6.699,2.21,"virginica"
47,7.71,2.602,6.889,2.315,"virginica"
47,5.998,2.205,5.004,1.512,"virginica"
47,6.908,3.204,5.701,2.31,"virginica"
47,5.597,2.807,4.897,2.017,"virginica"
47,7.699,2.812,6.693,1.992,"virginica"
47,6.302,2.708,4.891,1.795,"virginica"
47,6.716,3.301,5.708,2.109,"virginica"
47,7.213,3.192,5.997,1.808,"virginica"
47,6.208,2.826,4.789,1.79,"virginica"
47,6.103,2.987,4.89,1.812,"virginica"
47,6.394,2.783,5.597,2.104,"virginica"
47,7.187,2.993,5.819,1.583,"virginica"
47,7.407,2.8,6.085,1.882,"virginica"
47,7.9,3.801,6.411,1.993,"virginica"
47,6.413,2.784,5.597,2.183,"virginica"
47,6.295,2.794,5.09,1.516,"virginica"
47,6.104,2.577,5.603,1.407,"virginica"
47,7.695,2.994,6.093,2.293,"virginica"
47,6.306,3.397,5.594,2.387,"virginica"
47,6.372,3.104,5.515,1.8,"virginica"
47,5.974,3.01,4.792,1.799,"virginica"
47,6.906,3.095,5.389,2.105,"virginica"
47,6.701,3.098,5.6,2.4,"virginica"
47,6.903,3.105,5.092,2.304,"virginica"
47,5.798,2.703,5.089,1.907,"virginica"
47,6.811,3.204,5.906,2.297,"virginica"
47,6.701,3.311,5.705,2.498,"virginica"
47,6.704,2.973,5.214,2.29,"virginica"
47,6.299,2.507,5.009,1.903,"virginica"
47,6.503,3.007,5.189,2.018,"virginica"
47,6.196,3.392,5.407,2.308,"virginica"
47,5.906,3.005,5.103,1.812,"virginica"
