"sample","Sepal.Length","Sepal.Width","Petal.Length","Petal.Width","Species"
11,5.096,3.494,1.406,0.198,"setosa"
11,4.903,3.004,1.389,0.184,"setosa"
11,4.682,3.207,1.295,0.184,"setosa"
11,4.621,3.088,1.492,0.191,"setosa"
11,4.992,3.6,1.403,0.21,"setosa"
11,5.417,3.897,1.705,0.402,"setosa"
11,4.616,3.406,1.405,0.316,"setosa"
11,4.976,3.382,1.493,0.201,"setosa"
11,4.398,2.904,1.404,0.197,"setosa"
11,4.89,3.108,1.511,0.086,"setosa"
11,5.408,3.695,1.51,0.202,"setosa"
11,4.796,3.398,1.609,0.208,"setosa"
11,4.797,3,1.389,0.111,"setosa"
11,4.283,3.008,1.08,0.114,"setosa"
11,5.811,4,1.209,0.198,"setosa"
11,5.712,4.387,1.505,0.415,"setosa"
11,5.385,3.886,1.291,0.388,"setosa"
11,5.099,3.498,1.404,0.291,"setosa"
11,5.703,3.783,1.695,0.279,"setosa"
11,5.086,3.799,1.5,0.303,"setosa"
11,5.407,3.397,1.705,0.202,"setosa"
11,5.09,3.711,1.508,0.405,"setosa"
11,4.612,3.6,0.987,0.202,"setosa"
11,5.096,3.275,1.703,0.518,"setosa"
11,4.791,3.398,1.885,0.191,"setosa"
11,4.999,3.013,1.594,0.214,"setosa"
11,5.021,3.403,1.606,0.41,"setosa"
11,5.2,3.511,1.516,0.189,"setosa"
11,5.201,3.383,1.399,0.204,"setosa"
11,4.701,3.188,1.608,0.218,"setosa"
11,4.803,3.098,1.606,0.199,"setosa"
11,5.388,3.399,1.492,0.399,"setosa"
11,5.193,4.106,1.494,0.122,"setosa"
11,5.503,4.201,1.396,0.214,"setosa"
11,4.907,3.087,1.482,0.199,"setosa"
11,4.99,3.193,1.197,0.212,"setosa"
11,5.519,3.51,1.307,0.2,"setosa"
11,4.897,3.592,1.4,0.092,"setosa"
11,4.396,2.973,1.297,0.201,"setosa"
11,5.109,3.395,1.523,0.2,"setosa"
11,5.013,3.484,1.3,0.293,"setosa"
11,4.523,2.298,1.307,0.308,"setosa"
11,4.388,3.191,1.311,0.185,"setosa"
11,4.992,3.492,1.603,0.605,"setosa"
11,5.101,3.789,1.915,0.4,"setosa"
11,4.815,2.99,1.409,0.317,"setosa"
11,5.102,3.815,1.598,0.191,"setosa"
11,4.6,3.203,1.397,0.197,"setosa"
11,5.312,3.713,1.5,0.204,"setosa"
11,4.999,3.282,1.391,0.215,"setosa"
