"sample","Sepal.Length","Sepal.Width","Petal.Length","Petal.Width","Species"
72,5.094,3.493,1.408,0.191,"setosa"
72,4.885,2.992,1.41,0.199,"setosa"
72,4.696,3.214,1.268,0.182,"setosa"
72,4.605,3.092,1.483,0.202,"setosa"
72,4.995,3.597,1.391,0.203,"setosa"
72,5.403,3.932,1.699,0.407,"setosa"
72,4.612,3.385,1.391,0.298,"setosa"
72,5.003,3.404,1.491,0.199,"setosa"
72,4.404,2.911,1.405,0.201,"setosa"
72,4.891,3.109,1.486,0.084,"setosa"
72,5.394,3.693,1.497,0.186,"setosa"
72,4.795,3.418,1.601,0.187,"setosa"
72,4.8,2.996,1.402,0.115,"setosa"
72,4.285,3,1.11,0.118,"setosa"
72,5.796,3.992,1.199,0.2,"setosa"
72,5.684,4.38,1.493,0.402,"setosa"
72,5.408,3.917,1.302,0.399,"setosa"
72,5.086,3.485,1.407,0.303,"setosa"
72,5.717,3.807,1.708,0.291,"setosa"
72,5.106,3.803,1.476,0.286,"setosa"
72,5.394,3.397,1.701,0.203,"setosa"
72,5.091,3.714,1.483,0.403,"setosa"
72,4.589,3.599,1.013,0.196,"setosa"
72,5.091,3.305,1.708,0.51,"setosa"
72,4.804,3.394,1.906,0.195,"setosa"
72,4.996,2.991,1.615,0.195,"setosa"
72,5.007,3.4,1.597,0.394,"setosa"
72,5.207,3.485,1.506,0.207,"setosa"
72,5.193,3.383,1.393,0.197,"setosa"
72,4.688,3.207,1.607,0.195,"setosa"
72,4.819,3.097,1.585,0.201,"setosa"
72,5.398,3.396,1.511,0.388,"setosa"
72,5.22,4.111,1.491,0.099,"setosa"
72,5.51,4.183,1.419,0.209,"setosa"
72,4.891,3.093,1.499,0.201,"setosa"
72,4.986,3.189,1.193,0.179,"setosa"
72,5.481,3.498,1.279,0.203,"setosa"
72,4.894,3.621,1.395,0.103,"setosa"
72,4.394,2.999,1.299,0.208,"setosa"
72,5.091,3.402,1.513,0.175,"setosa"
72,4.986,3.496,1.304,0.332,"setosa"
72,4.495,2.298,1.293,0.294,"setosa"
72,4.396,3.183,1.301,0.183,"setosa"
72,4.997,3.487,1.59,0.593,"setosa"
72,5.102,3.807,1.889,0.409,"setosa"
72,4.807,2.996,1.407,0.301,"setosa"
72,5.11,3.818,1.599,0.195,"setosa"
72,4.603,3.199,1.384,0.205,"setosa"
72,5.293,3.676,1.497,0.195,"setosa"
72,4.989,3.292,1.407,0.187,"setosa"
72,6.989,3.21,4.704,1.413,"versicolor"
72,6.402,3.204,4.509,1.503,"versicolor"
72,6.902,3.083,4.891,1.487,"versicolor"
72,5.497,2.306,4.017,1.294,"versicolor"
72,6.525,2.819,4.605,1.505,"versicolor"
72,5.69,2.806,4.507,1.301,"versicolor"
72,6.307,3.293,4.702,1.591,"versicolor"
72,4.914,2.399,3.294,1.028,"versicolor"
72,6.608,2.903,4.595,1.315,"versicolor"
72,5.205,2.678,3.914,1.396,"versicolor"
72,5,1.996,3.497,1.012,"versicolor"
72,5.908,3.008,4.199,1.494,"versicolor"
72,5.988,2.203,3.996,1.004,"versicolor"
72,6.106,2.886,4.692,1.405,"versicolor"
72,5.59,2.912,3.603,1.292,"versicolor"
72,6.696,3.095,4.396,1.388,"versicolor"
72,5.595,2.999,4.494,1.499,"versicolor"
72,5.811,2.697,4.103,0.997,"versicolor"
72,6.196,2.199,4.483,1.491,"versicolor"
72,5.612,2.486,3.895,1.105,"versicolor"
72,5.903,3.175,4.809,1.814,"versicolor"
72,6.088,2.799,4.007,1.3,"versicolor"
72,6.291,2.511,4.898,1.501,"versicolor"
72,6.088,2.797,4.713,1.198,"versicolor"
72,6.398,2.897,4.311,1.314,"versicolor"
72,6.615,2.991,4.394,1.407,"versicolor"
72,6.806,2.802,4.799,1.403,"versicolor"
72,6.709,3.007,5.013,1.707,"versicolor"
72,5.975,2.91,4.495,1.498,"versicolor"
72,5.713,2.623,3.483,1.007,"versicolor"
72,5.5,2.409,3.791,1.116,"versicolor"
72,5.515,2.404,3.689,0.999,"versicolor"
72,5.798,2.697,3.892,1.207,"versicolor"
72,6.007,2.693,5.108,1.594,"versicolor"
72,5.394,2.994,4.491,1.516,"versicolor"
72,6.021,3.389,4.497,1.609,"versicolor"
72,6.701,3.109,4.705,1.495,"versicolor"
72,6.3,2.286,4.383,1.29,"versicolor"
72,5.594,2.993,4.097,1.288,"versicolor"
72,5.507,2.498,3.988,1.292,"versicolor"
72,5.495,2.601,4.389,1.2,"versicolor"
72,6.091,3.023,4.584,1.396,"versicolor"
72,5.808,2.594,3.99,1.19,"versicolor"
72,5.006,2.296,3.307,0.991,"versicolor"
72,5.596,2.703,4.21,1.299,"versicolor"
72,5.688,3.001,4.215,1.196,"versicolor"
72,5.698,2.891,4.197,1.301,"versicolor"
72,6.185,2.926,4.295,1.314,"versicolor"
72,5.128,2.507,3.01,1.089,"versicolor"
72,5.691,2.789,4.097,1.307,"versicolor"
72,6.29,3.28,5.993,2.495,"virginica"
72,5.812,2.696,5.124,1.891,"virginica"
72,7.099,3.003,5.917,2.095,"virginica"
72,6.295,2.894,5.604,1.795,"virginica"
72,6.509,3.01,5.798,2.19,"virginica"
72,7.595,3.024,6.6,2.107,"virginica"
72,4.89,2.51,4.488,1.698,"virginica"
72,7.293,2.883,6.307,1.8,"virginica"
72,6.693,2.5,5.798,1.817,"virginica"
72,7.206,3.606,6.076,2.505,"virginica"
72,6.494,3.199,5.095,1.99,"virginica"
72,6.39,2.686,5.286,1.908,"virginica"
72,6.797,2.998,5.481,2.094,"virginica"
72,5.708,2.494,5.01,1.976,"virginica"
72,5.815,2.803,5.122,2.408,"virginica"
72,6.4,3.198,5.292,2.3,"virginica"
72,6.499,2.985,5.511,1.8,"virginica"
72,7.693,3.797,6.699,2.187,"virginica"
72,7.716,2.597,6.915,2.302,"virginica"
72,6,2.196,4.989,1.505,"virginica"
72,6.912,3.213,5.701,2.312,"virginica"
72,5.604,2.784,4.902,2.008,"virginica"
72,7.726,2.813,6.699,1.996,"virginica"
72,6.289,2.698,4.886,1.794,"virginica"
72,6.702,3.316,5.703,2.091,"virginica"
72,7.194,3.208,5.988,1.804,"virginica"
72,6.191,2.801,4.791,1.79,"virginica"
72,6.107,3.006,4.897,1.794,"virginica"
72,6.398,2.79,5.618,2.097,"virginica"
72,7.207,2.989,5.787,1.606,"virginica"
72,7.401,2.814,6.101,1.906,"virginica"
72,7.883,3.791,6.401,2.002,"virginica"
72,6.4,2.808,5.597,2.21,"virginica"
72,6.303,2.8,5.109,1.487,"virginica"
72,6.093,2.594,5.591,1.402,"virginica"
72,7.703,2.978,6.122,2.297,"virginica"
72,6.303,3.395,5.595,2.399,"virginica"
72,6.381,3.09,5.512,1.783,"virginica"
72,6.01,2.997,4.803,1.81,"virginica"
72,6.882,3.095,5.405,2.092,"virginica"
72,6.695,3.101,5.58,2.393,"virginica"
72,6.922,3.09,5.1,2.308,"virginica"
72,5.807,2.698,5.116,1.896,"virginica"
72,6.788,3.199,5.897,2.298,"virginica"
72,6.697,3.289,5.71,2.51,"virginica"
72,6.703,2.994,5.207,2.297,"virginica"
72,6.31,2.491,5.001,1.901,"virginica"
72,6.489,3.01,5.206,1.978,"virginica"
72,6.195,3.416,5.414,2.294,"virginica"
72,5.885,2.994,5.081,1.792,"virginica"
