"sample","Sepal.Length","Sepal.Width","Petal.Length","Petal.Width","Species"
23,5.112,3.501,1.385,0.197,"setosa"
23,4.899,2.998,1.425,0.211,"setosa"
23,4.697,3.2,1.299,0.179,"setosa"
23,4.595,3.109,1.513,0.207,"setosa"
23,5.007,3.601,1.388,0.196,"setosa"
23,5.396,3.906,1.691,0.394,"setosa"
23,4.595,3.388,1.411,0.294,"setosa"
23,5.003,3.399,1.51,0.211,"setosa"
23,4.405,2.905,1.409,0.198,"setosa"
23,4.899,3.094,1.484,0.089,"setosa"
23,5.398,3.69,1.485,0.198,"setosa"
23,4.795,3.397,1.593,0.213,"setosa"
23,4.805,3.002,1.403,0.106,"setosa"
23,4.309,2.987,1.102,0.099,"setosa"
23,5.798,4.014,1.203,0.206,"setosa"
23,5.709,4.408,1.487,0.389,"setosa"
23,5.395,3.91,1.309,0.408,"setosa"
23,5.115,3.508,1.397,0.312,"setosa"
23,5.705,3.773,1.707,0.31,"setosa"
23,5.1,3.799,1.518,0.298,"setosa"
23,5.404,3.413,1.695,0.21,"setosa"
23,5.11,3.7,1.5,0.387,"setosa"
23,4.599,3.603,0.988,0.193,"setosa"
23,5.114,3.306,1.7,0.519,"setosa"
23,4.784,3.407,1.882,0.206,"setosa"
23,4.972,3.002,1.605,0.202,"setosa"
23,4.996,3.41,1.597,0.392,"setosa"
23,5.203,3.509,1.494,0.2,"setosa"
23,5.2,3.407,1.403,0.169,"setosa"
23,4.703,3.205,1.609,0.216,"setosa"
23,4.785,3.079,1.608,0.205,"setosa"
23,5.378,3.41,1.512,0.398,"setosa"
23,5.201,4.086,1.477,0.116,"setosa"
23,5.503,4.217,1.399,0.194,"setosa"
23,4.902,3.093,1.494,0.206,"setosa"
23,4.996,3.175,1.2,0.2,"setosa"
23,5.505,3.515,1.289,0.207,"setosa"
23,4.892,3.601,1.409,0.111,"setosa"
23,4.402,3.003,1.319,0.176,"setosa"
23,5.11,3.398,1.499,0.2,"setosa"
23,4.999,3.497,1.311,0.32,"setosa"
23,4.503,2.299,1.292,0.303,"setosa"
23,4.394,3.192,1.308,0.201,"setosa"
23,5.014,3.5,1.59,0.603,"setosa"
23,5.106,3.792,1.889,0.399,"setosa"
23,4.804,3.004,1.397,0.308,"setosa"
23,5.09,3.807,1.612,0.204,"setosa"
23,4.606,3.207,1.401,0.212,"setosa"
23,5.29,3.693,1.478,0.218,"setosa"
23,4.987,3.301,1.405,0.198,"setosa"
23,6.987,3.208,4.69,1.388,"versicolor"
23,6.399,3.184,4.525,1.502,"versicolor"
23,6.895,3.11,4.907,1.492,"versicolor"
23,5.498,2.301,4.014,1.322,"versicolor"
23,6.495,2.776,4.606,1.508,"versicolor"
23,5.696,2.789,4.503,1.301,"versicolor"
23,6.307,3.295,4.697,1.607,"versicolor"
23,4.89,2.414,3.305,0.986,"versicolor"
23,6.614,2.89,4.603,1.29,"versicolor"
23,5.188,2.706,3.909,1.386,"versicolor"
23,4.978,2,3.507,1.006,"versicolor"
23,5.887,3,4.203,1.533,"versicolor"
23,5.988,2.208,4.012,1.015,"versicolor"
23,6.11,2.89,4.731,1.401,"versicolor"
23,5.574,2.898,3.589,1.286,"versicolor"
23,6.694,3.093,4.388,1.391,"versicolor"
23,5.594,2.998,4.514,1.492,"versicolor"
23,5.799,2.678,4.092,1.015,"versicolor"
23,6.207,2.196,4.5,1.484,"versicolor"
23,5.589,2.51,3.905,1.113,"versicolor"
23,5.908,3.21,4.801,1.799,"versicolor"
23,6.101,2.79,3.983,1.296,"versicolor"
23,6.32,2.505,4.909,1.507,"versicolor"
23,6.102,2.798,4.681,1.202,"versicolor"
23,6.395,2.899,4.302,1.286,"versicolor"
23,6.594,3.001,4.399,1.405,"versicolor"
23,6.803,2.781,4.81,1.402,"versicolor"
23,6.7,3,4.991,1.709,"versicolor"
23,6.012,2.911,4.493,1.51,"versicolor"
23,5.705,2.596,3.501,0.993,"versicolor"
23,5.49,2.381,3.808,1.11,"versicolor"
23,5.485,2.39,3.707,0.994,"versicolor"
23,5.798,2.691,3.91,1.186,"versicolor"
23,6.015,2.709,5.096,1.595,"versicolor"
23,5.402,3,4.503,1.492,"versicolor"
23,6.012,3.386,4.486,1.583,"versicolor"
23,6.701,3.083,4.713,1.5,"versicolor"
23,6.289,2.318,4.413,1.301,"versicolor"
23,5.586,2.984,4.099,1.295,"versicolor"
23,5.484,2.497,3.995,1.294,"versicolor"
23,5.499,2.596,4.388,1.199,"versicolor"
23,6.102,2.991,4.597,1.399,"versicolor"
23,5.817,2.597,3.994,1.179,"versicolor"
23,5.001,2.321,3.302,0.996,"versicolor"
23,5.608,2.72,4.196,1.302,"versicolor"
23,5.681,3.011,4.199,1.212,"versicolor"
23,5.711,2.9,4.191,1.287,"versicolor"
23,6.215,2.915,4.301,1.284,"versicolor"
23,5.109,2.498,3.004,1.092,"versicolor"
23,5.712,2.794,4.104,1.282,"versicolor"
23,6.304,3.291,5.996,2.5,"virginica"
23,5.817,2.701,5.106,1.887,"virginica"
23,7.091,3,5.915,2.107,"virginica"
23,6.308,2.89,5.612,1.779,"virginica"
23,6.5,3.003,5.807,2.213,"virginica"
23,7.601,2.997,6.602,2.095,"virginica"
23,4.908,2.503,4.482,1.714,"virginica"
23,7.31,2.887,6.31,1.799,"virginica"
23,6.71,2.503,5.802,1.797,"virginica"
23,7.2,3.609,6.089,2.514,"virginica"
23,6.513,3.21,5.11,1.995,"virginica"
23,6.406,2.696,5.289,1.91,"virginica"
23,6.804,3.004,5.502,2.091,"virginica"
23,5.696,2.501,4.988,2.009,"virginica"
23,5.808,2.819,5.084,2.425,"virginica"
23,6.385,3.204,5.277,2.305,"virginica"
23,6.484,2.989,5.508,1.791,"virginica"
23,7.694,3.811,6.704,2.193,"virginica"
23,7.707,2.605,6.908,2.296,"virginica"
23,5.986,2.195,5.003,1.496,"virginica"
23,6.884,3.207,5.696,2.298,"virginica"
23,5.599,2.81,4.894,2.009,"virginica"
23,7.702,2.804,6.688,1.99,"virginica"
23,6.302,2.704,4.921,1.813,"virginica"
23,6.699,3.286,5.705,2.098,"virginica"
23,7.201,3.206,5.989,1.798,"virginica"
23,6.199,2.799,4.81,1.799,"virginica"
23,6.105,3.016,4.899,1.774,"virginica"
23,6.392,2.801,5.589,2.081,"virginica"
23,7.213,2.996,5.806,1.609,"virginica"
23,7.404,2.792,6.094,1.912,"virginica"
23,7.923,3.803,6.402,1.998,"virginica"
23,6.405,2.791,5.61,2.201,"virginica"
23,6.303,2.8,5.097,1.518,"virginica"
23,6.107,2.597,5.585,1.417,"virginica"
23,7.701,2.988,6.118,2.302,"virginica"
23,6.311,3.404,5.585,2.402,"virginica"
23,6.39,3.098,5.507,1.792,"virginica"
23,6.002,2.993,4.815,1.794,"virginica"
23,6.915,3.089,5.409,2.106,"virginica"
23,6.697,3.119,5.6,2.404,"virginica"
23,6.915,3.099,5.097,2.288,"virginica"
23,5.795,2.703,5.113,1.914,"virginica"
23,6.796,3.208,5.906,2.311,"virginica"
23,6.68,3.29,5.709,2.517,"virginica"
23,6.705,2.978,5.194,2.298,"virginica"
23,6.305,2.515,5.004,1.914,"virginica"
23,6.509,3.002,5.204,2.018,"virginica"
23,6.189,3.42,5.399,2.304,"virginica"
23,5.891,2.996,5.085,1.799,"virginica"
