"sample","Sepal.Length","Sepal.Width","Petal.Length","Petal.Width","Species"
94,5.096,3.484,1.388,0.205,"setosa"
94,4.919,2.991,1.419,0.2,"setosa"
94,4.701,3.208,1.307,0.209,"setosa"
94,4.601,3.106,1.505,0.202,"setosa"
94,5,3.601,1.391,0.206,"setosa"
94,5.397,3.896,1.709,0.394,"setosa"
94,4.6,3.378,1.417,0.294,"setosa"
94,5.011,3.411,1.509,0.186,"setosa"
94,4.397,2.89,1.383,0.2,"setosa"
94,4.919,3.098,1.506,0.088,"setosa"
94,5.397,3.699,1.506,0.2,"setosa"
94,4.797,3.403,1.592,0.202,"setosa"
94,4.794,3.001,1.402,0.102,"setosa"
94,4.303,3.019,1.109,0.112,"setosa"
94,5.8,3.992,1.206,0.203,"setosa"
94,5.704,4.393,1.498,0.402,"setosa"
94,5.4,3.9,1.301,0.399,"setosa"
94,5.103,3.507,1.41,0.287,"setosa"
94,5.705,3.799,1.704,0.304,"setosa"
94,5.092,3.805,1.508,0.295,"setosa"
94,5.404,3.396,1.68,0.2,"setosa"
94,5.103,3.685,1.506,0.395,"setosa"
94,4.585,3.608,0.999,0.193,"setosa"
94,5.103,3.31,1.687,0.473,"setosa"
94,4.785,3.415,1.912,0.203,"setosa"
94,4.986,3.006,1.61,0.206,"setosa"
94,5.005,3.411,1.605,0.396,"setosa"
94,5.206,3.488,1.49,0.192,"setosa"
94,5.198,3.396,1.403,0.194,"setosa"
94,4.692,3.19,1.578,0.214,"setosa"
94,4.81,3.088,1.6,0.19,"setosa"
94,5.383,3.394,1.498,0.409,"setosa"
94,5.216,4.097,1.512,0.104,"setosa"
94,5.5,4.222,1.41,0.187,"setosa"
94,4.899,3.114,1.525,0.194,"setosa"
94,5,3.193,1.209,0.195,"setosa"
94,5.48,3.503,1.299,0.192,"setosa"
94,4.896,3.577,1.401,0.101,"setosa"
94,4.396,2.988,1.301,0.205,"setosa"
94,5.094,3.391,1.494,0.2,"setosa"
94,5.03,3.498,1.305,0.299,"setosa"
94,4.501,2.301,1.297,0.309,"setosa"
94,4.386,3.188,1.315,0.179,"setosa"
94,4.998,3.508,1.579,0.607,"setosa"
94,5.098,3.793,1.904,0.431,"setosa"
94,4.805,2.999,1.402,0.312,"setosa"
94,5.097,3.794,1.602,0.214,"setosa"
94,4.609,3.201,1.397,0.204,"setosa"
94,5.307,3.696,1.502,0.184,"setosa"
94,4.977,3.297,1.382,0.206,"setosa"
94,6.996,3.189,4.706,1.397,"versicolor"
94,6.394,3.184,4.507,1.49,"versicolor"
94,6.893,3.097,4.901,1.503,"versicolor"
94,5.508,2.308,4.008,1.299,"versicolor"
94,6.499,2.808,4.626,1.51,"versicolor"
94,5.692,2.812,4.497,1.304,"versicolor"
94,6.29,3.295,4.716,1.595,"versicolor"
94,4.893,2.403,3.307,0.995,"versicolor"
94,6.597,2.885,4.61,1.299,"versicolor"
94,5.21,2.698,3.898,1.387,"versicolor"
94,4.997,2,3.491,0.989,"versicolor"
94,5.887,2.986,4.203,1.489,"versicolor"
94,6.001,2.183,4.016,1.014,"versicolor"
94,6.099,2.898,4.684,1.395,"versicolor"
94,5.605,2.9,3.589,1.314,"versicolor"
94,6.713,3.087,4.399,1.384,"versicolor"
94,5.599,2.997,4.484,1.515,"versicolor"
94,5.807,2.695,4.106,0.995,"versicolor"
94,6.187,2.194,4.51,1.498,"versicolor"
94,5.595,2.51,3.903,1.081,"versicolor"
94,5.895,3.198,4.802,1.808,"versicolor"
94,6.1,2.8,3.989,1.3,"versicolor"
94,6.307,2.487,4.889,1.507,"versicolor"
94,6.095,2.784,4.709,1.211,"versicolor"
94,6.383,2.893,4.286,1.283,"versicolor"
94,6.618,3.009,4.417,1.413,"versicolor"
94,6.801,2.806,4.797,1.411,"versicolor"
94,6.703,2.996,4.99,1.697,"versicolor"
94,6.001,2.915,4.504,1.517,"versicolor"
94,5.701,2.614,3.504,1.006,"versicolor"
94,5.503,2.39,3.794,1.092,"versicolor"
94,5.497,2.401,3.685,0.979,"versicolor"
94,5.797,2.711,3.912,1.191,"versicolor"
94,6.003,2.699,5.104,1.601,"versicolor"
94,5.401,3.003,4.51,1.496,"versicolor"
94,5.987,3.403,4.497,1.589,"versicolor"
94,6.697,3.1,4.7,1.51,"versicolor"
94,6.292,2.294,4.391,1.289,"versicolor"
94,5.589,2.987,4.086,1.291,"versicolor"
94,5.505,2.505,3.988,1.278,"versicolor"
94,5.492,2.587,4.393,1.202,"versicolor"
94,6.096,3,4.594,1.389,"versicolor"
94,5.801,2.589,4.004,1.204,"versicolor"
94,5.004,2.299,3.319,0.991,"versicolor"
94,5.589,2.713,4.196,1.299,"versicolor"
94,5.7,3.008,4.219,1.201,"versicolor"
94,5.697,2.915,4.215,1.304,"versicolor"
94,6.207,2.892,4.276,1.307,"versicolor"
94,5.085,2.517,3.01,1.092,"versicolor"
94,5.684,2.782,4.121,1.302,"versicolor"
94,6.291,3.293,5.991,2.496,"virginica"
94,5.808,2.71,5.111,1.895,"virginica"
94,7.114,3.018,5.899,2.085,"virginica"
