"sample","Sepal.Length","Sepal.Width","Petal.Length","Petal.Width","Species"
49,5.096,3.491,1.398,0.215,"setosa"
49,4.902,2.989,1.396,0.203,"setosa"
49,4.69,3.208,1.299,0.22,"setosa"
49,4.602,3.092,1.493,0.198,"setosa"
49,5.01,3.583,1.395,0.207,"setosa"
49,5.406,3.911,1.692,0.389,"setosa"
49,4.596,3.4,1.405,0.301,"setosa"
49,4.988,3.417,1.506,0.187,"setosa"
49,4.408,2.884,1.421,0.201,"setosa"
49,4.896,3.092,1.5,0.102,"setosa"
49,5.402,3.681,1.488,0.204,"setosa"
49,4.803,3.388,1.616,0.204,"setosa"
49,4.798,3.006,1.384,0.092,"setosa"
49,4.29,3.015,1.118,0.095,"setosa"
49,5.793,4.003,1.216,0.198,"setosa"
49,5.712,4.415,1.513,0.408,"setosa"
49,5.42,3.884,1.308,0.402,"setosa"
49,5.109,3.505,1.394,0.303,"setosa"
49,5.718,3.801,1.69,0.303,"setosa"
49,5.104,3.798,1.51,0.304,"setosa"
49,5.383,3.402,1.711,0.206,"setosa"
49,5.093,3.701,1.501,0.391,"setosa"
49,4.599,3.601,0.991,0.194,"setosa"
49,5.105,3.299,1.706,0.489,"setosa"
49,4.799,3.405,1.892,0.211,"setosa"
49,5.013,2.988,1.615,0.194,"setosa"
49,5.001,3.405,1.597,0.412,"setosa"
49,5.205,3.498,1.497,0.199,"setosa"
49,5.188,3.394,1.394,0.177,"setosa"
49,4.704,3.196,1.599,0.204,"setosa"
49,4.799,3.107,1.595,0.201,"setosa"
49,5.399,3.391,1.517,0.405,"setosa"
49,5.225,4.103,1.5,0.111,"setosa"
49,5.494,4.201,1.42,0.185,"setosa"
49,4.885,3.099,1.492,0.207,"setosa"
49,4.995,3.191,1.201,0.215,"setosa"
49,5.507,3.506,1.297,0.194,"setosa"
49,4.903,3.601,1.403,0.103,"setosa"
49,4.398,2.998,1.314,0.192,"setosa"
49,5.089,3.399,1.515,0.218,"setosa"
49,4.987,3.497,1.287,0.309,"setosa"
49,4.485,2.28,1.297,0.284,"setosa"
49,4.384,3.177,1.288,0.199,"setosa"
49,4.985,3.496,1.607,0.611,"setosa"
49,5.119,3.807,1.911,0.386,"setosa"
49,4.791,2.993,1.413,0.297,"setosa"
49,5.105,3.804,1.609,0.203,"setosa"
49,4.598,3.183,1.397,0.199,"setosa"
49,5.31,3.699,1.502,0.192,"setosa"
49,5.007,3.315,1.401,0.193,"setosa"
49,6.99,3.198,4.7,1.405,"versicolor"
49,6.4,3.194,4.498,1.518,"versicolor"
49,6.906,3.105,4.904,1.51,"versicolor"
49,5.503,2.306,4.004,1.304,"versicolor"
49,6.498,2.805,4.584,1.518,"versicolor"
49,5.708,2.809,4.513,1.294,"versicolor"
49,6.29,3.295,4.704,1.605,"versicolor"
49,4.894,2.386,3.301,0.993,"versicolor"
49,6.592,2.906,4.595,1.321,"versicolor"
49,5.207,2.707,3.906,1.382,"versicolor"
49,4.998,1.995,3.5,1.014,"versicolor"
49,5.902,3.003,4.21,1.493,"versicolor"
49,6.009,2.204,3.992,1.002,"versicolor"
49,6.093,2.898,4.705,1.395,"versicolor"
49,5.593,2.898,3.595,1.293,"versicolor"
49,6.685,3.118,4.399,1.389,"versicolor"
49,5.593,2.992,4.481,1.506,"versicolor"
49,5.784,2.703,4.104,1.022,"versicolor"
49,6.197,2.201,4.495,1.504,"versicolor"
49,5.608,2.503,3.921,1.089,"versicolor"
49,5.897,3.203,4.802,1.797,"versicolor"
49,6.114,2.795,4.011,1.309,"versicolor"
49,6.286,2.506,4.896,1.511,"versicolor"
49,6.118,2.808,4.697,1.187,"versicolor"
49,6.405,2.907,4.303,1.294,"versicolor"
49,6.605,2.998,4.401,1.421,"versicolor"
49,6.814,2.805,4.78,1.404,"versicolor"
49,6.712,2.986,4.983,1.69,"versicolor"
