"sample","Sepal.Length","Sepal.Width","Petal.Length","Petal.Width","Species"
92,5.096,3.515,1.393,0.212,"setosa"
92,4.895,3.015,1.402,0.205,"setosa"
92,4.699,3.188,1.313,0.207,"setosa"
92,4.608,3.105,1.514,0.188,"setosa"
92,4.992,3.617,1.382,0.197,"setosa"
92,5.394,3.891,1.703,0.4,"setosa"
92,4.595,3.404,1.412,0.313,"setosa"
92,4.98,3.392,1.515,0.194,"setosa"
92,4.432,2.889,1.4,0.182,"setosa"
92,4.913,3.089,1.489,0.106,"setosa"
92,5.395,3.699,1.506,0.196,"setosa"
92,4.808,3.415,1.602,0.203,"setosa"
92,4.802,2.994,1.416,0.082,"setosa"
92,4.296,2.997,1.092,0.099,"setosa"
92,5.807,3.998,1.191,0.203,"setosa"
92,5.711,4.402,1.495,0.392,"setosa"
92,5.395,3.886,1.301,0.399,"setosa"
92,5.105,3.51,1.394,0.293,"setosa"
92,5.688,3.793,1.705,0.302,"setosa"
92,5.094,3.804,1.495,0.307,"setosa"
92,5.399,3.402,1.691,0.195,"setosa"
92,5.098,3.694,1.513,0.391,"setosa"
92,4.621,3.599,0.99,0.204,"setosa"
92,5.114,3.294,1.685,0.506,"setosa"
92,4.798,3.403,1.893,0.185,"setosa"
92,4.996,2.996,1.618,0.199,"setosa"
92,5.006,3.392,1.618,0.383,"setosa"
92,5.211,3.488,1.515,0.192,"setosa"
92,5.187,3.383,1.406,0.211,"setosa"
92,4.702,3.21,1.601,0.198,"setosa"
92,4.793,3.08,1.598,0.209,"setosa"
92,5.408,3.38,1.495,0.416,"setosa"
92,5.189,4.096,1.489,0.102,"setosa"
92,5.499,4.213,1.401,0.198,"setosa"
92,4.883,3.099,1.494,0.202,"setosa"
92,5.014,3.213,1.203,0.198,"setosa"
92,5.491,3.505,1.299,0.189,"setosa"
92,4.912,3.594,1.384,0.094,"setosa"
92,4.41,3.002,1.308,0.177,"setosa"
92,5.116,3.382,1.491,0.197,"setosa"
92,5,3.491,1.297,0.294,"setosa"
92,4.507,2.294,1.31,0.304,"setosa"
92,4.405,3.192,1.31,0.195,"setosa"
92,5.005,3.515,1.585,0.604,"setosa"
92,5.095,3.807,1.905,0.414,"setosa"
92,4.808,2.994,1.415,0.284,"setosa"
92,5.101,3.788,1.611,0.199,"setosa"
92,4.61,3.201,1.41,0.218,"setosa"
92,5.298,3.702,1.51,0.222,"setosa"
92,4.991,3.299,1.392,0.178,"setosa"
92,7.009,3.199,4.691,1.405,"versicolor"
92,6.402,3.205,4.484,1.518,"versicolor"
92,6.92,3.098,4.894,1.504,"versicolor"
92,5.496,2.303,3.997,1.297,"versicolor"
92,6.51,2.798,4.598,1.505,"versicolor"
92,5.699,2.789,4.498,1.314,"versicolor"
92,6.305,3.295,4.709,1.587,"versicolor"
92,4.893,2.401,3.308,0.976,"versicolor"
92,6.594,2.901,4.609,1.304,"versicolor"
92,5.216,2.707,3.899,1.414,"versicolor"
92,4.993,2.026,3.495,1.023,"versicolor"
92,5.897,2.985,4.207,1.5,"versicolor"
92,6.006,2.19,3.997,0.998,"versicolor"
92,6.101,2.909,4.708,1.408,"versicolor"
92,5.601,2.896,3.614,1.299,"versicolor"
92,6.704,3.095,4.396,1.403,"versicolor"
92,5.598,3.015,4.517,1.511,"versicolor"
92,5.803,2.687,4.113,1.004,"versicolor"
92,6.191,2.2,4.495,1.518,"versicolor"
92,5.596,2.49,3.907,1.104,"versicolor"
92,5.893,3.207,4.792,1.814,"versicolor"
92,6.114,2.799,3.999,1.307,"versicolor"
92,6.284,2.493,4.908,1.508,"versicolor"
92,6.108,2.791,4.703,1.206,"versicolor"
92,6.401,2.892,4.305,1.312,"versicolor"
92,6.59,3.023,4.397,1.4,"versicolor"
92,6.795,2.799,4.799,1.379,"versicolor"
92,6.697,3.013,4.984,1.694,"versicolor"
92,6.01,2.892,4.481,1.493,"versicolor"
92,5.675,2.591,3.524,1.01,"versicolor"
92,5.503,2.389,3.798,1.113,"versicolor"
