"sample","Sepal.Length","Sepal.Width","Petal.Length","Petal.Width","Species"
78,5.097,3.49,1.416,0.207,"setosa"
78,4.903,2.989,1.411,0.208,"setosa"
78,4.713,3.203,1.282,0.194,"setosa"
78,4.596,3.107,1.496,0.188,"setosa"
78,5.011,3.597,1.425,0.196,"setosa"
78,5.393,3.898,1.7,0.404,"setosa"
78,4.591,3.426,1.407,0.295,"setosa"
78,5.01,3.396,1.493,0.196,"setosa"
78,4.396,2.882,1.403,0.196,"setosa"
78,4.908,3.098,1.493,0.1,"setosa"
78,5.394,3.689,1.521,0.21,"setosa"
78,4.791,3.411,1.608,0.193,"setosa"
78,4.788,2.991,1.417,0.084,"setosa"
78,4.292,3,1.102,0.089,"setosa"
78,5.782,3.989,1.198,0.184,"setosa"
78,5.682,4.392,1.481,0.427,"setosa"
78,5.392,3.902,1.317,0.396,"setosa"
78,5.099,3.485,1.411,0.305,"setosa"
78,5.708,3.806,1.699,0.299,"setosa"
78,5.109,3.79,1.498,0.319,"setosa"
78,5.417,3.406,1.695,0.198,"setosa"
78,5.106,3.715,1.49,0.416,"setosa"
78,4.609,3.593,0.992,0.198,"setosa"
78,5.103,3.3,1.696,0.523,"setosa"
78,4.809,3.417,1.902,0.2,"setosa"
78,4.999,2.987,1.603,0.194,"setosa"
78,5.006,3.415,1.604,0.4,"setosa"
78,5.199,3.503,1.481,0.202,"setosa"
78,5.21,3.405,1.38,0.184,"setosa"
78,4.714,3.194,1.592,0.189,"setosa"
78,4.811,3.118,1.596,0.221,"setosa"
78,5.394,3.4,1.486,0.377,"setosa"
78,5.213,4.083,1.492,0.101,"setosa"
78,5.502,4.206,1.398,0.204,"setosa"
78,4.895,3.104,1.501,0.189,"setosa"
78,5.003,3.195,1.206,0.194,"setosa"
78,5.5,3.519,1.293,0.206,"setosa"
78,4.889,3.601,1.388,0.088,"setosa"
78,4.401,2.993,1.315,0.203,"setosa"
78,5.086,3.401,1.503,0.207,"setosa"
78,5.014,3.505,1.297,0.303,"setosa"
78,4.504,2.288,1.287,0.281,"setosa"
78,4.388,3.201,1.287,0.208,"setosa"
78,5.002,3.501,1.603,0.61,"setosa"
78,5.092,3.805,1.902,0.407,"setosa"
78,4.791,3.002,1.401,0.309,"setosa"
78,5.085,3.793,1.606,0.198,"setosa"
78,4.613,3.195,1.4,0.217,"setosa"
78,5.305,3.682,1.492,0.199,"setosa"
78,4.999,3.294,1.404,0.195,"setosa"
78,6.998,3.201,4.713,1.419,"versicolor"
78,6.407,3.207,4.498,1.501,"versicolor"
78,6.896,3.109,4.891,1.492,"versicolor"
78,5.507,2.296,3.998,1.303,"versicolor"
78,6.529,2.796,4.596,1.497,"versicolor"
78,5.701,2.804,4.51,1.303,"versicolor"
