"sample","Sepal.Length","Sepal.Width","Petal.Length","Petal.Width","Species"
14,5.086,3.492,1.393,0.194,"setosa"
14,4.882,3.02,1.388,0.192,"setosa"
14,4.703,3.197,1.295,0.196,"setosa"
14,4.604,3.101,1.51,0.206,"setosa"
14,5.006,3.59,1.414,0.192,"setosa"
14,5.398,3.89,1.714,0.41,"setosa"
14,4.602,3.383,1.386,0.3,"setosa"
14,5.018,3.411,1.499,0.21,"setosa"
14,4.411,2.885,1.4,0.194,"setosa"
14,4.909,3.086,1.494,0.097,"setosa"
14,5.402,3.683,1.509,0.213,"setosa"
14,4.804,3.395,1.574,0.216,"setosa"
14,4.813,3.007,1.405,0.104,"setosa"
14,4.303,3.006,1.09,0.102,"setosa"
14,5.784,3.987,1.208,0.18,"setosa"
14,5.705,4.412,1.512,0.394,"setosa"
14,5.391,3.872,1.318,0.396,"setosa"
14,5.088,3.498,1.371,0.315,"setosa"
14,5.7,3.804,1.714,0.294,"setosa"
14,5.116,3.788,1.468,0.287,"setosa"
14,5.392,3.41,1.687,0.22,"setosa"
14,5.123,3.695,1.505,0.404,"setosa"
14,4.6,3.606,0.992,0.195,"setosa"
14,5.098,3.307,1.679,0.522,"setosa"
14,4.805,3.388,1.885,0.207,"setosa"
14,5.006,2.986,1.593,0.209,"setosa"
14,4.99,3.404,1.618,0.397,"setosa"
14,5.21,3.511,1.491,0.187,"setosa"
14,5.194,3.402,1.387,0.205,"setosa"
14,4.687,3.188,1.617,0.202,"setosa"
14,4.803,3.112,1.604,0.197,"setosa"
14,5.4,3.418,1.478,0.39,"setosa"
14,5.195,4.091,1.498,0.091,"setosa"
14,5.496,4.198,1.402,0.2,"setosa"
14,4.889,3.093,1.504,0.191,"setosa"
14,4.987,3.191,1.202,0.209,"setosa"
14,5.503,3.494,1.299,0.185,"setosa"
14,4.893,3.564,1.392,0.091,"setosa"
14,4.387,3.008,1.3,0.215,"setosa"
14,5.098,3.405,1.502,0.199,"setosa"
14,4.99,3.5,1.306,0.305,"setosa"
14,4.52,2.295,1.306,0.301,"setosa"
14,4.412,3.209,1.282,0.206,"setosa"
14,4.999,3.527,1.609,0.595,"setosa"
14,5.104,3.812,1.904,0.395,"setosa"
14,4.815,3.002,1.393,0.286,"setosa"
14,5.101,3.807,1.614,0.193,"setosa"
14,4.603,3.182,1.403,0.194,"setosa"
14,5.29,3.697,1.483,0.199,"setosa"
14,5.022,3.284,1.396,0.191,"setosa"
14,7.003,3.201,4.699,1.402,"versicolor"
14,6.382,3.209,4.494,1.499,"versicolor"
14,6.902,3.11,4.9,1.5,"versicolor"
14,5.502,2.302,4.023,1.3,"versicolor"
14,6.497,2.809,4.609,1.506,"versicolor"
14,5.693,2.786,4.51,1.305,"versicolor"
14,6.295,3.312,4.705,1.61,"versicolor"
14,4.913,2.388,3.278,1.013,"versicolor"
14,6.607,2.898,4.618,1.299,"versicolor"
14,5.187,2.688,3.906,1.387,"versicolor"
14,4.997,1.98,3.498,1.003,"versicolor"
14,5.929,2.993,4.209,1.503,"versicolor"
14,5.989,2.2,4,1,"versicolor"
14,6.115,2.903,4.694,1.405,"versicolor"
14,5.6,2.903,3.607,1.305,"versicolor"
14,6.701,3.099,4.396,1.392,"versicolor"
14,5.59,2.99,4.496,1.486,"versicolor"
14,5.806,2.704,4.088,0.988,"versicolor"
14,6.191,2.211,4.507,1.48,"versicolor"
14,5.615,2.497,3.906,1.105,"versicolor"
14,5.902,3.206,4.8,1.793,"versicolor"
14,6.098,2.806,4.002,1.305,"versicolor"
14,6.315,2.503,4.892,1.504,"versicolor"
14,6.085,2.808,4.711,1.193,"versicolor"
14,6.397,2.89,4.308,1.295,"versicolor"
14,6.587,2.994,4.413,1.388,"versicolor"
14,6.797,2.783,4.81,1.408,"versicolor"
14,6.7,2.993,5.013,1.687,"versicolor"
14,6.005,2.896,4.503,1.507,"versicolor"
14,5.707,2.597,3.503,1.014,"versicolor"
14,5.476,2.406,3.783,1.116,"versicolor"
14,5.523,2.387,3.694,0.998,"versicolor"
14,5.794,2.695,3.907,1.194,"versicolor"
14,6.023,2.707,5.111,1.606,"versicolor"
14,5.413,2.993,4.5,1.49,"versicolor"
14,6.008,3.396,4.489,1.594,"versicolor"
14,6.703,3.112,4.7,1.498,"versicolor"
14,6.31,2.296,4.394,1.314,"versicolor"
14,5.601,3.007,4.1,1.312,"versicolor"
14,5.5,2.49,4.001,1.305,"versicolor"
14,5.499,2.597,4.407,1.197,"versicolor"
14,6.094,2.997,4.599,1.388,"versicolor"
14,5.817,2.595,4.008,1.2,"versicolor"
14,4.997,2.312,3.287,1.008,"versicolor"
14,5.609,2.707,4.186,1.305,"versicolor"
14,5.706,2.996,4.201,1.213,"versicolor"
14,5.693,2.907,4.197,1.271,"versicolor"
14,6.199,2.906,4.309,1.309,"versicolor"
14,5.093,2.473,3.006,1.089,"versicolor"
14,5.714,2.798,4.095,1.298,"versicolor"
14,6.294,3.303,5.985,2.506,"virginica"
14,5.816,2.702,5.109,1.91,"virginica"
14,7.105,3.001,5.882,2.098,"virginica"
14,6.321,2.908,5.604,1.819,"virginica"
14,6.49,3.002,5.805,2.191,"virginica"
14,7.58,2.984,6.602,2.108,"virginica"
14,4.921,2.5,4.505,1.714,"virginica"
14,7.297,2.912,6.295,1.804,"virginica"
14,6.689,2.498,5.799,1.793,"virginica"
14,7.204,3.597,6.104,2.512,"virginica"
14,6.508,3.183,5.095,2.014,"virginica"
14,6.395,2.692,5.289,1.902,"virginica"
14,6.789,3.007,5.488,2.098,"virginica"
14,5.712,2.506,4.996,2.007,"virginica"
14,5.809,2.788,5.075,2.401,"virginica"
14,6.41,3.187,5.296,2.295,"virginica"
14,6.495,2.993,5.496,1.805,"virginica"
14,7.696,3.801,6.696,2.2,"virginica"
14,7.702,2.592,6.879,2.293,"virginica"
14,5.999,2.194,4.998,1.507,"virginica"
14,6.881,3.217,5.709,2.291,"virginica"
14,5.608,2.794,4.911,2.004,"virginica"
14,7.697,2.792,6.683,2.01,"virginica"
14,6.296,2.699,4.914,1.794,"virginica"
14,6.699,3.296,5.704,2.109,"virginica"
14,7.204,3.206,6.002,1.799,"virginica"
14,6.194,2.786,4.812,1.801,"virginica"
14,6.1,3.009,4.908,1.807,"virginica"
14,6.413,2.798,5.601,2.081,"virginica"
14,7.2,3,5.797,1.602,"virginica"
14,7.398,2.801,6.096,1.887,"virginica"
14,7.903,3.788,6.409,1.988,"virginica"
14,6.412,2.797,5.596,2.217,"virginica"
14,6.303,2.797,5.095,1.492,"virginica"
14,6.105,2.602,5.59,1.408,"virginica"
14,7.702,3.006,6.103,2.312,"virginica"
14,6.291,3.397,5.608,2.4,"virginica"
14,6.414,3.089,5.498,1.809,"virginica"
14,5.992,3.006,4.79,1.809,"virginica"
14,6.896,3.097,5.401,2.105,"virginica"
14,6.701,3.098,5.603,2.413,"virginica"
14,6.907,3.094,5.127,2.293,"virginica"
14,5.797,2.701,5.091,1.894,"virginica"
14,6.795,3.195,5.897,2.311,"virginica"
14,6.686,3.316,5.698,2.489,"virginica"
14,6.699,3.001,5.205,2.301,"virginica"
14,6.308,2.501,4.988,1.893,"virginica"
14,6.501,2.984,5.202,1.99,"virginica"
14,6.201,3.384,5.399,2.304,"virginica"
14,5.893,2.996,5.09,1.821,"virginica"
