"sample","Sepal.Length","Sepal.Width","Petal.Length","Petal.Width","Species"
97,5.097,3.512,1.4,0.198,"setosa"
97,4.895,3.019,1.404,0.189,"setosa"
97,4.695,3.201,1.291,0.208,"setosa"
97,4.597,3.107,1.509,0.186,"setosa"
97,5.017,3.593,1.395,0.185,"setosa"
97,5.396,3.912,1.699,0.403,"setosa"
97,4.611,3.394,1.419,0.319,"setosa"
97,4.985,3.412,1.514,0.181,"setosa"
97,4.401,2.906,1.397,0.202,"setosa"
97,4.897,3.105,1.502,0.1,"setosa"
97,5.408,3.692,1.504,0.199,"setosa"
97,4.786,3.403,1.613,0.201,"setosa"
97,4.769,3.017,1.413,0.095,"setosa"
97,4.291,3,1.103,0.106,"setosa"
97,5.806,4.003,1.191,0.202,"setosa"
97,5.703,4.402,1.49,0.407,"setosa"
97,5.404,3.918,1.316,0.406,"setosa"
97,5.097,3.493,1.408,0.299,"setosa"
97,5.69,3.813,1.703,0.291,"setosa"
97,5.091,3.806,1.521,0.317,"setosa"
97,5.382,3.397,1.7,0.198,"setosa"
97,5.091,3.715,1.505,0.399,"setosa"
97,4.611,3.59,1.024,0.202,"setosa"
97,5.1,3.297,1.714,0.49,"setosa"
97,4.811,3.407,1.891,0.2,"setosa"
97,5.007,3.015,1.603,0.196,"setosa"
97,5.016,3.405,1.59,0.42,"setosa"
97,5.196,3.486,1.496,0.197,"setosa"
97,5.212,3.4,1.421,0.194,"setosa"
97,4.696,3.211,1.597,0.21,"setosa"
97,4.796,3.095,1.609,0.216,"setosa"
97,5.398,3.404,1.502,0.409,"setosa"
97,5.202,4.108,1.513,0.097,"setosa"
97,5.506,4.21,1.412,0.221,"setosa"
97,4.898,3.106,1.513,0.198,"setosa"
97,5.005,3.205,1.195,0.198,"setosa"
97,5.503,3.507,1.304,0.197,"setosa"
97,4.894,3.614,1.413,0.105,"setosa"
97,4.389,3.001,1.306,0.222,"setosa"
97,5.112,3.383,1.489,0.201,"setosa"
97,5.014,3.508,1.303,0.29,"setosa"
97,4.48,2.296,1.295,0.299,"setosa"
97,4.401,3.189,1.297,0.223,"setosa"
97,5.007,3.504,1.605,0.608,"setosa"
97,5.091,3.817,1.897,0.409,"setosa"
97,4.802,3,1.396,0.304,"setosa"
97,5.1,3.8,1.6,0.191,"setosa"
97,4.583,3.2,1.406,0.209,"setosa"
97,5.299,3.711,1.506,0.204,"setosa"
97,5,3.293,1.389,0.218,"setosa"
97,6.998,3.19,4.717,1.401,"versicolor"
97,6.385,3.203,4.507,1.509,"versicolor"
97,6.901,3.091,4.896,1.496,"versicolor"
97,5.505,2.307,4.004,1.288,"versicolor"
97,6.488,2.788,4.612,1.503,"versicolor"
97,5.697,2.81,4.502,1.288,"versicolor"
97,6.299,3.299,4.713,1.608,"versicolor"
97,4.878,2.402,3.304,0.985,"versicolor"
97,6.614,2.889,4.597,1.315,"versicolor"
97,5.203,2.697,3.912,1.405,"versicolor"
97,5,1.997,3.518,0.99,"versicolor"
97,5.892,3.005,4.211,1.494,"versicolor"
97,5.984,2.199,4.013,1.015,"versicolor"
97,6.082,2.9,4.703,1.395,"versicolor"
97,5.594,2.913,3.605,1.294,"versicolor"
97,6.699,3.11,4.4,1.384,"versicolor"
97,5.589,3.006,4.508,1.52,"versicolor"
97,5.79,2.698,4.099,0.996,"versicolor"
97,6.206,2.212,4.502,1.489,"versicolor"
97,5.593,2.504,3.89,1.086,"versicolor"
97,5.891,3.21,4.799,1.803,"versicolor"
97,6.094,2.807,4.004,1.303,"versicolor"
97,6.296,2.504,4.903,1.503,"versicolor"
97,6.096,2.805,4.7,1.194,"versicolor"
97,6.41,2.884,4.292,1.289,"versicolor"
97,6.587,2.985,4.412,1.387,"versicolor"
97,6.802,2.805,4.797,1.4,"versicolor"
97,6.693,2.985,4.998,1.691,"versicolor"
97,5.998,2.911,4.483,1.507,"versicolor"
97,5.705,2.583,3.508,1.005,"versicolor"
97,5.5,2.397,3.811,1.098,"versicolor"
97,5.476,2.385,3.692,1.005,"versicolor"
97,5.812,2.697,3.912,1.207,"versicolor"
97,5.989,2.699,5.1,1.591,"versicolor"
97,5.394,2.989,4.486,1.491,"versicolor"
97,5.995,3.422,4.498,1.591,"versicolor"
97,6.713,3.092,4.698,1.494,"versicolor"
97,6.295,2.316,4.405,1.319,"versicolor"
97,5.6,3.019,4.09,1.291,"versicolor"
97,5.495,2.495,3.989,1.301,"versicolor"
97,5.5,2.611,4.382,1.189,"versicolor"
97,6.103,2.994,4.61,1.38,"versicolor"
97,5.803,2.611,3.993,1.199,"versicolor"
97,5.003,2.29,3.299,0.998,"versicolor"
97,5.618,2.696,4.185,1.299,"versicolor"
97,5.697,2.997,4.197,1.187,"versicolor"
97,5.699,2.901,4.195,1.294,"versicolor"
97,6.193,2.903,4.309,1.309,"versicolor"
97,5.107,2.491,3.005,1.083,"versicolor"
97,5.698,2.801,4.109,1.306,"versicolor"
97,6.295,3.291,5.99,2.516,"virginica"
97,5.805,2.687,5.104,1.89,"virginica"
97,7.103,2.995,5.906,2.106,"virginica"
97,6.295,2.897,5.584,1.786,"virginica"
97,6.49,2.996,5.802,2.196,"virginica"
97,7.593,2.988,6.615,2.097,"virginica"
97,4.904,2.486,4.514,1.707,"virginica"
97,7.312,2.906,6.288,1.803,"virginica"
97,6.711,2.501,5.806,1.806,"virginica"
97,7.189,3.581,6.111,2.487,"virginica"
97,6.492,3.205,5.114,2.009,"virginica"
97,6.383,2.707,5.291,1.907,"virginica"
97,6.804,3,5.506,2.119,"virginica"
97,5.695,2.491,5.01,1.989,"virginica"
97,5.79,2.781,5.101,2.397,"virginica"
97,6.406,3.194,5.297,2.29,"virginica"
97,6.494,3.012,5.512,1.792,"virginica"
97,7.708,3.808,6.7,2.19,"virginica"
97,7.693,2.584,6.909,2.306,"virginica"
97,5.981,2.202,4.998,1.512,"virginica"
97,6.903,3.211,5.705,2.3,"virginica"
97,5.6,2.782,4.905,1.995,"virginica"
97,7.678,2.789,6.685,1.998,"virginica"
97,6.308,2.701,4.892,1.803,"virginica"
97,6.712,3.309,5.691,2.099,"virginica"
97,7.191,3.187,6.001,1.791,"virginica"
97,6.193,2.795,4.787,1.807,"virginica"
97,6.098,2.994,4.882,1.794,"virginica"
97,6.401,2.805,5.583,2.112,"virginica"
97,7.191,3.012,5.802,1.6,"virginica"
97,7.401,2.801,6.112,1.913,"virginica"
97,7.895,3.801,6.394,2.015,"virginica"
97,6.415,2.808,5.582,2.198,"virginica"
97,6.284,2.798,5.111,1.497,"virginica"
97,6.099,2.601,5.606,1.404,"virginica"
97,7.705,2.978,6.103,2.29,"virginica"
97,6.303,3.396,5.603,2.386,"virginica"
97,6.401,3.103,5.493,1.787,"virginica"
97,6.006,3.001,4.807,1.8,"virginica"
97,6.896,3.106,5.405,2.102,"virginica"
97,6.679,3.126,5.595,2.393,"virginica"
97,6.908,3.092,5.092,2.296,"virginica"
97,5.8,2.709,5.113,1.894,"virginica"
97,6.814,3.211,5.923,2.3,"virginica"
97,6.696,3.31,5.696,2.52,"virginica"
97,6.689,2.986,5.202,2.299,"virginica"
97,6.291,2.525,4.992,1.91,"virginica"
97,6.494,2.992,5.195,1.987,"virginica"
97,6.206,3.393,5.406,2.281,"virginica"
97,5.893,3.005,5.102,1.8,"virginica"
